#what,what,,,,,,,,,,,,,
#as,molm,,,,,,,,,,,,,
#abs,alliumsm,,,,,,,,,,,,,
#bs,gunggmhajianm,,,,,,,,,,,,,
#organism part,whole organism,,,,,,,,,,,,,
#compound,,,indole-3-acetic acid,indole-3-acetic acid,,,indole-3-acetic acid,indole-3-acetic acid,,,,,,
Gene ID,Gene Name,DesignElementAccession,Quint_2-71_Col-0-3h_Rep2_ATH1,Quint_2-67_Col-0-1h_Rep1_ATH1,Quint_2-62_Col-0-0h_Rep2_ATH1,Quint_2-61_Col-0-0h_Rep1_ATH1,Quint_2-66_Col-0-30min_Rep3_ATH1,Quint_2-72_Col-0-3h_Rep3_ATH1,Quint_2-70_Col-0-3h_Rep1_ATH1,Quint_2-65_Col-0-30min_Rep2_ATH1,Quint_2-69_Col-0-1h_Rep3_ATH1,Quint_2-64_Col-0-30min_Rep1_ATH1,Quint_2-63_Col-0-0h_Rep3_ATH1,Quint_2-68_Col-0-1h_Rep2_ATH1
AT5G28720,,245916_at,3.08431326,2.980586638,3.339239826,3.113763757,3.098439608,3.101591553,3.098310703,3.065385136,3.000048072,3.254202115,3.127609477,3.078989816
AT5G28740,,245917_at,7.91858565,8.001406115,8.015392123,8.025817559,7.821756153,7.806485936,7.963794398,7.997067001,7.781152814,7.942253641,7.921556376,8.035208824
AT5G28750,TATA,245924_at,8.669973176,8.75509934,8.769429544,8.871637473,8.876500422,8.706039759,8.562887971,8.608567136,8.814086479,8.600072869,8.896117688,8.791893317
AT5G28770,BZIP63,245925_at,5.060166033,5.164044347,6.185500083,6.030429164,5.206304357,4.824053264,5.207579391,5.589331539,5.2172974,5.366688731,5.998575143,5.482621161
AT5G28780,,245919_at,2.64487565,2.561660014,2.68629908,2.656620976,2.65488131,2.588457252,2.624072663,2.528433252,2.48197807,2.585513662,2.578424236,2.416586212
AT5G28810,,245922_at,2.570306739,2.378569361,2.439560581,2.520696553,2.377090741,2.46805168,2.452467796,2.402068716,2.507094986,2.413491914,2.452467796,2.405841267
AT5G28820,,245923_at,2.835153427,2.776393881,2.938549069,2.984919213,2.959060792,2.977962939,3.053477059,3.0818001,2.897402522,2.766783447,2.834157748,2.815923539
AT5G28840,GME,246051_at,8.960694482,9.003390629,9.203029819,9.151991435,9.066745348,9.031739483,8.927841563,9.13078963,9.101502065,9.183694472,9.172580312,9.055314717
AT5G28920,,246717_at,3.235605872,3.36206611,3.60116734,3.644476964,3.098740041,3.547800749,3.278230954,3.601225628,3.488617854,3.962557631,3.736526395,3.218823727
AT5G28950,,246720_at,2.785445632,2.776165399,2.674463562,2.674901634,2.65736346,2.58360022,2.63090663,2.615525405,2.686788428,2.642975173,2.752083044,2.751702593
AT5G29000,PHL1,246724_at,5.889433599,5.520738283,6.01546301,5.88079139,5.69030044,5.931333499,5.561262576,5.66720062,5.709120503,5.518654371,5.891274382,5.696364441
AT5G29050,,246726_at,2.797564415,2.586049353,2.647538524,2.717710888,2.679798124,2.687698422,2.607656879,2.693796987,2.661712341,2.711876372,2.554154513,2.719652519
AT5G29070,,246693_at,3.571390762,3.379189135,3.652445484,3.684944104,3.687741621,3.28761475,3.410613172,3.506808062,3.564782625,3.416666421,3.55467086,3.655344322
AT5G29210,,246697_at,3.393949675,3.283433728,3.456745253,3.277060837,3.371066275,3.294911893,3.432243387,3.308567704,3.293437288,3.301710554,3.293827097,3.291271187
AT5G30490,,246674_at,5.380073262,5.291146636,5.224334971,5.395384954,5.249082756,5.527020056,5.395749605,5.290373819,5.44688783,5.136902956,5.294324797,5.328374955
AT5G30500,GOLS10,246669_at,3.562078868,3.568529747,3.656690442,3.550515436,3.62241802,3.442837196,3.592362356,3.669003633,3.757942454,3.668481329,3.699836829,3.787115489
AT5G30510,RPS1,246673_at,10.48671819,10.4484671,10.63969916,10.75984253,10.71051681,10.50900075,10.41119498,10.67650153,10.54096545,10.54995012,10.76754246,10.60466593
AT5G30520,,246670_at,2.94249989,2.762300761,2.728491467,2.565822474,2.623873913,2.664030893,2.719190553,2.673607042,2.685395621,2.676300445,2.775426411,2.567704392
AT5G32440,,246171_at,7.831739986,7.867660625,8.245596361,8.225935628,7.95542296,8.137973677,8.044330764,7.949442812,7.818610884,7.696768681,7.968245075,7.832383318
AT5G32450,,246170_at,9.19649848,9.388123617,9.406158777,9.560212134,9.44972654,9.287375137,9.233137248,9.357258268,9.383962374,9.356389475,9.496601538,9.380865101
AT5G32460,,246168_at,2.891212626,2.918213789,2.658385647,2.732417371,2.688792379,2.818930638,2.948048701,2.984836162,2.871136644,2.855080429,2.518624304,2.771347695
AT5G32470,TH2,246169_at,7.199562579,6.988867083,6.94365592,7.0021389,6.947374684,7.099904293,7.188392379,7.074203422,6.892096312,7.000854008,7.076861826,6.965662166
AT5G32590,,246102_at,2.538591281,2.755013235,2.817180373,2.673029036,2.673377369,2.616801202,2.650093862,2.739519488,2.797205953,2.788780899,2.672225761,2.85690014
AT5G33280,CLC-G,246681_at,6.478466782,6.130527045,6.403197529,6.802462437,6.593736256,6.462692317,6.3483884,6.471473027,6.375011393,6.48913826,6.472414618,6.295139821
AT5G33290,XGD1,246682_at,6.645413056,6.736737608,6.454062314,6.456338436,6.621540197,6.936714064,6.695919649,6.55054961,6.557812042,6.74272569,6.318099148,6.488167902
AT5G33300,,246683_at,5.33423114,5.123522571,5.624869665,5.312983959,5.156940478,5.398753428,5.393148981,5.134398455,5.442677362,5.173702719,5.537899206,5.373861137
AT5G33340,CDR1,246684_at,2.95457894,2.856156463,2.935117789,2.916470294,2.830707174,2.67343356,2.932543993,2.971193628,2.961913355,2.894653083,2.922025324,2.8942371
AT5G33370,,246687_at,4.916150869,5.725504604,4.819415069,4.761397854,5.967194462,5.434345002,5.325093509,5.926482498,5.643160631,5.822449507,5.096497253,5.613699022
AT5G33390,,245717_at,4.543083178,4.622510936,4.540230421,4.448224298,4.490088565,4.105503102,4.323589671,4.260511179,4.267485202,4.56754081,4.453371997,4.515026137
AT5G34830,,246666_at,3.050144886,3.078799479,3.248602071,2.963012932,3.245728594,2.863242258,3.177652009,3.291756642,2.873040056,2.90211035,3.049182246,3.041072849
AT5G34850,PAP26,246636_at,9.615624165,9.84518456,9.677678492,9.820024474,9.884047042,9.710195344,9.733379752,9.881811104,9.712081781,9.764523102,9.741458806,9.711543818
AT5G34870,,246637_at,3.155519391,3.373724903,3.382615763,3.271987181,3.441060656,3.33536336,3.287696748,3.056515776,3.583234593,3.387702712,3.551381871,3.371039482
AT5G34930,,255859_at,6.58520821,6.515820428,6.575576257,6.534435763,6.530217012,6.621539236,6.632790917,6.6868745,6.68900729,6.43263358,6.451081929,6.694565198
AT5G34940,AtGUS3,255860_at,6.448308134,6.564813809,6.572796386,6.472192497,6.390838347,6.693843814,6.547214487,6.62757506,6.579098221,6.422161849,6.563055469,6.533518922
AT5G35050,,255987_s_at,3.007016843,2.695279164,2.605382254,2.760970544,2.773186419,2.585715185,2.739815748,2.471808354,2.586580511,2.762068896,2.551738461,2.682327815
AT5G35080,OS9,246645_at,7.158747791,7.137921794,7.223808187,7.180821873,7.056234272,7.105878565,7.166387489,7.178380542,6.867587864,7.19272576,7.031995631,7.017506715
AT5G35090,,246646_at,3.167238158,3.021086789,3.09858993,3.009743184,3.003971635,3.018497455,3.005014359,2.857012482,3.134764633,3.139460444,3.238386067,3.07035467
AT5G35100,,246644_at,7.785491957,7.79814567,7.589635285,7.861699185,7.974403882,7.718262315,7.674213663,7.775731181,7.792135336,7.796030598,7.713038999,7.735222061
AT5G35160,TMN11,246650_at,8.636984436,8.864533524,8.57646147,8.545642451,8.862048839,8.681000023,8.630299655,8.796160961,8.667689851,8.81168093,8.702533185,8.754561961
AT5G35170,,246651_at,6.481832323,6.558423145,6.942566247,7.103200894,6.778764235,6.306939264,6.13245446,6.644369394,6.526711887,6.643868971,6.691493886,6.417134124
AT5G35180,,246660_at,8.116173584,8.051725959,8.231320989,8.292308367,8.083614244,8.271950755,8.2436668,8.079340907,8.168213272,8.154656062,8.266858901,8.098597364
AT5G35190,,246652_at,4.556148278,5.294934959,3.797220887,3.671980782,4.591342768,4.154528638,5.009282838,4.851365294,5.208176686,4.95730443,3.784666526,5.175412995
AT5G35200,,246653_at,7.675974811,7.543396458,7.656276693,7.888247507,7.536590068,7.535146593,7.488588261,7.637463156,7.6180979,7.567503026,7.699385188,7.416318309
AT5G35230,,246655_at,2.830933428,2.980701887,2.846479999,2.820842951,3.023031909,2.906812035,2.993234481,3.006907962,3.064876535,3.014698678,3.220532029,2.798383121
AT5G35300,,246663_at,4.104893535,3.925321288,4.093809875,3.934755951,4.260298907,4.104893535,4.212251532,3.998884674,4.132796451,3.921027064,4.122488745,3.974080488
AT5G35320,,246612_at,6.444449963,6.466713841,6.578663428,6.44044101,6.368259553,6.40677836,6.469268335,6.381636984,6.710607889,6.25128536,6.399494673,6.60111402
AT5G35330,MBD2,246611_at,7.652720074,7.481828395,7.834165139,7.844413035,7.487797452,7.635753517,7.436562327,7.485426829,7.371130079,7.478819108,7.766767448,7.526264306
AT5G35360,CAC2,246613_at,10.32756621,10.35371142,10.36667425,10.38654563,10.27108173,10.14282974,10.39084836,10.37990449,10.36986078,10.27266939,10.38675116,10.35267474
AT5G35370,,246607_at,5.870906698,6.314856385,6.225462599,6.432255466,6.040396285,6.084947328,6.039152459,6.17192631,6.208674911,6.006932374,6.255117432,6.111475961
AT5G35380,,246608_at,3.206645305,3.10329909,3.040696345,3.26163226,3.069628768,3.295356334,2.892423131,3.143186269,3.117966022,3.201001095,3.191213922,2.89437257
AT5G35390,PRK1,246609_at,3.015427098,2.634181065,2.862271218,2.76688769,2.771394583,2.86411526,2.744133599,2.792438206,3.017595918,2.867652123,2.89994953,2.719652519
AT5G35400,,246610_at,4.641693914,4.777327392,4.724761676,4.878358889,5.031292072,4.601531824,4.82359348,4.700408562,4.687702094,4.872507553,4.67997283,4.866957213
AT5G35410,CIPK24,246614_at,4.528579545,4.216923287,4.4678176,4.336797053,4.465351192,4.539028777,4.251392697,4.342570306,4.362609678,4.394420944,4.390255659,4.041596527
AT5G35430,,249722_at,4.202248091,4.261258258,3.644368938,3.822361909,4.392640786,4.485667143,4.262656406,4.132040555,4.172775892,3.981853835,3.880564823,4.116309219
AT5G35430,,249723_at,7.33288345,7.390933512,7.178838639,7.149540885,7.25985953,6.956134526,7.29121123,7.31727505,7.227771389,7.313692759,7.264875325,7.310028042
AT5G35450,RPP8L3,249724_at,4.325766831,4.543646762,4.702334222,4.662342448,4.482601935,4.629047003,4.575060788,4.344431809,4.403558125,4.672562431,4.472049713,4.627716719
AT5G35460,,249701_at,7.833563259,7.953871836,7.60305081,7.427365447,7.68205671,8.110967567,7.943863125,7.639981407,7.713634608,7.876654768,7.575831173,7.616699769
AT5G35480,,249726_at,2.721382357,2.793317535,2.919883258,2.825870665,2.889227863,2.666317255,2.497323418,2.677637828,2.750692869,2.709325399,2.648331757,2.948423852
AT5G35490,ATMRU1,249727_at,3.622297969,4.69263599,5.076489115,5.142847265,4.954106255,3.758163647,3.714210252,4.935019884,4.583983108,4.630412177,4.678974445,4.681949423
AT5G35510,,249697_at,2.485950978,2.410472405,2.570712275,2.555861197,2.419860681,2.439182639,2.47008896,2.422241421,2.521356534,2.629904449,2.406810456,2.587656785
AT5G35530,RPS3C,249700_at,11.72976289,11.6128426,11.79114918,11.62594118,11.44013013,11.45871203,11.7266075,11.65007212,11.60338236,11.70323682,11.71473197,11.69207023
AT5G35540,,249699_at,2.999731623,2.724360148,2.784409669,2.898197287,2.685379282,2.56999822,2.717594383,2.828113215,2.793803828,2.819035586,2.948174481,2.781164227
AT5G35550,TT2,249704_at,3.461259473,3.177449946,3.181706394,3.205966894,2.981445166,3.062184548,3.368654482,3.164311238,3.265298678,3.246059742,3.349464551,3.270629243
AT5G35560,,249703_at,6.222213709,5.75206792,6.269077672,6.409127067,6.042051673,6.339348911,6.213596462,6.167085382,5.915950502,6.312827612,6.132822434,5.920154331
AT5G35570,,249702_at,4.917606817,5.262883851,4.925905299,5.049858366,5.181140565,5.07529862,5.261057706,5.261352921,5.594012962,5.249740467,5.259066288,5.266047165
AT5G35580,,249705_at,6.133624712,5.937228633,5.59556053,5.245387708,5.861587703,6.104096132,5.95128765,6.013882659,5.843921154,5.998934891,5.23835249,5.927905931
AT5G35600,HDA7,249706_at,3.17665978,3.017566737,2.989448823,2.936418135,2.936050735,2.802548619,2.893808218,2.809721724,2.909173303,2.984051541,2.960391409,3.074008835
AT5G35620,EIF(ISO)4E,249712_at,9.263201635,9.542697283,9.559320771,9.423562388,9.4238626,9.395593653,9.482297968,9.474270413,9.426108399,9.46464918,9.443447725,9.414888461
AT5G35630,GLN2,249710_at,11.26919437,11.54114219,11.29619997,11.49955906,11.58570494,11.40647161,11.31590455,11.43160926,11.47753436,11.592183,11.39201239,11.42682322
AT5G35640,,249707_at,3.729306923,3.880546337,3.722937105,3.541040589,3.782128181,3.59652509,3.580525262,3.829265569,3.482427873,3.720309991,3.693647583,3.64772874
AT5G35660,,249708_at,3.295574177,3.185846502,3.320181232,3.223896488,3.228574455,3.12481432,3.100638314,3.081977003,3.3337619,3.097658984,3.396879393,3.091999625
AT5G35670,iqd33,249709_at,5.390352802,4.375319245,5.213959851,5.014192736,4.561133197,5.107550447,4.686824145,4.43443411,4.830758462,4.610821111,5.207256443,4.320727212
AT5G35680,,249711_at,10.02015426,10.01701752,9.760789523,9.66247447,9.857867067,10.13016107,10.00531749,9.991815074,9.917348137,9.895730061,9.753890976,9.89190798
AT5G35700,FIM5,249720_at,6.731123713,7.02275761,6.825764377,6.937330868,6.880853576,6.733003385,6.986012282,7.002830099,7.048504943,6.914764828,6.772975084,6.930113518
AT5G35730,,249717_at,7.489753976,7.419603565,7.396935719,7.302392373,7.29379044,7.588348178,7.349493134,7.399761463,7.50010922,7.39992809,7.427073743,7.592820587
AT5G35735,,249719_at,9.869750593,9.914653482,8.442269733,8.48279717,9.779984463,9.735265233,9.634325881,9.766348015,9.802944206,9.857694261,8.675540188,9.680147906
AT5G35740,,249718_at,7.136285099,7.469687868,7.814531599,7.615331263,7.490575139,6.676835274,6.821849697,7.295994403,7.400631697,7.391359954,7.673979145,7.272363404
AT5G35750,AHK2,249693_at,5.319254836,5.434402693,6.098764944,6.295097318,5.864022767,5.380053082,5.672580333,5.903796999,5.533172914,5.846120741,5.937509216,5.214341616
AT5G35760,,249715_at,3.909351442,3.967857222,3.984354719,3.670315571,3.838840409,3.474975376,3.880499594,3.771565607,3.670078455,4.148332169,3.824126862,3.83780434
AT5G35770,SAP,249716_at,3.538339353,3.575327409,3.575539482,3.491951435,3.551595003,3.621339786,3.424554361,3.239095287,3.304628728,3.561274581,3.483708395,3.436084244
AT5G35790,APG1,249694_at,7.072430176,6.89802955,7.875455245,8.091284513,7.519374785,7.033538145,6.863862952,7.406452634,6.996057091,7.419728083,7.867799556,7.012233489
AT5G35830,,249665_at,3.218100896,3.19088456,3.257039666,3.199694514,3.272325799,3.180483848,3.100530944,3.385024567,3.14164183,3.272325799,3.370297284,3.084964792
AT5G35840,PHYC,249666_at,6.176053208,5.978618758,6.278010584,6.257253194,5.985727983,5.973403623,6.084109389,5.99998885,6.098531089,5.956025874,6.123810282,6.109492623
AT5G35870,,249668_at,3.095532333,3.010224446,3.264605839,3.016081419,3.044902674,3.154830327,3.112517948,3.074487202,2.959007067,2.962883795,3.053626683,2.948442882
AT5G35890,,249670_at,3.117364251,2.798607352,2.998639184,3.097453094,2.86430562,3.016591413,3.038717314,3.115115018,3.201182898,3.196086025,2.83696416,3.029547715
AT5G35900,LBD35,249671_at,3.315074535,3.129578796,2.985838751,3.423109657,3.127609477,3.019672501,3.055236948,3.123259158,3.113950468,3.068219403,3.202171434,3.149396568
AT5G35910,RRP6L2,249672_at,6.793876055,6.774708142,6.929213478,6.956515489,6.62428653,6.966992172,6.918270291,6.828926645,6.726608156,6.568155272,6.82894407,6.913181358
AT5G35920,CYP79A4P,249673_at,3.050144886,3.015624383,2.988757052,2.887914503,2.853766607,3.084917391,2.878492664,2.907097742,2.831331978,2.957606273,3.008106853,2.919776471
AT5G35930,,249674_at,5.194523503,5.047603901,5.403610289,5.427610833,5.21590934,5.163671019,5.139827978,5.164392588,5.21091238,5.21210272,5.336654946,5.02442926
AT5G35940,JAL41,249675_at,7.456386,7.730974246,8.031515482,7.890980335,7.71938364,7.175522464,7.576394922,7.93818575,7.737770499,7.936895735,7.85053959,7.772412315
AT5G35960,,249676_at,4.17514855,3.972695012,4.133797767,3.985747762,3.933113448,3.902415508,4.12686178,4.012608239,3.97976747,3.790180859,3.827898229,3.884173687
AT5G35970,,249677_at,6.942112693,7.34036936,7.718653211,7.923745473,7.531846645,6.886973969,6.899267572,7.504452809,7.278379313,7.519566329,7.71767635,7.324703783
AT5G35980,YAK1,249678_at,7.203746987,6.945398727,6.646969694,7.054507726,6.905417727,7.163799785,7.185735917,7.074124985,7.157466157,7.034593912,7.029705782,7.10826936
AT5G35980,YAK1,249679_at,8.090834648,7.879672324,8.054748233,8.007159861,7.951064277,7.900442294,8.00069349,7.960309468,7.990903641,8.045256768,8.024216763,8.00110463
AT5G36080,,249682_at,2.598626417,2.480094993,2.563691951,2.513026648,2.511621157,2.495582209,2.391830602,2.544828582,2.559993714,2.561579845,2.493997235,2.4071954
AT5G36120,CCB3,249685_at,5.654379304,5.799034307,5.683785326,5.728683726,6.167803674,5.391678455,5.544446951,5.83350426,5.70511807,5.755754755,5.689241505,5.591235486
AT5G36140,CYP716A2,249686_at,3.131181492,2.789575463,2.794903103,2.791858551,2.979985766,2.568325679,2.825449649,2.973117134,2.64340024,3.121871385,2.962042544,2.847064979
AT5G36150,PEN3,249687_at,3.360944708,3.044145679,3.221837136,3.069567779,3.369820143,3.010861173,3.135914617,3.17496573,3.130483366,3.182837978,3.145637908,3.089174966
AT5G36160,TAT,249688_at,7.977876402,8.291360029,8.113204685,8.266370149,8.348408533,8.251653011,8.013857323,8.204349793,8.236424143,8.235534199,8.232438653,8.162907558
AT5G36170,PRFB1,249691_at,7.437345769,7.471478296,7.789230729,8.092019139,7.793493102,7.605879603,7.432742433,7.52679619,7.589724285,7.814600309,7.750135495,7.536733044
AT5G36190,,249689_at,2.636197836,2.729148088,2.789387494,2.741708141,2.580964965,2.754021832,2.606857213,2.674692227,3.0312135,2.705578029,2.694848273,2.810459835
AT5G36210,,249690_at,7.652160473,7.599835656,7.620673879,7.71589778,7.594758156,7.794126198,7.590227646,7.764896695,7.711851301,7.718040966,7.829065223,7.798014546
AT5G36220,CYP81D1,246620_at,5.978138825,6.005646464,5.397973325,5.763049244,5.657907333,6.151182509,6.186811775,5.731569873,5.790553751,5.568906847,5.803015329,5.738314319
AT5G36230,,246621_at,10.247522,9.989179881,10.05930812,10.03238478,10.00377723,10.03417297,10.13543337,10.06073039,10.03358606,10.09108285,10.05422686,10.05861195
AT5G36250,,246622_at,6.367724106,6.306756166,6.100358524,6.407512215,6.608640992,6.594802899,6.604124482,6.408738307,6.258052534,6.490272954,6.291122822,6.264818957
AT5G36260,,246616_at,3.534946557,3.866088173,3.786338637,3.50552093,4.009126274,3.627102583,3.711574006,3.705934929,3.740864306,3.786441473,3.684963609,3.800327797
AT5G36280,,246618_at,3.144756681,3.057759399,2.889018986,3.156266156,3.063105863,2.888851281,3.065352279,2.910637337,2.925904566,2.949717193,2.969022763,2.939008658
AT5G36290,,246619_at,9.009963268,9.044732322,8.73228189,8.864924177,9.081310805,8.95778438,8.817669462,9.031107259,8.919826336,8.87087904,8.990912659,8.946649063
AT5G36870,CALS4,249635_at,3.95894242,3.83859163,3.806287712,3.996921774,4.018197643,3.736116512,3.903265697,3.954950624,3.897844154,4.000501932,3.912091562,3.957123003
AT5G36880,ACS,249638_at,8.894299344,8.879845602,8.78386347,8.966220576,8.855031527,9.048534908,8.91499913,8.978882438,8.885882988,8.881701839,8.878653136,8.867787016
AT5G36890,BGLU42,249636_at,7.484811001,7.356588866,7.535542634,7.409639037,7.38593879,7.440944031,7.579430875,7.361595228,7.39259278,7.455867961,7.481507626,7.47375214
AT5G36900,,249637_at,2.865543925,2.73739928,2.905728748,2.662906089,2.850866413,2.671751569,2.715358946,2.773222475,2.84934224,2.950434801,2.676008665,3.028462597
AT5G36910,THI2.2,249645_at,4.58407362,4.379621323,4.553267665,4.530836347,4.520415029,4.296659386,4.459465748,4.426990945,4.634024389,4.401235587,4.717411439,4.614404535
AT5G36930,,249639_at,3.692345681,3.699850452,3.886446804,4.254056882,3.941342321,4.09913136,3.749206944,3.815054124,3.620510397,3.969686574,3.772428394,3.922237141
AT5G36940,CAT3,249640_at,5.645511552,5.684948542,5.8278184,5.843765283,5.779086566,5.904805987,5.60437897,5.692807596,5.89496983,6.053873131,5.823703965,5.689794639
AT5G36950,DEGP10,249641_at,6.407906724,6.218281874,6.480614381,6.306314815,6.319773652,6.363875633,6.399340643,6.296842149,6.33366346,6.224579448,6.576148041,6.446484717
AT5G36960,,249642_at,4.008286528,3.903313026,3.627479181,3.706893073,3.591181863,4.039549766,3.9936005,3.693569641,3.73069676,3.70317615,3.635763436,3.952533861
AT5G37010,,249644_at,6.487936349,5.964239365,6.675623862,6.313515071,6.108774449,5.994492468,6.258704822,6.198236681,6.188915295,6.258868622,6.26906477,6.319702739
AT5G37020,ARF8,249651_at,5.646580926,5.95586716,6.031854375,6.264622018,5.773114675,5.771815231,5.813515627,5.954642779,5.961529718,6.078389204,6.145792286,5.861587703
AT5G37030,,249646_at,3.001051244,2.822839802,2.660987537,2.786408112,2.837971004,2.845919727,2.735504265,2.981724645,2.698352576,2.689649575,2.79428418,2.767552447
AT5G37040,,249647_at,4.262536623,3.869282242,3.939607966,3.960929092,3.932788355,3.992110542,4.188970078,3.933617927,4.121093614,3.666093973,3.927151141,4.094930068
AT5G37050,,249648_at,3.613660729,3.548480645,3.548144454,3.609066204,3.357626991,3.492513119,3.51180761,3.41544253,3.526333795,3.641970009,3.54941417,3.541664077
AT5G37055,SWC6,249650_at,4.692557497,4.561621595,5.172986877,4.877221869,4.611524617,5.141330827,4.859390839,4.854317696,4.940760622,4.954053978,4.823585018,4.843122644
AT5G37060,CHX24,249649_at,2.625623008,2.528585652,2.582197779,2.471723134,2.709404778,2.484519261,2.402485231,2.574738462,2.485613749,2.648476694,2.488388648,2.397909847
AT5G37070,,249652_at,7.121337043,7.171556027,6.909066647,7.110631999,7.047007009,7.523492724,7.1619609,7.022542422,7.204438262,6.922193548,7.02002806,6.850555175
AT5G37130,,249656_at,3.958377099,3.770478858,4.056097886,4.261338396,3.714122544,4.130238951,3.789858084,3.920489872,4.052293193,4.111828947,4.240373903,4.098582206
AT5G37140,,249657_at,2.721592615,2.568952036,2.756843985,2.713513213,2.641363835,2.715582551,2.702461686,2.691867214,2.574393363,2.708946313,2.865876535,2.613925945
AT5G37160,,249631_at,3.397690982,3.016770713,2.988328762,3.158207486,3.093812559,3.001416193,3.071359137,3.093812559,3.285934536,3.130485137,3.093479551,3.074277359
AT5G37170,,249632_at,3.487345124,3.216428472,3.329300227,3.296238094,3.443929448,3.103610564,3.283437777,3.405821214,3.288144448,3.42655313,3.302381076,3.071763794
AT5G37180,SUS5,249633_at,5.185658489,5.205760008,5.152263456,5.012401308,5.314788584,5.670168181,5.213478109,5.106822842,5.255547563,5.348077103,5.505586031,5.151851413
AT5G37210,,249603_at,2.971235597,3.174907024,3.110345419,3.117068329,3.098439608,3.036911234,3.126496204,3.073813029,2.998017482,2.988130688,3.103528709,3.133420882
AT5G37230,,249604_x_at,3.483099351,3.399658663,3.551081433,3.294265172,3.388494533,3.229554914,3.617110679,3.580807787,3.369584145,3.395134924,3.391892015,3.426978213
AT5G37260,RVE2,249606_at,4.288297851,4.077932996,5.127821197,5.346250603,4.491741539,4.604934637,3.974557649,4.227617124,3.784975811,4.389785018,4.885984178,4.064836597
AT5G37280,,249607_at,2.868504034,2.929175601,2.981232545,2.981232545,2.846953434,2.71223731,2.849850487,2.964109388,2.907396338,2.950232725,3.002184058,2.91240447
AT5G37290,,249612_at,5.010581088,5.120720259,5.60256092,5.295473073,5.371137322,5.478840029,5.168173672,5.218578106,5.165277936,4.993802801,5.436901733,4.948624432
AT5G37300,WSD1,249614_at,2.777602453,2.830728117,2.749565471,2.888386175,2.888776219,2.831991281,2.777189195,2.681106026,2.857266857,2.876829671,2.876463036,2.736209181
AT5G37310,TMN4,249608_at,7.337805646,7.620931473,7.452102506,7.442144946,7.574056554,7.310604776,7.3454358,7.639343272,7.494155725,7.63548017,7.438809368,7.485237895
AT5G37360,,249610_at,7.731485626,7.799378296,7.474814482,7.871189459,8.088354601,8.151079727,7.827477304,7.922367061,7.796470195,7.807841647,7.703316167,7.704480364
AT5G37370,SRL1,249611_at,6.355348557,6.41805089,6.755404297,6.552529437,6.398967652,6.634899027,6.470095911,6.246215682,6.323120559,6.532986762,6.551112851,6.460272447
AT5G37380,,249613_at,6.124007753,6.196678061,6.279737834,6.152333073,6.208535721,6.141195864,6.195139463,6.322690829,6.160373401,6.152343603,6.322881771,6.136415913
AT5G37420,,249615_x_at,3.361601242,3.35934104,2.977270846,3.122453308,3.205294637,3.172545825,3.209919838,3.404846967,2.997319199,3.176970857,3.118198142,3.1963059
AT5G37450,,249617_at,3.705484494,3.963896774,3.717240231,3.765392674,3.473405431,3.937418848,3.839914264,3.753822701,3.535018347,3.971789128,4.07943967,3.922400386
AT5G37480,,249625_at,7.168916335,7.107236735,6.872759609,6.920417988,6.741838331,7.24774264,7.139362063,6.597284026,6.962822166,6.7499851,6.480544687,6.863255907
AT5G37490,PUB21,249618_at,3.414060651,3.300435746,3.069701323,3.366514587,3.385459983,3.19582993,3.232820153,3.301726857,3.495754462,3.453243368,2.983263659,3.299269396
AT5G37500,GORK,249619_at,4.173641199,4.482027512,4.796802758,4.550859088,4.313975791,4.262235229,4.223737557,4.602367166,4.237883759,4.55384143,4.458693198,4.189009656
AT5G37510,EMB1467,249627_at,9.741987464,9.614996488,9.734212024,9.681018611,9.569189384,9.753135887,9.749051146,9.703882985,9.751541301,9.675708741,9.791934749,9.804046806
AT5G37520,,249620_at,3.168212637,2.929822308,3.088089126,3.157838337,3.456177957,3.009635891,3.206290926,2.994235424,2.907396338,3.356981446,3.19745801,3.270034565
AT5G37530,,249621_at,5.481630666,5.040584761,5.056887697,5.329180976,5.103386409,5.274519996,5.307781224,5.276163759,5.342247328,5.256133527,5.582172923,5.23553252
AT5G37540,,249626_at,7.300058222,7.394054833,6.164694649,6.463373307,7.160508665,8.02373462,7.688604505,7.281630544,7.170335321,7.272201641,6.390572033,7.203474733
AT5G37550,,249622_at,4.502200573,4.142388741,4.090304997,3.928324069,4.341402522,4.493418753,4.235840692,4.223088718,4.176420097,4.189890519,3.941051865,4.246425443
AT5G37560,,249623_at,2.81495005,2.696170368,2.734202266,2.691537314,2.681407586,2.903515422,2.866265832,2.784163843,2.825045082,2.86281466,2.653730403,2.800561351
AT5G37570,PCMP-E37,249624_at,4.239637115,3.894691501,3.836683723,3.765352603,3.779734951,4.152066736,4.32724096,3.915665555,3.723149577,3.657080125,4.076430606,3.962199342
AT5G37590,,249628_at,5.597314644,5.038578665,5.65351945,5.607709217,5.201716174,5.995867652,5.517960298,5.179686636,5.317963389,5.275267624,5.657817052,5.467832895
AT5G37590,,249629_at,4.888780725,4.512981764,4.272440263,4.781278093,4.659357615,4.778752029,4.668231077,4.486257996,4.558148045,4.490438325,4.465321031,4.50873632
AT5G37600,GLN1-1,249581_at,11.43811646,11.29509469,11.05792268,11.16712519,11.03358271,11.42029704,11.42472327,11.07816999,11.19242668,11.18539249,11.05058797,11.17160787
