#what,what,,,,,,,
#age,2 (week),,,,,,,
#organism part,aerial part,,,,,,,
#dose,20 micromolar,,,,,,,
#development stage,seedling,,,,,,,
#compound,,,DMSO,DMSO,t-zeatin,t-zeatin,DMSO,t-zeatin
Gene ID,Gene Name,DesignElementAccession,NASCArrays:Tab2MAGE:E-NASC-75.20.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.17.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.32.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.38.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.13.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.35.Hybridization
AT3G28170,,257069_at,3.977983414,3.91336766,3.9169405,3.804500395,3.968237816,3.551193476
AT3G28180,CSLC4,257071_at,10.16347238,10.11362894,9.394102493,9.747334354,10.22442482,9.954327319
AT3G28190,,257070_at,3.389820364,3.382269635,3.410304201,3.539211037,3.600452599,3.368301295
AT3G28200,PER31,256578_at,7.842373765,7.932686672,9.193544128,9.680204212,8.043227349,9.44578755
AT3G28210,SAP12,256576_at,4.167960679,4.525256464,4.163604486,4.329151201,4.54125587,4.510482422
AT3G28220,,256577_at,8.456061029,8.733020993,10.46710188,10.00209221,9.295282944,9.619394964
AT3G28230,,256630_at,3.927016777,3.938735857,3.781464408,3.77419524,3.79524973,3.84430656
AT3G28270,,256603_at,6.115498361,6.181551485,6.883208564,6.7770926,6.836101054,6.705821178
AT3G28280,,257576_at,3.908300607,4.012037963,4.072142247,3.884195546,3.862729971,3.779842828
AT3G28310,,256602_at,4.317511197,4.39317274,4.556183191,4.453994314,4.105257765,4.398685363
AT3G28320,,256631_at,4.706455532,4.514501574,4.709569732,4.451728324,4.729233508,4.616167044
AT3G28330,,256632_at,5.474137782,5.205139702,5.023410849,4.927876124,5.073431006,4.766934597
AT3G28340,GATL10,256633_at,6.025018879,5.721440854,5.489642733,5.798076069,6.135126355,5.928516449
AT3G28345,ABCB15,257899_at,3.566359085,3.628368484,3.656137024,3.563881243,3.580118426,3.491695707
AT3G28360,ABCB16,257872_at,3.643391223,3.661944738,3.449452578,3.370967011,3.521790309,3.518879504
AT3G28380,ABCB17,257873_at,3.823594352,3.673400059,3.71122951,3.604456277,3.772803147,3.720714472
AT3G28390,ABCB18,257842_at,3.993122541,4.170548214,4.0284923,4.010724048,3.888975938,3.973137421
AT3G28420,,257900_at,5.655369733,5.807141,5.782876638,5.992545851,5.815160313,5.820580034
AT3G28430,,257845_at,7.431670896,7.528854393,7.222872062,7.270850617,7.361120349,7.178186731
AT3G28450,BIR2,257902_at,7.826935974,7.836583054,7.937043781,7.848587717,7.686234303,8.125724385
AT3G28460,,257903_at,8.981213052,8.626986471,9.238836748,9.060203071,8.656032131,9.14711071
AT3G28470,MYB35,257904_at,3.855315181,3.760233494,3.668829646,3.601090591,3.563325112,3.424527844
AT3G28480,,257844_at,8.144747154,8.122316789,8.495395575,8.566188092,8.232978687,8.971717576
AT3G28490,P4H6,257870_at,3.745487342,3.689815096,3.82904038,3.673576836,3.742609952,3.639736054
AT3G28500,RPP2C,256597_at,7.049243072,6.864759587,6.677123853,6.768245692,6.649443049,6.827484272
AT3G28510,,256593_at,3.266875951,3.398315249,3.180879817,3.387276616,3.351684536,3.421593494
AT3G28520,,256594_at,3.701359738,3.674251359,3.741604747,3.721444591,3.838260983,3.545057564
AT3G28530,,256595_x_at,7.317580597,7.164493047,5.919047341,6.23057471,7.512007876,6.254800616
AT3G28540,,256596_at,6.134723386,6.169957747,6.197185533,5.961008466,6.227301016,6.218983344
AT3G28550,,257041_at,4.783421597,4.593453639,4.651144305,4.237329027,4.440686726,4.539349392
AT3G28560,,256987_at,3.52209878,3.562432836,3.565038075,3.679868934,3.589363538,3.628770667
AT3G28580,,256989_at,3.503336903,3.684414741,3.660667155,3.566277456,3.574789503,3.60137599
AT3G28590,,256990_at,7.199969117,7.042572163,7.083601964,7.132110964,7.178549844,6.931113429
AT3G28600,,256991_at,3.959864603,3.593211389,3.551170018,3.578329798,3.698596112,3.628544382
AT3G28610,,257564_at,3.934382273,4.04347609,3.89540151,3.797220677,3.780331788,3.670696343
AT3G28620,,257565_at,3.721620687,3.809768945,3.523839874,3.727195645,3.82011567,3.731634746
AT3G28630,,256992_at,5.209595055,5.4026926,5.291560729,5.271006003,5.088318564,5.178172163
AT3G28670,,256993_at,8.235837122,8.090629905,7.474954058,7.32129883,8.262743252,7.389324258
AT3G28680,,257015_at,5.454415985,5.557380603,5.642382307,5.402917249,5.408586993,5.507949272
AT3G28690,,257016_at,7.896658768,7.966475038,7.523131549,7.445714873,7.96200312,7.352652069
AT3G28700,,256986_at,7.006527274,7.032746819,6.951324875,6.948742232,6.745694952,6.90866162
AT3G28720,,256579_at,9.649335372,9.743887577,9.022748273,8.867541588,9.694851017,8.999083705
AT3G28730,SSRP1,256590_at,9.013263334,9.004777328,8.600240505,8.622480759,8.841031477,8.543381971
AT3G28740,CYP81D11,256589_at,4.506791391,4.401293307,4.674473085,4.574316065,4.5225057,4.384037555
AT3G28750,,256584_at,4.544386779,4.284884532,4.165415403,4.289300974,4.159037056,3.941944355
AT3G28760,,256585_at,7.35168042,7.318447292,8.133665909,7.989721811,7.128007175,7.940687404
AT3G28770,,256586_at,3.710832601,3.591490936,3.514930949,3.545706074,3.503774765,3.460651679
AT3G28780,,256587_at,4.482239971,4.423802782,4.332733762,4.076867867,4.231550211,4.089716482
AT3G28790,,256588_at,4.30902031,4.391056373,4.233988053,4.295579574,4.426359794,4.106777754
AT3G28830,,256581_at,4.538862078,4.276703997,4.116129635,3.958155825,4.202243816,4.191320311
AT3G28840,,256582_at,4.799865242,4.986282065,4.825656097,5.049078414,4.774071624,4.662062579
AT3G28850,,256583_at,7.09453629,7.274675268,6.138744812,6.118677133,7.067854398,6.18456055
AT3G28860,ABCB19,257137_at,9.706883513,9.805386298,9.40454357,9.575333901,9.625249869,9.387571064
AT3G28870,,257138_at,3.372569052,3.357966674,3.407255342,3.354495022,3.373027142,3.409288172
AT3G28890,AtRLP43,257139_at,3.831704516,3.775087782,3.80724239,3.742567206,3.944093924,3.775754512
AT3G28900,RPL34C,257141_at,11.16721558,10.8393692,11.3148914,11.49466438,10.93852305,11.30468313
AT3G28910,MYB30,257140_at,7.532345819,7.6262477,7.527713505,7.717578712,7.876696729,7.881881829
AT3G28920,ZHD9,256622_at,8.043037855,8.197071913,8.741593835,8.578083639,8.266319738,8.794759733
AT3G28930,AIG2A,258002_at,7.991652248,7.885541187,8.554375189,8.538568339,7.878109912,9.06146879
AT3G28940,AIG2B,258000_at,8.236310167,8.436437464,10.78448604,10.93599302,8.401525424,10.91770391
AT3G28950,AIG2C,258001_at,6.024437225,6.260672173,7.682070135,7.918147581,6.198825032,7.786826188
AT3G28960,AVT1I,257543_at,6.340573548,6.539671503,5.674565307,5.710795198,6.194114951,6.103608178
AT3G28970,AAR3,258057_at,9.156570924,9.239296297,8.234820343,8.304600581,9.209845529,8.398996246
AT3G28980,,258058_at,3.837014605,3.77205277,3.813499709,3.803732041,3.930760343,3.771188611
AT3G29010,,258056_at,7.115488351,7.136082525,6.430095908,6.416176773,7.369230104,6.363211012
AT3G29020,MYB110,258004_at,3.927179048,3.87728967,3.819259239,3.86912482,3.745268194,4.061943301
AT3G29030,EXPA5,258003_at,7.61494484,7.79619354,10.3464733,10.58464418,7.858228027,10.25821651
AT3G29035,NAC59,258059_at,5.342053114,5.138050721,4.654231037,4.545840347,4.975357828,4.304409086
AT3G29060,PHO1-H9,257106_at,5.177398493,5.14625145,4.822729209,4.630675881,5.19711205,4.819844749
AT3G29070,,257107_at,4.18887869,3.897753403,3.919581855,3.89563152,4.077215635,3.891695468
AT3G29075,,258245_at,6.74536933,6.806875741,7.396645293,7.939494909,6.724264727,7.821401166
AT3G29080,,258190_at,3.917629199,3.934077515,3.877370524,3.891729771,3.939520309,3.895187359
AT3G29090,PME31,258193_at,8.683157251,8.659196643,8.075559798,8.366833053,8.577804061,8.058929074
AT3G29100,VTI13,258191_at,4.599386128,4.930423411,4.719853335,4.504369774,4.804179125,4.26255234
AT3G29110,TPS16,258192_at,4.240403838,4.175081532,4.112320817,4.131711876,4.247441902,4.171491568
AT3G29130,,258247_at,6.090622332,6.189201224,5.808476488,5.547655823,6.266117655,5.736952059
AT3G29140,,258248_at,5.460985582,5.523699044,5.098331747,5.199636758,5.425796942,5.003140459
AT3G29160,KIN11,258221_at,9.11424692,9.246263294,8.609743891,8.688455297,9.251024045,8.478778703
AT3G29170,,258194_at,7.862678269,8.098598857,7.703315608,7.960252346,8.545752364,7.923857669
AT3G29180,,256747_at,8.958999943,8.865050105,8.670513703,8.857392427,9.178481912,8.757076515
AT3G29185,,257773_at,9.802249304,9.643421236,9.810029194,9.651667373,9.833952104,9.469027287
AT3G29190,TPS15,257776_at,5.197006544,5.207043555,4.926340681,4.703234246,4.638808371,4.742917579
AT3G29200,CM1,257746_at,7.610608122,7.312526765,8.153353917,8.121784994,7.376470508,8.133402264
AT3G29230,PCMP-E27,257744_at,8.767374866,8.936494904,8.674113828,8.350686505,8.861364961,8.365017656
AT3G29240,,257745_at,10.48011368,10.57442196,10.42205647,10.31605754,10.60283846,10.26224104
AT3G29250,SDR4,257774_at,4.404023033,4.462558903,4.560859638,4.639331783,4.410604737,5.108232768
AT3G29260,SDR5,257775_at,4.616966876,4.356113268,4.316342475,4.288995568,4.443975986,4.381281568
AT3G29270,,256611_at,6.940889732,6.893166907,7.509688006,7.542228885,6.892341583,7.336777653
AT3G29280,,256612_at,7.717072246,7.894290882,7.694871689,7.750921583,7.884652791,7.642986805
AT3G29290,EMB2076,256613_at,8.156906066,8.323387239,7.301829346,7.282309782,8.474334368,7.282880748
AT3G29300,,256614_at,3.760701369,3.746967833,3.881184376,3.813782996,3.773509176,3.863608391
AT3G29310,BAG1,256764_at,5.421653518,5.60821645,5.968494442,6.337889822,5.987850143,6.034089846
AT3G29320,PHS1,256746_at,10.1710875,10.31633737,9.942492721,9.90627972,10.07963735,10.01841221
AT3G29330,,256740_at,5.891739018,5.692710309,5.633214218,5.669764169,5.700976578,5.615022181
AT3G29350,AHP2,256744_at,8.040173773,8.123021472,8.601661666,8.703522639,8.03746866,8.578774742
AT3G29360,UGD2,256745_at,10.27088421,10.41190647,10.52942674,10.82649677,10.40043714,10.7649461
AT3G29370,,256743_at,4.059096587,4.244110783,4.084134998,4.221152002,4.17485976,4.13354649
AT3G29375,,256741_at,6.824578982,6.964186063,6.987823804,7.120987763,6.987773481,6.923235356
AT3G29380,PBRP2,256742_at,4.20801126,4.192406526,4.112575453,4.086980245,4.083934491,4.005722266
AT3G29390,RIK,256734_at,6.550266745,6.484944138,6.833928958,6.761648042,6.339794369,6.533442108
AT3G29400,ATEXO70E1,256735_at,6.949257738,6.82912726,6.977937221,7.214316091,6.873031826,7.066146551
AT3G29410,TPS25,256736_at,5.050005105,5.224315739,4.292485602,4.474524256,4.993399222,4.187480727
AT3G29430,,256738_at,4.171336494,3.970952976,4.134760446,4.072883358,4.172884468,4.032991401
AT3G29570,,255722_at,3.54766994,3.752270608,3.364899202,3.436499709,3.486858998,3.363437201
AT3G29575,AFP3,255723_at,6.521316533,6.721053516,7.212267349,6.866864717,6.835881767,6.903538797
AT3G29590,5MAT,256924_at,5.479342265,5.341230101,7.344352824,6.575012385,5.433257288,6.665693337
AT3G29630,UGT79B4,256953_at,4.344339116,4.186573403,4.072141196,4.206433592,4.314499264,4.008342941
AT3G29635,,256923_at,4.361211963,4.448215249,4.565137165,4.345366392,4.193194447,4.448712167
AT3G29670,PMAT2,257288_at,6.050704895,6.257398452,6.696103053,6.766705685,5.919420903,6.573789154
AT3G29690,,257289_at,4.271078288,4.188696121,4.207539374,4.128930882,4.246271053,4.058724798
AT3G29750,,257283_at,3.89872063,3.811479592,3.746377929,3.79568536,3.81864239,3.712602535
AT3G29760,,257285_at,6.833814743,6.876132304,7.277516947,7.172454026,6.89156066,7.219966446
AT3G29770,MES11,256564_at,6.252850548,6.078275406,6.131862206,6.422995129,6.165605659,6.245485904
AT3G29780,RALFL27,256563_at,3.842432214,3.881310938,3.834344289,3.946252412,3.918174276,3.821345418
AT3G29791,,245223_at,4.052027446,3.801882855,3.745597612,3.757219493,3.715355998,3.562246199
AT3G29796,,245224_at,5.132315078,4.997125476,5.132315078,5.084607117,5.228019744,4.914624477
AT3G29800,,245225_at,4.952924237,4.769523619,4.806617472,4.786981455,4.507117465,4.745154656
AT3G29810,COBL2,245228_at,6.141352625,6.578229191,5.990125952,6.387050008,6.101256162,6.316493925
AT3G29970,,245226_at,4.085571632,4.34197659,4.178982057,4.214713173,3.980497959,4.25816027
AT3G30160,,257578_x_at,5.190666447,5.044098443,5.599571213,5.506122998,5.045890323,5.638511644
AT3G30180,CYP85A2,256598_at,6.970493194,6.854672524,7.424417213,7.031924853,6.530609713,7.079424087
AT3G30210,ATMYB121,257307_at,4.980352271,5.018288652,4.963177161,4.86773131,5.064773814,4.688003844
AT3G30220,,257302_at,4.180315067,4.512164211,4.553865947,4.233181498,4.146998073,4.204724225
AT3G30230,,257303_at,4.227485169,4.098754853,4.159896243,4.081088071,3.935256027,4.065699407
AT3G30260,AGL79,256703_at,3.765290424,3.726339976,3.620113248,3.572789887,3.561105344,3.512658178
AT3G30260,AGL79,256730_at,3.739262408,3.800753714,3.665154851,3.760572104,3.726535028,3.523648846
AT3G30280,,256704_at,5.18593371,4.93533304,4.711623311,4.918623912,4.685903153,4.787512389
AT3G30290,CYP702A8,256705_at,3.898712188,4.026661984,4.019958435,3.934715355,3.941815017,3.945600102
AT3G30300,,256706_at,8.836569683,8.998509274,8.539862039,8.721796091,9.245827898,8.534782368
AT3G30320,,256708_at,3.84173695,3.838853397,3.67644686,3.747431462,3.6657795,3.754443331
AT3G30340,,256731_at,6.271726409,6.567911604,6.521728656,6.445093223,6.420572634,6.405773179
AT3G30350,RGF4,256710_at,4.184406035,4.046655502,4.021968826,4.261181008,4.026283593,4.229384709
AT3G30370,,256733_at,3.997506605,4.040622467,3.883420307,3.860287254,4.164125212,3.762027116
AT3G30380,,256702_at,4.063232087,4.202118164,4.423615241,4.689120794,4.428712247,4.394391366
AT3G30390,AVT6A,256711_at,11.05251309,11.1345306,10.96070966,10.79602128,10.86883127,10.91797298
AT3G30460,,257081_at,6.302149845,6.010212301,5.772441833,5.761471624,6.29559011,5.72170082
AT3G30530,ATBZIP42,258306_at,4.371730093,4.202531534,4.583510242,4.465650869,4.26362834,4.417893245
AT3G30720,QQS,256940_at,6.994222756,7.166543289,6.560990973,6.509713486,6.72519409,6.718805464
AT3G30730,,256571_at,3.644926565,3.486248659,3.642883093,3.631411077,3.552362252,3.760063606
AT3G30775,POX1,257315_at,10.38576311,10.79015017,9.876456458,10.46718647,10.8402625,10.468798
AT3G30820,,257096_at,3.983873568,4.209444532,4.020326638,4.06764395,3.913447765,4.290014099
AT3G30840,,256608_at,3.564279416,3.54816325,3.606452664,3.666851689,3.673663664,3.53236468
AT3G30845,,256610_at,3.343496583,3.362164968,3.353227054,3.424017329,3.399914398,3.463461351
AT3G31350,,256552_at,4.543612949,4.690143236,4.565700248,4.438846472,4.358094517,4.538206696
AT3G31430,,256003_at,4.534029017,4.503767682,4.416172288,4.310707881,4.133252134,4.297193547
AT3G31900,,263531_s_at,3.846117649,3.703553039,3.666756319,3.653632042,3.880395202,3.821039657
AT3G31910,,256591_at,4.115173241,3.983482593,3.996476068,3.768471835,3.89243026,3.774924988
AT3G32030,TPS30,256560_s_at,3.775246134,4.154062104,3.971384603,3.795005635,3.86268716,3.689874819
AT3G32040,,256684_at,4.185983598,4.069063482,4.166958124,4.002252121,4.200950092,4.077834947
AT3G32050,,256692_at,4.924761964,4.7480359,4.679358028,4.749287634,4.654913216,4.548626368
AT3G32090,,256695_at,4.471523846,4.297511921,4.119765602,4.12578991,4.017342299,4.1774684
AT3G32130,,256688_at,3.698674948,3.64027304,3.806711589,3.713362078,3.702555466,3.645187423
AT3G32150,,256689_at,4.542291517,4.494320787,4.713064892,4.333313212,4.376919833,4.523792009
AT3G32160,,256690_at,4.21014693,4.422413804,4.463031806,4.267605665,4.293259806,4.319211526
AT3G32180,,256667_at,4.501944614,4.41542372,4.562390408,4.67774686,4.549989468,4.462070823
AT3G32190,,256668_at,4.818139072,5.088328583,4.843413355,4.816970817,4.961085815,4.828038077
AT3G32200,,256669_s_at,3.784453364,3.797302809,3.792002358,3.775152736,3.810621675,3.680465928
AT3G32260,,256640_at,4.185796403,4.226897673,4.068534376,4.295404238,4.279563873,4.106289141
AT3G32280,,256642_at,3.305686419,3.291611266,3.234292571,3.233823537,3.28255133,3.301744908
AT3G32400,FH17,255973_at,6.355693729,6.370484009,5.527080112,5.505186429,6.185621823,5.254323436
AT3G32930,,256607_at,8.143059189,8.042103229,10.89663398,10.60486824,7.970294002,10.82008537
AT3G32940,,256605_at,7.174139015,7.214442972,7.042810519,7.005670107,7.244727982,6.915817704
AT3G32960,,256606_at,3.881869054,3.928133412,4.014229032,3.817769861,3.779980062,3.757510084
AT3G33520,ARP6,259242_at,8.728230581,8.608149283,8.378714364,8.55250398,8.725340774,8.45815724
AT3G33530,,259241_at,8.535336075,8.442623464,8.166353267,8.227009022,8.285203241,8.067687274
AT3G42050,VHA-H,252845_at,10.46496842,10.34538066,10.84298834,10.83252517,10.21274425,10.90266542
AT3G42060,,252835_at,4.194745707,4.288857378,4.29322066,4.279017334,4.120564995,4.363016594
AT3G42130,,252843_at,4.495690617,4.456202404,4.307922174,4.545459444,4.7371651,4.319211526
AT3G42140,,252844_at,6.751977479,6.569661394,6.496887289,6.439215487,6.542767191,6.396131475
AT3G42160,,252846_at,4.115598837,4.248080961,4.005041141,4.112941926,4.075723907,4.269732873
AT3G42170,HAT,252847_at,7.843189945,7.758794725,8.499146291,8.175030913,7.746445957,8.441021983
AT3G42310,,252798_at,3.482436895,3.558379639,3.748899059,3.595354067,3.6876798,3.803015252
AT3G42390,,252806_at,4.157672077,4.030090849,3.988852611,3.872012545,3.970633391,3.845867556
AT3G42550,,252816_at,4.650754683,4.489242877,4.469395237,4.38607427,4.529036425,4.367166958
AT3G42630,,252759_at,6.855344429,7.156893148,7.230159276,7.327038068,7.207963878,7.233911
AT3G42640,AHA8,252820_at,7.01133938,6.922287318,6.040038328,6.264520872,6.970736327,6.076994889
AT3G42660,,252785_at,7.366408453,7.460482342,7.538336991,7.419174553,7.390906186,7.115655272
AT3G42670,CHR38,252786_at,6.964101108,6.708018599,6.25716934,6.111110634,6.818087016,6.224547347
AT3G42725,,252763_at,4.274160036,4.172143892,4.617890085,4.426263939,4.409078982,4.555106079
AT3G42770,,252761_at,5.743247429,5.460000649,5.295666291,5.004191935,5.195582869,5.312765793
AT3G42780,,252762_at,4.019445964,4.32402315,4.074576569,3.949979064,4.132373262,3.895249988
AT3G42790,AL3,252764_at,8.332606838,8.553569791,9.544244661,9.53721243,8.514568641,9.582224938
AT3G42800,,252765_at,4.442974822,4.337538887,3.883813229,4.103013753,4.464153413,3.762083431
AT3G42830,RBX1B,252767_at,4.644715614,4.55728159,4.408001508,4.367510161,4.54251116,4.25714723
AT3G42850,,252769_at,5.789312754,5.850965012,5.561219416,5.59931016,5.608418977,5.55915441
AT3G42860,,252770_at,4.210157007,4.208970742,4.658908391,4.76119055,4.381249852,5.022503477
AT3G42880,PRK3,252771_at,5.233992969,5.25884348,5.020609125,4.8901955,5.137331752,5.202775082
AT3G42940,,252776_at,4.37945188,4.249658473,4.016384018,4.124450961,4.245714654,4.275248052
AT3G42950,,252781_at,6.688320154,6.529959172,6.814708318,6.917766476,6.376376555,6.855397287
AT3G42960,TA1,252780_at,4.522584342,4.39575635,4.35318101,4.31585136,4.361509074,4.107119324
AT3G42990,,252779_at,3.686772615,3.761739873,3.56797037,3.737632442,3.685896113,3.604966496
AT3G43110,,252730_at,4.717053663,4.858175199,4.790772852,4.819757546,4.847138343,4.996617279
AT3G43120,,252733_at,3.736035852,3.630248733,3.638297733,3.599918191,3.833038038,3.495242836
AT3G43150,,246341_x_at,4.251791182,4.390839465,4.326602799,4.23219775,4.527080248,4.210319254
AT3G43160,MEE38,252734_at,4.615130552,4.650091968,4.461711974,4.573076601,4.418436514,4.467602277
AT3G43170,,252735_at,4.221814228,3.93998881,4.268106263,4.222043094,4.127977741,3.910854219
AT3G43190,SUS4,252746_at,6.016824082,6.257744714,5.359076162,5.325789363,6.02842476,5.192941907
AT3G43210,KIN7B,252736_at,6.100526518,5.981074136,6.394556935,6.240564372,6.04019211,6.04429453
AT3G43220,SAC3,252737_at,8.243621845,8.164877156,7.449682898,7.452509548,8.178393361,7.606528125
AT3G43230,,252745_at,8.202122581,8.084094906,7.935192604,8.026429773,8.220521314,7.978641645
AT3G43240,ARID4,252738_at,8.670997169,8.659559767,7.668488267,7.611151296,8.666883464,7.595966524
AT3G43250,,252739_at,3.555065181,3.727058184,3.631601454,3.673172939,3.482609645,3.669689287
AT3G43270,PME32,252740_at,7.637161896,8.06519147,7.377084676,7.753121399,8.102607392,7.814151765
AT3G43280,,252741_at,4.47166963,4.171836058,4.277861993,4.331500784,4.210451418,4.227005941
AT3G43290,,252742_at,5.210231442,5.107767892,5.199765014,5.330935731,5.223819247,5.404144075
AT3G43300,ATMIN7,252743_at,8.879917936,8.71057468,8.322493481,8.357290116,8.675147074,8.336199034
AT3G43420,,252750_at,3.703787404,3.616577016,3.60358578,3.504499174,3.714437028,3.570417965
AT3G43430,,252751_at,4.620818369,4.874539548,5.656223074,5.476784127,5.056888627,5.453686597
AT3G43500,,252753_at,4.053494465,3.872059886,3.882927676,3.906080732,3.751008117,3.890182338
AT3G43520,FAX2,252723_at,10.84048678,10.63208104,10.38670381,10.37274529,10.67637558,10.48309505
AT3G43540,,252724_at,8.421967206,8.478453434,9.177226506,9.222093391,8.391573451,9.053635489
AT3G43590,,246328_at,7.875275994,7.741552319,8.306055612,8.239013261,7.653535116,8.221099535
AT3G43600,AAO2,246330_at,8.868098619,8.859424533,8.139658051,8.093639615,8.582875629,8.204033481
AT3G43610,,246329_at,8.190145269,8.067290661,7.521008192,7.820491875,8.286840087,7.800049286
AT3G43630,,252694_at,5.433591002,5.314216739,5.169349183,4.945194471,5.084021972,4.936133128
AT3G43660,,252697_at,5.294740944,5.436335956,5.223606515,5.068894722,5.474879533,5.178653238
AT3G43670,,252698_at,7.164429372,6.44320331,5.747216628,5.785113228,6.142704874,5.844713804
AT3G43700,BPM6,252701_at,6.148864671,6.039910371,6.348204626,6.159766048,6.058813226,6.211766068
AT3G43720,LTPG2,252711_at,10.53669882,10.72640856,11.05993965,11.19130512,11.0476895,11.09978078
AT3G43740,,252703_at,7.633669791,7.616368198,7.903014826,8.198480364,7.705706612,8.124660995
AT3G43750,,252704_at,3.681712756,3.842035943,3.781639939,3.795521271,3.926108914,3.72523717
AT3G43790,ZIFL2,252707_at,7.072664067,7.023832431,6.223544349,6.114446202,6.941722249,6.264376746
AT3G43800,GSTU27,252712_at,10.32586561,10.30190855,9.818090667,9.612068851,10.32880773,9.683689204
AT3G43810,CAM7,252713_at,9.50976621,9.510156403,10.27753897,10.18368167,9.680134386,10.29509294
AT3G43840,,252709_at,3.926256568,3.882119278,3.701936961,3.818052747,3.8873713,3.76559044
AT3G43860,AtGH9A4,252710_at,4.138805699,3.975931351,3.958456449,4.117525628,4.04276301,3.974854812
AT3G43880,,252714_x_at,3.592442204,3.711316345,3.518388846,3.516059106,3.689700887,3.58559088
AT3G43920,DCL3,252716_at,6.956422803,6.820786755,6.041224863,6.06017808,7.035382945,5.954618532
AT3G43930,,252717_at,3.687464496,3.669337678,3.713157952,3.690975724,3.734905112,3.677783087
AT3G43940,,252718_at,4.188208248,3.981293724,3.971799565,3.757607886,4.073439045,3.830241834
AT3G43950,,252719_at,3.737929853,3.9152684,3.781464408,3.729480805,3.64827827,4.089130981
AT3G43960,RDL3,252692_at,7.429547385,7.749550319,6.598408563,6.78633039,7.982564871,6.708346681
AT3G43970,,252720_at,4.332909777,4.067748957,4.102687565,3.946932559,4.084580803,4.026001977
AT3G43990,,252721_at,3.796612416,3.798817908,3.788446633,3.770392705,3.744498096,3.650119681
AT3G44020,,252688_at,7.179396205,7.270978924,7.286825996,7.175090826,7.36879371,7.192285801
AT3G44050,KIN12E,252691_at,6.431419785,6.180033634,6.332661318,6.241552449,6.273627952,6.109866857
AT3G44070,,252663_at,5.36544819,5.269454002,5.348548642,4.922821204,5.134371887,5.098485792
AT3G44080,,252664_at,3.532627307,3.674190886,3.51869737,3.784273102,3.576692675,3.694881879
AT3G44100,,252669_at,8.89173356,8.743142791,10.29896708,9.955048375,8.976222043,10.07654051
AT3G44110,ATJ3,252670_at,10.94240795,11.20999244,11.23369881,11.18628084,11.0104577,11.17760532
AT3G44140,,252665_at,7.921954424,7.766047729,7.777627735,7.592267641,7.559265814,7.652875287
AT3G44180,,252666_at,4.253481558,4.034776343,3.944352737,4.038073083,3.982586404,4.011804166
AT3G44190,,252671_at,8.158916336,8.319205822,8.584345249,8.714768942,8.579136413,8.857881871
AT3G44200,NEK5,252667_at,7.419191568,7.357506756,6.992164031,7.040052883,7.435676085,6.888922445
AT3G44210,,252668_at,3.555049639,3.628524051,3.553545365,3.488205744,3.695106949,3.424276499
AT3G44230,,252672_at,4.053778499,4.094402183,4.130602775,4.035665888,3.95248061,3.982729364
AT3G44240,CAF1-8,252673_at,3.852425536,3.92034995,3.884346581,3.908887406,3.691079853,3.718465122
AT3G44250,CYP71B38,252674_at,4.438269305,4.514712378,4.538148369,4.39134684,4.614838805,4.323654238
AT3G44260,CAF1-9,252679_at,7.440924887,7.386723375,8.201943545,8.634427448,7.710960401,8.541170861
AT3G44280,,252676_at,7.731265085,7.664538239,7.803895797,7.867128953,7.989079155,7.832730972
AT3G44320,NIT3,252677_at,6.309639226,6.680618809,6.857926072,7.231710103,6.623175802,7.457993821
AT3G44330,,252680_at,9.475493817,9.291937365,8.750715054,8.628826556,9.332269855,8.69560411
AT3G44340,CEF,252662_at,8.297276482,8.286766203,8.586572039,8.694218427,8.336013894,8.645813439
AT3G44350,anac061,252681_at,4.336869359,4.32562189,4.221490588,4.059691554,4.541023007,4.102727344
AT3G44370,ALB3L3,252682_at,4.734101655,4.951407527,5.154676487,4.876148796,4.651572389,4.967283691
AT3G44380,,252683_at,6.414514675,6.525698658,8.135164153,7.936875364,6.47408453,7.865813631
AT3G44400,,252684_at,3.729339817,3.798989626,3.863600431,3.995639491,4.093528215,4.31495763
AT3G44430,,252659_at,7.278745309,7.059516491,7.86292328,7.995733677,7.009319052,7.824342796
AT3G44440,,252660_at,4.226041707,4.225980823,4.231106456,4.070777572,4.377261318,4.133982922
AT3G44450,BIC2,252661_at,8.733634283,8.479669298,8.943485755,8.703527154,8.745047836,8.528929058
AT3G44460,DPBF2,252645_at,3.622064505,3.531365982,3.679464793,3.748795524,3.689987987,3.63027308
AT3G44510,,252635_at,4.729749366,5.055085739,4.581021613,4.650484035,4.611756235,4.497178242
AT3G44510,,252636_at,3.882500571,3.750641479,3.824726357,3.896011557,3.842438894,3.827452008
AT3G44530,HIRA,252637_at,6.520481867,6.790304854,6.774898666,6.630119483,6.696813827,6.55286008
AT3G44540,FAR4,252638_at,3.978499897,4.100263952,3.978084581,3.953620675,3.969706543,3.950786067
AT3G44550,FAR5,252639_at,3.893411486,3.729136274,3.876720681,4.046252035,3.610096442,4.113419079
AT3G44560,FAR8,252640_at,3.930349412,3.818373478,3.718899552,3.602213335,4.050533375,3.580789043
AT3G44570,,252641_at,3.677503567,3.708943692,3.743509061,3.643087793,3.695791488,3.667730197
