#what,what,,,,,,,
#age,2 (week),,,,,,,
#organism part,aerial part,,,,,,,
#dose,20 micromolar,,,,,,,
#development stage,seedling,,,,,,,
#compound,,,DMSO,DMSO,t-zeatin,t-zeatin,DMSO,t-zeatin
Gene ID,Gene Name,DesignElementAccession,NASCArrays:Tab2MAGE:E-NASC-75.20.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.17.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.32.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.38.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.13.Hybridization,NASCArrays:Tab2MAGE:E-NASC-75.35.Hybridization
AT2G02170,,266117_at,6.937335451,7.033143524,7.052054398,6.879555903,7.569241008,7.105062493
AT2G02180,TOM3,266116_at,7.666853453,7.928561543,8.293369017,8.490554592,7.992466821,8.553009017
AT2G02220,PSKR1,266231_at,7.063784422,7.259256299,6.246906043,6.739027004,7.381419596,6.879892546
AT2G02230,PP2B1,266203_at,6.473830191,6.489897008,6.720184839,6.859054343,6.451704298,6.966683218
AT2G02250,PP2B2,266176_at,4.48040379,4.275259415,4.167102999,4.197805084,4.438382715,4.310697816
AT2G02280,PP2B4,266178_at,3.56884254,3.617393842,3.538972247,3.434400383,3.440598966,3.421347045
AT2G02300,PP2B5,266179_at,3.680931764,4.122929857,3.669362589,3.671942228,3.729796422,3.622483914
AT2G02310,PP2B6,266232_at,3.64866858,3.733699096,3.664964139,3.587114039,3.553478396,3.520034616
AT2G02340,PP2B8,266233_at,3.799755007,3.508107591,3.553904541,3.664048382,3.749538883,3.573542646
AT2G02350,SKIP3,266234_at,5.142306573,5.350644104,4.957137905,4.713226152,5.279921485,4.995606978
AT2G02360,PP2B10,266235_at,6.060206965,6.016912131,6.123126944,6.185512994,6.228969855,6.518398667
AT2G02370,,266182_at,6.876026985,7.061047742,6.166358375,6.479346928,7.035869295,6.444848101
AT2G02380,GSTZ2,266236_at,4.800537129,4.930869792,4.952734383,4.673300864,4.757273615,4.904382831
AT2G02390,ATGSTZ1,266181_at,7.906500347,7.99301692,8.836716158,8.692637951,7.917025932,9.010161323
AT2G02400,,266202_at,7.369936498,7.593969268,7.989028271,7.998242404,7.703111487,8.000265605
AT2G02410,,266173_at,5.244239105,5.248178275,5.100937075,5.0705681,5.330037554,4.785540767
AT2G02410,,266204_at,5.722886357,5.511044667,5.820106063,6.107766209,5.518305657,6.076727243
AT2G02440,,266174_at,5.258025533,5.140403633,5.137305121,4.960179041,5.199430714,4.902359613
AT2G02450,NAC035,266175_at,7.569557488,7.792643317,7.246126761,7.627186617,7.730316671,7.648976818
AT2G02470,AL6,266180_at,7.912940482,7.879087414,7.761548191,7.715060761,7.92199922,7.6695842
AT2G02480,STI,267221_at,7.124578348,6.887171381,6.542130366,6.693986111,7.096352909,6.602655713
AT2G02498,,267241_at,4.102336583,4.135515231,4.144352846,3.980579085,3.874206969,3.959709119
AT2G02500,ISPD,267220_at,9.643281813,9.635249696,9.957414504,10.0038756,9.718530193,9.929317484
AT2G02510,,267239_at,9.628522822,9.61887694,10.19875556,10.04584358,9.80067432,10.20947927
AT2G02515,,267218_at,4.869807029,4.654637247,4.708676345,4.379967126,4.545697658,4.373692102
AT2G02520,,267273_at,4.002826159,3.886006858,3.806061875,3.817618515,3.910511719,3.969270987
AT2G02540,ZHD3,267271_at,4.965545277,4.795705389,5.100268792,5.167336902,4.949660694,5.05940317
AT2G02550,,267270_at,4.219651934,4.146831291,4.432112043,4.183437437,4.053176674,4.190773873
AT2G02560,CAND1,267269_at,8.111738739,8.073828418,7.841508112,7.86108922,7.929111846,7.75670404
AT2G02570,,267268_at,8.39842434,8.521381694,7.220138076,7.38048529,8.483220885,7.221708971
AT2G02580,CYP71B9,267267_at,3.532627307,3.585920771,3.607270293,3.451768558,3.471816365,3.544375783
AT2G02590,,267219_at,7.978152207,7.477996693,7.808935694,7.670249408,7.564157468,7.546527266
AT2G02610,,267217_at,3.403062958,3.588216704,3.422681933,3.447602237,3.627493439,3.465669266
AT2G02620,,267216_at,4.016290622,4.155248043,3.961362177,3.885093847,4.057963882,3.873028124
AT2G02630,,267215_at,4.28420274,4.201945911,4.104753599,3.941170476,4.087152202,3.935072918
AT2G02640,,267245_at,3.418529483,3.318126964,3.450138505,3.349543789,3.313657376,3.377874965
AT2G02650,,267244_at,4.329820671,4.161247451,4.043041697,4.298884062,4.2499353,4.066641715
AT2G02660,,267243_at,3.443395442,3.441329663,3.411763108,3.393100703,3.382922738,3.401062926
AT2G02680,,267240_at,4.393518321,4.330025065,4.304541498,4.390368578,4.288885441,4.35519196
AT2G02690,,267479_at,4.28755331,4.086818335,3.942793126,3.945682252,3.963401712,4.021662214
AT2G02700,,267478_at,3.869347538,3.846241875,3.738567159,3.896132456,3.84383797,3.931125903
AT2G02710,TLP1,267477_at,7.809461453,8.122759123,6.936171182,7.246439503,8.172638594,7.146446268
AT2G02720,,267476_at,3.807069157,3.84969762,3.742942876,4.087120133,3.88016986,3.797606713
AT2G02730,,267475_at,4.607843956,4.601793846,5.127331405,4.804708004,4.616717395,5.105144907
AT2G02740,WHY3,267474_at,6.931077572,6.456479566,7.343920284,7.511082939,6.339958631,7.159789275
AT2G02750,PCMP-E22,267473_at,4.420898094,4.554977299,4.16483506,4.100268879,4.26161282,3.874421707
AT2G02760,UBC2,267484_at,12.05545592,12.24234542,10.9923694,11.16887712,12.0026501,11.132941
AT2G02780,,267481_at,7.25769945,7.100870913,6.990867294,7.002690904,7.611415776,6.769085899
AT2G02800,PBL3,267486_at,9.759300307,9.914498756,9.474164752,9.599877247,9.700819057,9.72058392
AT2G02810,UTR1,267483_at,7.116925941,7.194131119,7.24833176,7.362078214,7.075861083,7.258712616
AT2G02820,MYB88,267485_at,4.042520815,3.845092067,3.92912184,3.999213329,4.17543574,3.844780248
AT2G02850,ARPN,267472_at,6.031996247,6.038845336,6.182001055,6.255989373,5.731749587,6.100692597
AT2G02860,SUC3,266792_at,7.618763215,7.839552256,7.978904627,8.167663398,8.068814054,8.377137682
AT2G02870,SKIP11,266747_at,6.898926792,7.026176411,6.947480276,6.935128139,6.98492195,7.06932982
AT2G02880,,266796_at,6.94451002,6.925796742,6.852593026,6.954623865,6.823800603,6.673368067
AT2G02950,PKS1,266745_at,8.822559122,8.975091757,7.897663429,8.023534356,9.222170132,8.284397099
AT2G02960,,266791_at,8.436385434,8.551754186,7.561926093,7.717961685,8.743179675,7.637686
AT2G02970,APY6,266744_at,7.830596147,7.858412807,7.342374173,7.214740028,7.758512029,7.416413492
AT2G02980,PCMP-H26,266794_at,6.315897917,6.018764427,6.251109855,5.994479304,6.055773013,5.944950692
AT2G02990,RNS1,266743_at,4.801765789,5.201358082,4.845644478,5.04039392,4.629741722,5.28508365
AT2G03050,MTERF1,266742_at,6.781067965,6.71538768,7.481763532,7.430194418,6.831333511,7.323458696
AT2G03060,AGL30,266793_at,5.729927263,5.871729425,5.206737935,5.016546794,5.885395974,5.105411479
AT2G03070,MED8,266795_at,7.018212967,6.915860677,7.016017949,6.802515324,6.80720624,6.956991901
AT2G03090,EXPA15,266770_at,7.967567178,7.534099569,8.666360778,8.315183385,7.595813147,8.27275269
AT2G03110,,266730_at,3.721817662,3.59612077,3.485538094,3.386326898,3.801654919,3.415587312
AT2G03120,SPP,266709_at,10.24913324,10.29821983,9.69431588,9.694417707,10.20133868,9.694922733
AT2G03130,,266729_at,4.555569543,4.401963539,4.194449448,4.184953694,4.146058111,4.124900438
AT2G03140,,266728_at,7.1597081,7.052290878,7.332132118,7.200266839,6.945807397,7.00446366
AT2G03150,emb1579,266727_at,8.568086605,8.396915366,8.241919936,8.010414988,8.542305374,8.037781304
AT2G03160,ASK19,266726_at,3.722028913,3.634554574,3.764141198,3.662379659,3.498415622,3.686339778
AT2G03170,ASK14,266725_at,4.408880995,4.604121214,4.26991,4.382088862,4.572654828,4.280100439
AT2G03180,,266724_at,3.718473738,3.697227793,3.719618655,3.722156246,3.83612554,3.588237107
AT2G03190,ASK16,266723_at,4.003676204,3.64027304,3.781082055,3.748792141,3.660787431,3.632035276
AT2G03200,,266708_at,5.213630783,5.134918919,4.761570773,4.707687157,4.99196422,4.729782003
AT2G03210,FUT2,266722_at,5.560622492,5.226971198,5.180294465,5.120319371,5.252442966,5.003194446
AT2G03220,FUT1,266721_at,7.856121973,7.621474197,6.812104827,6.909567155,7.910369451,7.204536582
AT2G03240,PHO1-H5,266732_at,7.551246481,7.623716256,7.708188183,7.872699059,7.681236072,8.112842993
AT2G03260,PHO1-H2,266731_at,5.994574615,5.907337376,5.816317316,5.624476517,5.751888204,5.855987191
AT2G03270,,266679_at,8.327449421,8.35904602,7.982884812,8.006037224,8.314091529,7.959627586
AT2G03280,,266733_at,6.975160382,6.919124432,5.832822915,5.693067025,7.270162737,5.907785719
AT2G03310,,266707_at,7.32046232,7.170597719,7.113106746,7.025786317,6.81996326,6.967674422
AT2G03320,,266706_at,3.691573118,3.637283606,3.512917189,3.612880939,3.658662529,3.583920821
AT2G03340,WRKY3,265718_at,7.406769721,7.604891731,6.649536934,6.716474894,7.386608082,6.681950734
AT2G03350,,265716_at,8.46142941,8.361833791,8.165169939,8.403820768,8.781770648,8.401488751
AT2G03360,,265711_at,4.744414867,4.922030076,4.534444389,4.536333766,4.730458785,4.495382202
AT2G03370,,265710_at,4.30902031,4.175420866,4.217737264,4.122600603,4.139831141,4.061855822
AT2G03380,PCMP-E47,265708_at,6.042337633,6.217446647,5.557953213,5.551099549,5.896109679,5.802851453
AT2G03390,CLPF,265706_at,5.132594517,5.242175549,6.692319297,6.816663336,5.502915485,6.629923794
AT2G03390,CLPF,265707_at,9.524665573,9.513449093,9.812946515,9.783600974,9.748070043,9.699153899
AT2G03410,,265705_at,3.812246274,3.693862908,3.735736584,3.47026383,3.679509968,3.785931383
AT2G03420,,265704_at,8.937022928,8.793512336,10.0244209,10.07483316,9.066624291,10.00129595
AT2G03430,,265703_at,7.992826486,7.845650299,7.666243788,7.858706525,7.860867731,7.698505986
AT2G03450,PAP9,265702_at,6.999752833,7.032031012,6.627047588,6.563141187,6.915402556,6.683285755
AT2G03460,,265701_at,4.100890434,4.293569287,3.812143884,3.951625097,4.05099088,3.94845403
AT2G03470,,265700_at,7.828957933,8.008218096,7.967660647,7.960491428,8.179939439,8.101975175
AT2G03500,EFM,265719_at,6.22715776,6.038517831,5.432660281,5.404641559,6.091231809,5.62566193
AT2G03510,,265717_at,9.132219397,9.038102534,9.308496204,9.402047845,8.814803778,9.271264369
AT2G03520,UPS4,265714_at,4.390499103,4.365949969,4.196411521,4.091277361,4.199247949,4.294758068
AT2G03530,UPS2,265713_at,6.096033256,6.329225752,6.127394871,6.19065076,6.622930333,6.146919845
AT2G03550,CXE7,265699_at,8.129406748,7.909872187,7.92424681,7.745656484,7.906642526,7.756282237
AT2G03560,FBX7,264058_at,4.780079282,4.638629752,4.426222282,4.1698792,4.755737945,4.226774107
AT2G03580,,264033_at,4.334737613,4.272906777,4.351755564,4.155908012,4.301110497,4.250493293
AT2G03630,,264035_at,3.803975103,3.840093742,3.793230254,3.741702836,3.808189065,3.657893091
AT2G03670,CDC48B,264027_at,6.481815719,6.377057175,6.860215606,6.58090547,6.339900285,6.764145736
AT2G03680,SPR1,264028_at,9.115182938,9.382891754,10.99599024,11.07785333,9.371455156,10.99572696
AT2G03690,,264038_at,9.203704591,9.245008948,8.732283976,8.749947568,9.211778647,8.974082582
AT2G03710,AGL3,264041_at,6.59763651,6.28939506,5.811675657,5.911233803,6.516375737,6.028461748
AT2G03720,MRH6,264029_at,3.584757089,3.405046655,3.805926992,3.570785705,3.716219824,3.452363404
AT2G03730,ACR5,264040_at,7.096920644,6.958091661,7.817585374,7.723336099,7.425086168,7.335417029
AT2G03740,,264039_at,4.841873144,4.906426468,4.875719598,4.855182887,4.771916059,4.872396386
AT2G03750,SOT11,264037_at,9.024095905,8.818323573,10.02285144,9.777235163,9.039022917,9.863317128
AT2G03760,SOT12,264042_at,6.468125028,6.22648878,6.983147858,7.126947452,6.474964571,7.033655575
AT2G03770,SOT13,264030_at,4.369103202,4.202919494,4.16097203,4.039123826,4.157639188,4.025945477
AT2G03780,,264031_at,8.121466006,7.970879645,7.82365941,7.765683385,8.221003536,7.896564872
AT2G03800,GEK1,264032_at,7.107726976,7.2667863,7.739464668,7.92975813,7.373893219,7.754179331
AT2G03810,,264036_at,5.084751144,5.00740424,5.052590596,4.951664371,5.011398015,4.998736811
AT2G03820,,263334_at,8.590620703,8.479363648,8.844383039,9.356146178,8.44884417,9.416401118
AT2G03830,RGF8,263360_at,4.010809054,3.799779826,3.65782645,3.841371409,3.761084383,3.727760197
AT2G03840,TET13,263361_at,4.560556843,4.486395048,4.133409916,4.045696632,4.137320617,3.875483388
AT2G03850,,263363_at,4.711278007,4.693288791,4.64782336,4.362356534,4.887289693,4.659797827
AT2G03870,LSM7,263332_at,10.13443867,10.15963792,10.18223158,9.961455099,10.33893054,9.975390386
AT2G03880,PCMP-H44,263362_at,5.230857251,5.049217959,4.522687963,4.712647006,4.940045454,4.4202762
AT2G03890,PI4KG7,263333_at,7.236874372,7.43617859,8.02373944,7.929143098,7.200580074,7.855035536
AT2G03980,,263482_at,9.526312145,9.289748364,8.932820362,8.88356493,9.540165005,8.968307316
AT2G04020,,257441_at,3.793801752,3.754592377,3.74257586,3.685073119,3.840361918,3.772009668
AT2G04025,RGF3,263481_at,3.393168183,3.648570978,3.571644982,3.586360983,3.560318687,3.756172817
AT2G04030,HSP90-5,263483_at,10.62227143,10.50414946,10.91254391,11.19942031,10.25613939,11.0238249
AT2G04032,ZIP7,263480_at,6.816779324,6.539758241,6.280866135,6.348303984,6.692225243,6.543908002
AT2G04038,AtbZIP48,263407_at,3.449103342,3.43143149,3.37585777,3.443062441,3.420981459,3.48802385
AT2G04039,,263410_at,9.405826483,9.267035978,10.19554942,10.07753353,9.49378834,9.920505701
AT2G04040,DTX1,263403_at,4.551658109,4.494479301,4.248129893,4.030877788,4.331684027,4.353900708
AT2G04050,DTX3,263402_at,4.270389497,4.105028418,4.070384154,4.005307526,4.128845911,4.081382001
AT2G04060,,263408_at,4.655463513,4.52339096,4.166958124,4.115921218,4.34317026,4.106717994
AT2G04063,,263409_at,5.049952296,5.322129476,4.928339747,4.951835692,5.223678751,4.851624797
AT2G04070,DTX4,263401_at,5.341716082,5.429081717,5.181221187,5.000570164,5.402304666,5.014037474
AT2G04160,AIR3,263406_at,7.699762657,7.643027669,8.141871894,8.001738124,7.820255631,8.012191109
AT2G04220,,263324_at,4.952379137,5.027958521,4.68529983,4.593958358,4.8431133,4.555189871
AT2G04230,,257447_at,6.353813142,6.008222019,6.112737694,6.424744917,6.56582558,6.237651881
AT2G04240,XERICO,263325_at,7.082354077,7.235583304,7.68949506,7.384732639,7.199919048,7.397950704
AT2G04270,RNE,263322_at,6.728812872,6.91183979,7.090589651,6.996132283,6.876396266,6.701193604
AT2G04280,,263326_at,10.13680952,10.01845769,10.20659254,10.28153871,10.10472994,10.39456258
AT2G04300,,263323_at,3.907861366,3.812321808,3.707518574,3.432838481,3.750595585,3.594108115
AT2G04305,,263806_at,7.445054085,7.279146806,6.691016555,6.762024315,7.521574457,6.978651833
AT2G04340,,263808_at,7.793079145,7.979826449,7.687917391,7.791178814,7.997872063,7.735888733
AT2G04350,LACS8,263811_at,7.952948813,8.257698751,8.221997684,8.191392049,7.925147755,8.161168491
AT2G04360,,263859_at,8.231461439,8.352809027,8.914027038,8.829652251,8.349341608,8.835878149
AT2G04380,,263857_at,4.155243449,4.192447033,3.867853445,4.178721648,3.990056313,4.012938938
AT2G04400,IGPS,263807_at,10.11557195,10.15591753,9.895299173,10.02721781,10.2278455,9.92396241
AT2G04410,,263856_at,9.383934094,9.329135816,9.400046904,9.392592067,9.474731475,9.421706773
AT2G04420,,263855_at,3.906210606,3.883700234,4.029111531,3.903768091,4.005760881,3.92878333
AT2G04430,NUDT5,263854_at,5.810366998,5.584236455,5.639644487,5.656278773,5.750618002,5.691522593
AT2G04440,,263853_at,4.816416748,4.755134263,4.588379316,4.553059905,4.744954919,4.829778857
AT2G04450,NUDT6,263852_at,5.849404493,5.620632784,5.829056632,5.898785068,5.517977544,6.004161812
AT2G04480,,263850_at,5.132781318,4.820649235,4.602929372,4.574648728,4.731721313,4.556063437
AT2G04500,,263837_at,4.959217728,4.615604313,4.553622386,4.40582119,4.379341112,4.236109693
AT2G04520,,263810_at,11.16808293,11.1079242,10.56846036,10.51367738,11.22569364,10.545696
AT2G04530,TRZ2,263864_at,9.291888356,9.184912961,8.52465537,8.670586422,8.976664704,8.543363417
AT2G04540,KAS,263863_at,8.393531543,8.406638677,7.768611147,7.445862499,8.265629025,7.595836767
AT2G04550,IBR5,263862_at,6.151950054,6.096905933,7.053730232,6.804620686,5.98195888,7.040076878
AT2G04560,LPXB,263861_at,5.489752546,5.667779452,5.32265317,5.126497213,5.259008272,5.244083422
AT2G04570,,263809_at,7.690659904,7.423512713,8.687860931,8.595852426,7.686389856,8.382112139
AT2G04620,,263054_at,6.212501825,6.428536978,5.294021023,5.446525386,6.229502426,5.495161472
AT2G04630,NRPB6B,263621_at,9.516084192,9.615740424,9.029159832,9.078528246,9.771897391,9.0863264
AT2G04650,,263619_at,5.718635161,5.763030863,6.051960843,5.731406287,5.463457184,6.002740478
AT2G04660,APC2,263618_at,7.043037471,7.009706825,6.034019635,6.292552354,7.083976712,6.271413361
AT2G04675,,263627_at,3.736553184,3.645121997,3.713825894,3.686492227,3.716996582,3.696461939
AT2G04680,,263616_at,3.912736844,3.984195948,3.77059301,3.727288445,3.795920805,3.601428124
AT2G04690,,263647_at,6.942574442,6.598310101,7.984318484,7.67359022,6.54471413,7.892590377
AT2G04700,FTRC,263624_at,11.32910033,11.1544682,11.35300158,11.40892012,11.47586826,11.22984518
AT2G04740,,263643_at,7.18478235,7.11191264,7.12727142,7.447282951,7.149120648,7.048474054
AT2G04750,FIM4,263642_at,3.866577398,4.101763004,3.554446502,3.662379659,3.629477133,3.693476802
AT2G04780,FLA7,263628_at,10.1402841,9.933177829,10.18994134,10.15390409,10.20625584,10.14626325
AT2G04790,,263674_at,6.138980873,6.401351794,6.97536962,6.751636892,6.708106611,6.757769478
AT2G04795,,263632_at,9.482308641,9.809772017,9.400155738,9.524821949,10.13188773,9.331541489
AT2G04800,,263673_at,3.87814784,4.069063482,3.92034995,3.787593289,4.192827282,3.851280528
AT2G04830,,263671_at,3.299760948,3.370752543,3.329663316,3.433125162,3.602460394,3.390471734
AT2G04840,,263670_at,3.912743836,4.083707823,3.899813158,4.063254209,3.881562668,3.839845696
AT2G04845,,263630_at,8.283638783,8.32653174,7.470836949,7.571739261,8.482376477,7.565501127
AT2G04850,,263629_at,6.802847013,6.695405038,7.223879136,7.357184839,6.772410079,7.09007785
AT2G04860,PCMP-E74,263623_at,5.693447773,5.626827693,5.445048544,5.470338567,5.711571025,5.319709059
AT2G04870,,263622_at,3.793771868,3.572619489,3.599437175,3.700578177,3.681552069,3.81351042
AT2G04880,WRKY1,263626_at,8.721652285,8.812789011,8.944351809,8.730024749,8.870490786,8.843311078
AT2G04890,SCL21,263633_at,7.355547962,7.587077841,6.612762367,7.073757953,7.164347603,6.9597611
AT2G04900,,263631_at,8.346226222,8.392900138,9.749318056,9.719315181,8.628455474,9.686323516
AT2G04920,FBX9,263625_at,4.192330561,4.08150052,4.111051377,4.032375538,4.189188398,4.119306074
AT2G04940,,263344_at,7.443712631,7.526850542,7.326193054,7.491622128,7.552483157,7.125625308
AT2G05120,,263104_at,7.027630156,6.974313849,6.291343479,6.310221735,6.739152775,6.318352221
AT2G05160,,263106_at,5.33411846,5.215302959,4.513418117,4.662330419,5.185978201,4.634529393
AT2G05170,VPS11,263050_at,7.832670221,7.750767852,7.772630286,7.876431371,7.443111295,7.827273198
AT2G05180,CYP705A6,263107_at,3.869783828,3.837193071,3.909462164,3.834697548,3.93790365,3.792793284
AT2G05210,POT1A,263100_at,7.352137719,7.20584147,7.000874167,6.928505125,7.171660981,6.823275962
AT2G05260,,263049_at,7.920305032,7.778257261,7.61304033,7.492573731,7.827747787,7.546527266
AT2G05270,,263102_at,3.567458893,3.60944116,3.529473252,3.368445636,3.516453276,3.309378153
AT2G05320,GNT2,263105_at,7.197563355,6.609650274,6.372033015,6.72110336,6.901963041,6.83498538
AT2G05350,,263078_at,4.086577056,3.965450772,3.832225422,3.764211881,3.728676852,3.63446418
AT2G05370,,263045_at,4.924761964,5.02734885,4.857762292,4.649193857,4.890729959,4.651649774
AT2G05380,GRP3S,263046_at,10.69649369,10.73148242,10.82730361,10.99169517,10.7299849,10.51160239
AT2G05400,,257458_at,4.200890416,3.993920775,3.758464628,3.938135636,4.017336163,3.776161421
AT2G05400,,263079_at,3.695391377,3.844360663,3.823156055,3.662572632,3.934360229,3.544989027
AT2G05430,,257457_at,4.032433802,4.158402036,4.013853251,3.719680839,3.870163295,3.9014483
AT2G05520,GRP3,265560_at,11.13861031,11.12279273,13.00429478,13.3176982,10.92123529,13.28096782
AT2G05530,,265559_at,4.520735371,4.309598844,4.228222729,4.398670425,4.591415152,4.58772776
AT2G05540,,265511_at,8.091745119,8.352494557,7.393520454,7.51335967,8.028639068,7.26525726
AT2G05580,,265567_at,5.829118047,5.794957563,5.913915323,5.884233395,5.807384265,5.913952478
AT2G05590,,265512_at,6.584745188,6.337822542,7.205128757,7.400715543,6.58502026,7.458516022
