#age,7 (day),,,,,,,
#ecotype,Col-0,,,,,,,
#development stage,seedling,,,,,,,
,,,,,,,,
Gene ID,Gene Name,DesignElementAccession,H_iaa1GR-IAA-1,H_iaa1GR-IAA-2,H_iaa1GR-IAA-3,H_iaa1GR-Mock-2,H_iaa1GR-Mock-1,H_iaa1GR-Mock-3
AT3G10750,,258762_at,3.168653126,3.168653126,3.287671169,3.168653126,2.944022543,3.132103051
AT3G10760,,258761_at,7.865838617,7.621399403,8.304000991,7.898446309,8.005150103,8.288531829
AT3G10770,,258771_at,9.749790671,9.43565978,9.449441035,9.451679144,9.721933523,9.389774644
AT3G10780,,258760_at,3.315317249,3.291821554,3.134211895,3.321987644,3.270131927,3.270131927
AT3G10800,BZIP28,258759_at,8.030296817,8.10036691,8.10036691,8.152483816,8.042689414,8.108422863
AT3G10810,,258758_at,7.745397712,7.466875548,7.27588819,7.258799712,7.697503364,7.372318087
AT3G10820,MED26A,258770_at,3.390061919,3.227414818,3.133304298,3.406860776,3.139835616,3.459978554
AT3G10840,,257533_at,7.778781569,7.727792116,8.741198511,7.57557522,7.355867405,8.777937712
AT3G10850,GLX2-2,258775_at,9.96126931,9.956537442,9.716566922,9.923614115,10.08559628,9.733305177
AT3G10860,,258772_at,11.42192581,11.44975661,11.08510064,11.59421595,11.33336622,11.27630435
AT3G10870,MES17,258769_at,6.138859417,6.520278883,6.443306431,6.263030706,5.766277676,6.268413432
AT3G10880,,258768_at,3.577955347,3.577955347,3.62574633,3.484775139,3.445085235,3.577955347
AT3G10890,MAN3,258767_at,3.00411097,2.963391218,3.00411097,2.909280624,3.064331532,3.00411097
AT3G10910,ATL72,258757_at,5.845278776,5.694683753,6.335095111,6.289073025,6.335095111,6.646412893
AT3G10920,MSD1,256439_at,10.7298873,10.52792728,10.45787039,10.55471395,10.5639371,10.69208584
AT3G10930,,256442_at,4.308902805,6.450543105,3.62418353,5.193737425,4.461761298,4.814867789
AT3G10940,LSF2,256441_at,8.349541572,8.023662786,8.354105293,7.876187948,8.371265597,8.354767072
AT3G10950,RPL37AB,256434_at,2.773060373,2.761877648,2.98723984,2.923089985,3.062023847,2.928579955
AT3G10960,AZG1,256443_at,5.935288241,5.548315058,6.156115126,6.052228498,6.219237293,6.045908883
AT3G10970,,256440_at,8.481883671,8.907663859,9.32676517,8.982399242,8.622189513,9.488871463
AT3G10985,SAG20,256433_at,9.764960748,9.058041419,8.480644294,8.897110023,9.660872042,8.22136261
AT3G10990,,256432_at,3.474474925,3.359432468,3.592750751,3.625564924,3.544357238,3.458616467
AT3G11000,,257579_at,3.830832102,3.602735554,3.607139723,3.232056115,3.746073585,3.709860855
AT3G11020,DREB2B,256430_at,4.470335394,4.649982142,4.431305959,4.358400381,4.578079389,4.470335394
AT3G11030,TBL32,251349_s_at,5.840168083,5.359322958,5.323649979,5.575004807,5.44936168,5.345650258
AT3G11040,,256429_at,4.825486072,4.970233814,4.721680739,4.863609832,4.854629909,4.662033181
AT3G11050,FER2,256416_at,5.85785826,5.636293937,5.475400099,5.798435136,5.850786852,5.705479305
AT3G11060,,256444_at,3.201007663,3.389446941,3.399209883,3.498301934,3.773873592,3.487185492
AT3G11080,AtRLP35,256428_at,3.349999288,3.365821206,3.268313858,3.266138109,3.25306953,3.263604117
AT3G11090,LBD21,256427_at,6.566443572,7.063352794,8.248494661,7.443594732,6.75172673,8.480989473
AT3G11100,,256413_at,6.834849067,5.993693724,5.754339977,6.007078902,6.987158439,5.737508941
AT3G11110,ATL66,256446_at,4.898862331,5.479202589,6.278906088,5.358836869,5.235772128,6.262442478
AT3G11150,,256436_at,5.345990466,4.653248709,5.022511128,4.299429935,4.604511729,4.653248709
AT3G11160,,256445_at,3.037090361,2.95540493,2.989559841,2.944804311,3.04518676,2.840341032
AT3G11180,,256435_at,3.399146793,3.209966024,3.562353158,3.550050692,3.521388994,3.646879756
AT3G11200,AL2,256414_at,9.68410963,9.262680617,9.130309737,9.279059802,9.784579268,9.109551874
AT3G11210,CPRD49,256415_at,7.122114187,6.757495118,7.36891049,7.069547227,6.742308202,7.049495917
AT3G11220,ELP4,256412_at,6.301355591,6.345574137,6.339649479,6.420549979,6.235834166,6.168954059
AT3G11230,,256256_at,7.809067212,6.771139932,6.728214069,7.090624927,7.509286031,6.610065678
AT3G11240,ATE2,256257_at,5.593022436,5.544198648,5.338460589,5.421815607,5.57601744,5.52891801
AT3G11250,RPP0C,256253_at,8.985177867,9.086739172,9.217215004,9.277151215,9.045666894,9.031681292
AT3G11270,RPN8B,256249_at,7.937422822,8.382553037,8.043815866,8.575588593,7.855194429,8.324986178
AT3G11280,,256255_at,8.945768121,9.05714481,9.090081285,9.320997757,9.276176059,9.267160616
AT3G11290,,256254_at,6.830943435,6.942637214,7.022072974,6.936513036,6.942637214,7.139835119
AT3G11320,,256250_at,7.436162606,7.20413002,7.123243769,7.582943035,7.449941118,7.114815526
AT3G11330,PIRL9,256251_at,7.826645536,8.249382809,8.019710653,8.290194074,7.792984417,8.097064217
AT3G11340,UGT76B1,256252_at,8.83712366,8.444137951,9.074215213,8.220485214,8.422824744,7.969888614
AT3G11350,,259289_at,4.149568643,3.708887401,4.050598279,4.065540052,3.893959048,4.050598279
AT3G11370,,259260_at,3.528064171,3.364414354,3.621626122,3.888570034,4.034135116,3.934956703
AT3G11380,,259233_at,2.78151929,2.737888224,2.742058823,2.764297499,3.054224567,2.871437478
AT3G11390,,259261_at,4.236319067,4.238927707,4.195476391,4.118803479,4.351364406,4.238927707
AT3G11400,EIF3G1,259238_at,10.39253705,10.37664994,10.21674507,10.44856724,10.38906296,10.1381117
AT3G11410,PP2CA,259231_at,8.190642946,7.857858047,8.202845231,8.269954782,8.748602977,8.205451594
AT3G11420,,259232_at,6.874533608,7.048337621,7.027046301,6.922824432,6.901529535,6.517391365
AT3G11430,GPAT5,259282_at,5.945436463,5.429908603,5.649429278,5.560037294,6.460553389,5.023534358
AT3G11440,ATMYB65,259283_at,5.791536621,5.318400096,5.725279022,5.508324059,5.63480463,5.63480463
AT3G11450,,259284_at,7.713634786,8.215414321,7.792030526,8.212641835,7.607756911,7.619723864
AT3G11460,PCMP-H52,259285_at,4.374725426,4.084112833,4.073975493,4.250295891,4.582671676,4.106079505
AT3G11480,BSMT1,259286_at,3.004447414,3.27996128,3.078304679,2.953851244,2.970811788,3.093255302
AT3G11490,ROPGAP4,259287_at,6.926356612,7.065115858,7.244196808,7.423342891,7.21767776,7.156515617
AT3G11500,,259288_at,8.904766076,8.964765293,8.832548746,8.986580871,8.842315821,8.680146117
AT3G11510,RPS14B,259239_at,12.20675642,12.11667586,12.11667586,12.13202846,12.18955091,12.07998448
AT3G11520,CYCB1-3,259290_at,6.807970387,6.784303823,6.427040951,6.939340017,6.582278898,6.258511894
AT3G11530,,259236_at,8.494000705,8.039846785,7.988307464,8.070922464,8.283719215,8.047163135
AT3G11540,SPY,259259_at,8.299860196,7.983939941,7.740205399,8.004199858,8.365541951,7.73995644
AT3G11550,CASP2,259291_at,7.057257829,6.523139968,6.726593985,6.941179092,6.957075867,6.516248179
AT3G11560,,259292_at,7.692020752,7.64374302,7.717862343,7.685905625,7.635071361,7.88625911
AT3G11580,,259293_at,5.668711114,4.779706988,5.15512423,4.672385367,5.202605565,5.059670738
AT3G11590,,259240_at,7.217224428,7.358835996,7.31842796,7.323924568,7.211699527,7.534384898
AT3G11600,,259235_at,7.089854113,7.13122151,7.262325408,7.415407657,7.321521438,7.454689485
AT3G11620,,259234_at,6.791188251,6.322846555,6.552393751,6.352867469,6.721627324,6.527025893
AT3G11630,BAS1,259237_at,11.86240894,12.13387605,11.89293462,12.09984569,12.00352029,11.93081662
AT3G11640,,259101_at,3.718390511,3.715514615,3.718390511,3.718390511,3.695268593,3.859858746
AT3G11650,NHL2,259071_at,6.807854702,6.968503084,6.798013305,6.823158504,6.695152942,6.242029106
AT3G11660,NHL1,259102_at,7.952101068,7.889798427,7.970434034,8.579451369,7.880117866,8.718882708
AT3G11670,DGD1,259070_at,7.137556218,7.90958237,8.982257297,8.18880214,7.149437252,9.266332555
AT3G11690,,259103_at,7.354592774,7.30077317,7.479177277,7.239758865,7.127704285,7.463428245
AT3G11700,FLA18,259072_at,9.472619376,9.23354335,9.779793259,9.281514931,9.48234752,9.504871581
AT3G11710,ATKRS-1,259069_at,10.22312944,10.39666998,10.11638382,10.3475728,9.990832491,10.37716593
AT3G11730,RABD1,258730_at,9.258970413,9.128621657,8.924876714,9.116875423,9.001312523,8.791580586
AT3G11740,,258781_at,3.162875828,3.308261819,3.570957939,3.525956577,3.109362028,3.463289564
AT3G11745,,258726_at,5.114786016,5.029749549,5.414458412,4.884752092,5.231086873,5.385472916
AT3G11750,FOLB1,258782_at,5.67657799,5.66113779,5.775394463,4.765275993,4.993991701,5.677397476
AT3G11760,,258783_at,7.282157281,7.209102376,7.256862373,7.105727146,7.33478972,6.953233615
AT3G11770,,258784_at,8.030724855,8.289349908,7.640524097,7.776215178,7.960170713,7.725631342
AT3G11780,,258788_at,9.055578216,9.405187365,9.372508316,9.436333269,9.017607096,9.3807599
AT3G11800,,258728_at,9.530266457,9.336280646,9.118980342,9.446709159,9.470351515,9.084208119
AT3G11820,SYP121,258786_at,8.791261403,9.363573652,7.998300201,8.319226095,8.635090956,7.849274982
AT3G11830,CCT7,258776_at,10.0267377,9.912624207,9.784588431,9.855465153,9.849366876,9.538262667
AT3G11840,PUB24,258787_at,5.383803145,5.299740393,5.134375641,4.676675613,5.544198648,5.317152235
AT3G11850,,258777_at,6.074551308,6.259140516,5.912762467,6.262991178,6.282009183,6.151017574
AT3G11870,,258779_at,3.659834421,3.423248831,3.721319096,3.529622507,3.688740066,3.604784274
AT3G11880,,258731_at,7.999601479,7.372584303,7.724169928,7.42415936,7.702899256,7.574147067
AT3G11900,ANT1,258729_at,7.138167473,7.942817929,8.536253551,7.979493486,7.327022783,8.682017274
AT3G11910,UBP13,258780_at,8.987997368,9.063346436,8.813203352,9.09398902,8.822976312,8.801756396
AT3G11920,,258754_at,3.320701625,3.135738449,3.434408747,3.294180717,3.289984497,3.428547078
AT3G11930,,258727_at,10.06452621,9.853863004,9.927470037,9.932321766,10.0515106,10.47079641
AT3G11945,PDS2,258755_at,8.964566834,9.327610494,9.578932435,9.483425036,9.048787805,9.462265801
AT3G11960,,258756_at,6.820879808,6.805037344,6.785016415,6.772882812,6.828175071,6.966424042
AT3G11964,RRP5,256661_at,7.92631475,8.335238551,7.94017626,8.244502724,7.746621916,7.872399738
AT3G11980,FAR2,256662_at,3.219012961,3.37713747,3.219012961,3.091468197,3.181559429,3.219012961
AT3G12000,,256636_at,3.035362073,3.008282941,2.978523444,2.995956894,3.035362073,3.217992527
AT3G12010,,256658_at,7.403061843,7.697040261,7.83105298,7.756774349,7.364447906,7.950013401
AT3G12020,,256659_at,5.815870817,6.298610904,6.307307736,6.321386669,5.858669604,6.168612065
AT3G12030,,256637_at,7.896369718,8.418412112,8.086433807,8.508462513,8.209963192,8.18294767
AT3G12040,MAG,256664_at,5.862553804,5.298353601,4.764293156,4.842070384,5.702197146,4.814895065
AT3G12050,,256663_at,9.27817288,9.665955445,9.370657298,9.875969715,9.283582096,9.409385767
AT3G12060,TBL1,256660_at,3.427560714,3.470062344,3.516593412,3.413869772,3.413869772,3.350449621
AT3G12070,RGTB2,256276_at,5.371608826,5.272637481,5.213464684,5.575004807,5.408399686,5.272637481
AT3G12080,emb2738,256274_at,8.859219885,8.919960198,8.655027277,8.859219885,8.950732193,8.859219885
AT3G12090,TET6,256273_at,6.540671194,6.414842302,6.172829399,6.464651369,6.688202417,6.041628661
AT3G12100,MTPC2,256272_at,7.392125023,6.787023426,7.056077365,7.103397577,7.402580205,7.085792365
AT3G12110,ACT11,256275_at,7.090571105,7.366190188,8.684629471,8.56130132,7.642809173,8.766850767
AT3G12120,FAD2,256277_at,12.67434417,12.12504844,12.13150705,12.35726154,12.76619682,12.13309797
AT3G12130,,256278_at,8.346859014,8.381677943,8.239841591,8.424256113,8.341890299,7.865041844
AT3G12140,,256271_at,7.707377954,7.798665595,7.637777276,7.576258889,7.439521943,7.55166918
AT3G12150,,256262_at,6.834849137,6.633710283,6.735302794,6.507849664,6.800802992,6.736706476
AT3G12160,RABA4D,256261_at,2.984345251,3.03207447,3.166328621,3.058013971,3.036323951,3.198139316
AT3G12170,,256320_at,5.328808518,5.3366102,5.455208177,5.38628082,5.348969686,5.352996339
AT3G12180,,256286_at,7.656380486,7.421190272,7.44901779,7.562880764,7.573978825,7.493894699
AT3G12190,,256287_at,2.816268828,2.88009191,2.710711062,2.766682985,2.845365556,2.779597799
AT3G12200,Nek7,256291_at,7.601724697,7.616748243,7.530004305,7.708436217,7.698312658,7.610803604
AT3G12203,SCPL17,256290_at,3.180928204,3.268015667,3.299973453,2.991030051,3.122443051,3.168712868
AT3G12210,,256264_at,6.845070867,6.85290427,7.387020247,7.165480487,7.007736414,7.359152101
AT3G12220,SCPL16,256265_at,2.871847054,3.054823422,2.915096647,3.022864898,2.812029439,2.858487358
AT3G12250,TGA6,256269_at,6.03549888,5.530595207,5.6505084,5.481396517,5.786394755,5.717903016
AT3G12260,,256267_at,11.03849183,11.03849183,10.89732344,11.11663393,11.10700368,11.00561208
AT3G12270,PRMT3,256288_at,7.986344686,8.484143218,8.017532538,8.31934528,7.922761822,7.752283347
AT3G12280,RBR1,256268_at,7.793335902,8.165964486,8.162826851,8.141372439,7.581663012,8.120520365
AT3G12290,FOLD2,256263_at,9.981115697,10.24597897,10.28505387,10.22488494,9.985367562,10.37849459
AT3G12300,,256270_at,7.256416945,7.380376475,7.404413909,7.142965223,7.184207729,7.539149368
AT3G12320,LNK3,256266_at,3.49998197,7.544319191,8.538725306,7.670874455,3.610221151,8.690165921
AT3G12340,FKBP43,256230_at,6.25277068,6.742097896,6.399013545,6.558766496,6.131108712,6.314573653
AT3G12350,,256236_at,7.410799134,7.155827135,7.495139184,7.346386119,7.395580241,7.464686057
AT3G12360,ITN1,256233_at,8.189217351,8.32475908,8.668967683,8.285829389,8.002370257,8.435815076
AT3G12370,,256234_at,8.355417798,8.907058458,8.574646409,8.882350754,8.671830959,8.604315233
AT3G12380,ARP5,256242_at,6.601669732,6.6304105,6.451152556,6.598793299,6.572808442,6.589100745
AT3G12390,,256241_at,10.65800258,11.06156753,10.98869967,11.26287095,10.64641755,10.93268908
AT3G12400,ELC,256238_at,7.881538227,7.728657548,7.612679201,7.719186237,7.960770487,7.478286994
AT3G12440,,256260_at,2.760110107,2.866396557,2.73672436,2.748668762,2.756505139,2.582885591
AT3G12460,,256259_at,3.760161865,3.566399319,3.611242453,3.600937102,3.647077671,3.691284406
AT3G12470,,256239_at,3.629545781,3.505947639,3.856252172,3.860849526,3.573276833,3.802756396
AT3G12480,NF-YC11,256258_at,7.265270375,7.331906349,7.331906349,7.424055197,7.264413281,7.44673697
AT3G12490,CYS6,256235_at,9.99962404,9.858910303,9.247093575,9.945312968,9.999380117,9.483483174
AT3G12500,CHI-B,256243_at,8.850421867,8.792893918,8.210426617,9.821445909,9.030941166,8.26324142
AT3G12510,,256285_at,6.320933013,5.57527104,5.427174479,5.80192505,6.107915237,5.77118798
AT3G12520,SULTR4;2,256244_at,6.148701457,5.368662653,5.911653111,5.685476908,6.168612689,7.106240377
AT3G12530,GINS2,256284_at,6.320803673,6.195297986,6.240348149,6.04686291,6.210211555,6.204922196
AT3G12540,,256283_at,4.696368131,4.598444196,4.720154368,4.54763571,4.297289083,4.207197851
AT3G12550,FDM3,256282_at,5.508073025,5.533210194,5.631071585,5.267335358,5.243317155,5.460504792
AT3G12560,TRP3,256281_at,7.052251467,6.506711131,6.722659365,6.780451275,7.093403946,7.016645252
AT3G12570,FYD,256232_at,8.79621681,8.371444465,8.435649096,8.455067478,8.766612627,8.418608773
AT3G12580,MED37C,256245_at,9.52576839,11.01613048,10.40587353,11.12244331,9.383507974,10.51258954
AT3G12590,,256280_at,7.203836803,7.153911331,7.153911331,7.153911331,7.254656369,7.256170505
AT3G12600,NUDT16,256240_at,8.815904059,8.878457702,8.910728045,8.894177544,8.857058153,8.591197235
AT3G12610,DRT100,256237_at,10.09281401,9.829263571,10.83618858,9.841453207,9.894270454,9.954674931
AT3G12620,PP2C38,256279_at,8.56791239,8.030754338,8.228234574,8.080276218,8.51053454,8.07967873
AT3G12630,SAP5,256231_at,11.20873017,10.60026574,10.46166067,10.60026574,11.26337759,10.43988976
AT3G12640,,257703_at,7.37453998,7.400088135,7.0956472,7.223459179,7.223459179,7.145339858
AT3G12650,,257707_at,8.53653692,8.445236878,8.459121604,8.405295207,8.563192377,8.312489122
AT3G12660,FLA14,257691_at,3.58509193,3.353670484,3.649455701,3.464118131,3.700576403,3.808329321
AT3G12670,emb2742,257702_at,9.671048419,9.679204665,9.789627889,9.358814572,9.030084395,9.201660864
AT3G12680,HUA1,257695_at,7.166998262,7.271620814,7.622266728,7.343895508,7.345966147,7.583357753
AT3G12685,,257706_at,6.04507667,5.67476482,6.257064979,6.053976488,5.92050592,6.50700678
AT3G12690,AGC1-5,257696_at,5.952608413,5.669317268,5.746142782,5.893400814,5.963999435,5.735883273
AT3G12700,,257697_at,8.676789346,8.869834653,8.664297832,8.395459951,8.32377744,8.11374382
AT3G12710,,257701_at,8.478564781,7.666601551,8.071078527,6.92947089,7.83909253,7.21060425
AT3G12720,ATY53,257704_at,3.570244723,3.690261025,3.570244723,3.503681496,3.678691257,3.458552994
AT3G12730,PHL12,257698_at,5.750380836,5.759945139,5.731791917,5.5467748,5.512996389,5.781869331
AT3G12740,ALIS1,257700_at,9.469665644,9.460987131,8.929052105,9.134790481,9.390094496,9.259125473
AT3G12750,ZIP1,257715_at,6.500552486,6.461076846,6.363157291,6.929459071,6.975566638,6.593111896
AT3G12760,,257705_at,10.29392183,9.842169004,9.6544608,9.86337171,10.33510425,9.701046918
AT3G12770,PCMP-H43,257685_at,5.177175687,4.937171246,4.757259363,4.709803003,5.124583017,4.769491479
AT3G12780,PGK1,257699_at,11.8040497,11.67651751,11.53862135,11.4920315,11.68592095,11.64206815
AT3G12800,SDRB,257686_at,9.075804216,9.022926388,8.677606415,8.871439371,8.771336171,8.768672217
AT3G12800,SDRB,257687_at,9.413162108,9.327368784,9.272770809,9.264819401,9.41304622,9.525023326
AT3G12810,PIE1,257688_at,4.156427478,4.11384108,4.299689447,4.145765701,4.091684803,4.18406746
AT3G12820,AtMYB10,257689_at,3.728130304,3.961612378,3.960797734,4.053882775,4.151455862,4.194624769
AT3G12830,SAUR72,257690_at,6.41540582,6.758195211,5.620406505,6.643581929,6.473192501,6.201246987
AT3G12840,,257692_at,2.920911655,2.825693772,2.920911655,2.662089298,2.965615641,3.242486777
AT3G12850,,257693_at,4.427956104,4.581161777,4.767365743,4.807125117,4.336016351,5.024535239
AT3G12860,,257694_at,6.419194503,6.884671407,6.798224458,6.796716225,6.073203945,6.53066911
AT3G12870,,257134_at,7.679437422,7.394778187,7.603374241,7.741476131,7.754328727,7.597027458
AT3G12890,ASML2,257136_at,3.434669403,3.695852918,3.434669403,3.434669403,3.133676058,3.398853093
AT3G12900,,257135_at,4.526060913,4.55573565,4.526060913,4.609077518,4.383615537,4.453470439
AT3G12910,,257846_at,3.050397382,3.017544209,3.005260943,3.072358275,3.084614782,3.131628532
AT3G12920,BRG3,257858_at,9.569178341,9.543380096,9.794287737,9.16207147,9.0137875,9.480670044
AT3G12930,IJ,257856_at,8.543751617,8.695936402,8.78872635,8.782273042,8.715654757,8.981597141
AT3G12940,,257851_at,5.562503245,5.206910594,5.575836045,5.605836757,5.377958798,5.670379309
AT3G12955,,257859_at,4.398003605,3.816571067,3.989110967,3.94436071,4.024444588,3.638516483
AT3G12960,,257853_at,2.620677902,2.812029439,2.941110341,2.812029439,2.8398603,2.9080871
AT3G12980,HAC5,257854_at,7.316175275,7.419830783,7.367627482,7.530561807,7.255884262,7.239194506
AT3G13000,,257547_at,6.841448021,6.746393658,7.483684218,6.75843669,6.828227719,6.802764013
AT3G13020,,257847_at,3.756971111,3.409342599,3.716816552,3.976729358,3.670527577,3.861137599
AT3G13030,,257848_at,5.626512673,5.419277449,5.613396901,5.121399763,5.30130027,5.408884617
AT3G13040,PHL6,257855_at,7.190029423,7.832433469,8.364599147,8.083840126,7.264824813,8.797046898
AT3G13050,07-Oct,257861_at,7.095001316,6.932670615,7.142855323,6.960998747,7.052728859,6.97796277
AT3G13060,ECT5,257849_at,7.819865509,7.95192844,8.033110604,8.078028141,7.847065392,8.21210137
AT3G13062,,257860_at,7.313379588,7.076318263,6.995677981,7.175555175,7.381969869,7.438847753
AT3G13065,SRF4,257850_at,3.544357238,3.464829376,3.488656262,3.544357238,3.544357238,3.744645385
AT3G13070,CBSDUFCH1,257178_at,8.501702982,8.636456956,8.536741155,8.731580823,8.562019153,8.418328165
AT3G13090,ABCC6,257184_at,4.19032429,4.859568454,4.608125184,4.947046186,4.319288654,4.696845775
AT3G13100,ABCC7,257185_at,4.798099993,4.753620815,4.798099993,4.571789171,4.57396492,4.798099993
AT3G13110,SAT3,257194_at,10.96567878,10.54504839,10.62766598,10.94877373,11.41397033,10.93325568
AT3G13120,RPS10,257190_at,10.80042462,11.00843531,10.76437573,10.99051327,10.91808023,10.85558182
AT3G13130,,257186_at,3.384746805,3.490023273,3.617639705,3.313446018,3.372545008,3.744125071
AT3G13140,,257187_at,3.678318856,3.765898057,3.578587557,3.665112829,3.678318856,3.879335775
AT3G13150,,257188_at,6.728806246,6.981538517,6.926199638,6.702474579,6.688202417,6.425697394
AT3G13160,,257193_at,8.117619217,7.967382633,7.80106865,8.183479142,7.967382633,7.83810564
AT3G13170,SPO11-1,257179_at,3.718441813,3.787467341,3.613398046,3.79774165,3.787467341,3.718390511
AT3G13175,,257191_at,7.129161829,7.004131432,5.197943542,6.458259594,7.208038301,5.664914204
AT3G13180,,257180_at,6.992329524,6.98518211,7.144036462,6.813656157,6.942376567,7.248702093
AT3G13190,,257181_at,5.136183667,5.293817607,5.326251379,4.759707119,5.037727235,5.136183667
AT3G13200,EMB2769,257192_at,9.429521622,9.458459773,9.331590981,9.551215079,9.269499079,9.368985516
AT3G13220,ABCG26,257183_at,3.257672054,3.395737567,3.43898414,3.395737567,3.395737567,3.43898414
AT3G13222,GIP1,257189_at,6.670749996,6.787023426,6.670749996,6.813892057,6.731894558,6.552724614
AT3G13225,,257653_at,6.178378692,6.107065486,6.142425126,6.039433616,5.937367041,6.039433616
AT3G13226,,257659_at,7.622722072,7.622722072,7.691855277,7.664487905,7.622722072,7.579855753
AT3G13228,,257656_at,3.320701625,3.490089293,3.417056157,3.320701625,3.287203622,3.285109401
AT3G13230,,257658_at,9.877455912,10.27124137,10.06268993,10.1284375,9.643154412,9.880002446
AT3G13235,,257657_at,8.43292871,8.716699893,8.349926613,8.687406267,8.344094318,8.375388471
AT3G13240,,257682_at,2.868033463,3.091086249,2.901584231,2.806623884,2.868033463,2.779361101
AT3G13280,,257683_at,3.426063748,3.175323147,3.400854494,3.376063059,3.41762303,3.462110638
AT3G13310,,257654_at,8.910163588,8.820139347,8.261781253,8.699580479,9.225179089,8.335659658
AT3G13320,CAX2,257662_at,8.088974675,7.963687056,8.204404938,7.986569616,8.092667355,8.027132178
AT3G13330,PA200,257708_at,7.844578773,8.147145072,7.935284489,8.156018355,7.652448608,8.136761156
AT3G13340,,257661_at,8.099021154,7.803689915,7.814388556,7.736134423,8.227054685,7.875965299
AT3G13350,HMGB10,257655_at,6.540147636,5.838987645,6.181807775,6.096241631,6.21221103,6.110303423
AT3G13360,WIP3,257660_at,7.529809538,7.406604982,7.282999085,7.711278634,7.530683034,7.614481248
AT3G13370,,257681_at,2.806746977,2.733052672,2.812029439,2.884825969,2.730023051,2.928579955
AT3G13380,BRL3,256981_at,7.370424955,7.126066766,7.158294564,6.027959456,6.019445539,5.839746106
AT3G13390,sks11,256955_at,3.678318856,3.761305306,3.856252172,3.761305306,3.39383691,3.4863076
AT3G13400,sks13,256966_at,3.320701625,3.347734043,3.747978009,3.586833021,3.347734043,3.261590302
AT3G13410,,256956_at,9.977002061,10.18847992,10.24982847,10.24982847,10.24982847,10.2514685
AT3G13420,,256957_at,4.76978436,4.825545508,4.674939657,4.825545508,5.035038709,4.825545508
AT3G13430,,256958_at,7.004402385,6.948603065,6.761998529,6.542711929,6.928625836,6.430257952
AT3G13440,,256959_at,7.503627305,7.373186285,7.579185312,7.503627305,7.443634034,7.767578967
AT3G13445,TBP1,256961_at,7.467328518,7.467328518,7.554363417,7.451723206,7.311613933,7.618862454
AT3G13450,DIN4,256965_at,7.652430788,6.971796766,6.660358739,6.99350184,7.70505185,6.843263555
AT3G13460,ECT2,256982_at,10.11916872,10.01281974,9.696472017,10.03248877,10.04239242,9.63410274
AT3G13470,CPN60B2,256983_at,10.07356603,10.50166731,10.95520886,10.68346685,9.944896101,11.13785304
AT3G13480,,256984_at,6.970451331,6.796369826,6.964365463,6.906387783,6.654633958,6.830719358
AT3G13490,OVA5,256963_at,7.505938683,7.436202275,7.71149044,7.595400348,7.457100672,7.779615072
AT3G13510,,256960_at,7.127047247,6.94630996,7.416818552,7.127348031,7.384806821,7.522249472
AT3G13520,AGP12,256964_at,12.21513502,11.98909199,12.60091586,12.00994596,12.08471954,12.22877224
AT3G13540,MYB5,256985_at,4.227619333,4.33242323,4.444638366,4.319473406,4.075105965,4.711990767
AT3G13550,COP10,256954_at,6.831390538,6.517944076,6.403492292,6.621698203,6.843668682,6.743860659
AT3G13560,,256962_at,8.091409591,7.640464399,7.943326079,7.920005064,7.978947138,7.573731455
AT3G13570,SCL30A,256649_at,8.805340993,8.950162778,8.877761573,8.99614207,8.601882399,8.62767861
AT3G13580,RPL7D,256648_at,9.806156559,10.08286521,9.970017684,10.20172899,9.678671059,10.03044686
AT3G13590,,256646_at,5.354672727,5.529201528,5.308056402,5.354672727,5.330453681,5.354672727
AT3G13610,F6'H1,256647_at,10.76713558,10.101508,10.101508,9.923254769,10.101508,8.927494196
AT3G13620,,256650_at,6.547913278,6.31662949,6.524249279,6.742069341,6.443552425,7.000911965
AT3G13630,,256773_at,4.332466632,4.195746017,4.317667811,4.247417408,4.15196449,4.468356416
AT3G13640,ABCE1,256780_at,3.530615339,3.733149702,3.987636348,3.532484071,3.278584508,3.793053427
AT3G13650,DIR7,256781_at,8.84782092,8.576117182,8.658913499,9.25294852,8.830985383,8.971354784
AT3G13660,DIR22,256782_at,3.564044653,3.564044653,3.56249893,3.655927579,3.566625103,3.415259072
AT3G13662,DIR8,257570_at,3.658945792,3.740314076,3.807519609,3.483203757,3.755845748,3.812206116
AT3G13670,,256783_at,8.844536116,8.692400127,8.441582941,8.699280997,8.692400127,8.571968103
AT3G13672,,256789_at,4.232655375,4.475533255,4.37153433,5.446315633,4.679096105,4.865433468
AT3G13674,,256784_at,6.221124698,6.169540214,6.108733671,6.528218863,6.575462362,5.845482666
AT3G13680,,256767_at,3.577093895,3.519758251,3.519758251,3.519758251,3.614599214,3.683160157
AT3G13682,LDL2,256768_at,5.064229252,4.884579306,4.837811366,4.80730321,5.331145123,4.84315997
AT3G13690,,256769_at,8.326369533,8.062916651,8.351139245,7.87181819,7.972540654,8.031602635
AT3G13720,PRA1F3,256785_at,9.053876272,8.506870617,9.266628877,8.785611673,9.339086123,9.023483399
AT3G13730,CYP90D1,256788_at,5.148393128,4.954785238,5.029409871,5.809883276,5.585475755,5.481483842
AT3G13740,,256786_at,7.281544795,7.407301092,7.787541632,7.491580696,7.027585363,7.700059592
AT3G13750,BGAL1,256772_at,9.801782269,9.050572486,9.082152025,9.24565704,9.579180623,9.206689315
AT3G13760,,256774_at,7.514539328,6.829190707,6.954705766,6.877122273,7.906594802,6.368892242
