#age,7 (day),,,,,,,
#ecotype,Col-0,,,,,,,
#development stage,seedling,,,,,,,
,,,,,,,,
Gene ID,Gene Name,DesignElementAccession,H_iaa1GR-IAA-1,H_iaa1GR-IAA-2,H_iaa1GR-IAA-3,H_iaa1GR-Mock-2,H_iaa1GR-Mock-1,H_iaa1GR-Mock-3
AT1G03970,GBF4,265040_at,6.582780679,6.57781509,6.428896808,6.873028579,6.639963477,6.613502515
AT1G03980,ATPCS2,265065_at,4.360314988,4.180170695,3.987389826,4.206624087,4.193720338,3.669700708
AT1G03990,FAO1,265099_at,4.398003605,4.391231751,4.454264725,4.383065981,4.391231751,4.544399702
AT1G04000,,265039_at,7.450737975,7.205615392,7.038919513,7.304213339,7.545599793,7.42812204
AT1G04010,PSAT,265098_at,5.29155184,5.19286131,5.09054877,5.504754404,5.506512444,5.472202994
AT1G04020,ATBARD1,265097_at,7.099388569,7.171342836,7.838391356,7.581239189,6.797124477,7.790345381
AT1G04030,,265096_at,5.172987749,5.08938963,4.857872203,4.98731567,4.94805523,4.644579789
AT1G04040,,265042_at,10.43368706,10.14921907,10.91574614,10.79505805,10.64567208,10.91020187
AT1G04050,SUVR1,257404_at,5.400699229,5.193737425,5.126305775,5.075523623,5.393278428,5.113737359
AT1G04050,SUVR1,265089_at,3.91287571,3.932114816,4.024428315,4.118812559,4.123488688,4.279812954
AT1G04070,TOM9-1,265041_at,7.777415449,7.43434479,7.096725351,7.450115017,7.699026078,7.043718615
AT1G04080,PRP39,265036_at,9.030600766,8.916060007,8.642257666,9.058387607,9.00381276,8.654890971
AT1G04090,,264320_at,4.250061767,4.301376397,4.026401143,4.301376397,4.305586067,4.301376397
AT1G04100,IAA10,264328_at,6.135224499,5.859631067,5.890951033,5.49698858,5.900401,5.681767761
AT1G04110,SBT1.2,264319_at,5.931685249,7.080221419,6.514927344,7.030843869,6.06308922,6.87979728
AT1G04120,ABCC5,264330_at,7.774050627,7.782021377,7.636871701,8.109257623,7.759350035,7.562461512
AT1G04130,TPR2,264331_at,5.748779864,6.570060309,6.151031733,6.401631139,5.506562619,6.175416223
AT1G04140,,264329_at,8.98420779,8.939381538,8.802331538,8.988259259,9.180912375,9.006464519
AT1G04150,,264325_at,3.756971111,3.756971111,3.775797774,3.756971111,3.740776188,3.79099004
AT1G04160,XI-B,264324_at,4.532246277,4.597224025,4.903902187,5.007936374,4.753330528,4.839624528
AT1G04170,EIF2 GAMMA,264327_at,10.24012135,10.29634549,10.37322699,10.40985358,10.01086846,10.1288337
AT1G04180,YUC9,264323_at,3.819827327,3.70780512,3.946514706,4.24405033,4.298782778,3.445925606
AT1G04190,TPR3,264322_at,8.384621665,8.493959327,8.563647545,8.487824587,8.27893969,8.524229371
AT1G04200,,264321_at,7.030169553,6.712505379,6.649260985,6.679039919,6.736355584,6.441219147
AT1G04220,KCS2,264318_at,7.314287825,6.720694489,7.63130693,7.314287825,7.304088846,7.28335593
AT1G04230,,264326_at,6.316750506,6.413686091,6.381831582,6.472839856,6.358724752,6.524993104
AT1G04240,SHY2,263656_at,8.241109163,8.166602734,8.830812416,6.966731158,7.468831541,7.549543137
AT1G04250,IAA17,263664_at,9.647424012,9.415669983,9.890689452,9.131941278,9.260693257,9.267498053
AT1G04260,PRA1D,263660_at,8.034717192,8.137329405,7.916489791,8.071439368,8.148735549,7.768369504
AT1G04270,RPS15A,263667_at,12.31838795,12.10927545,11.94215845,12.21162113,12.07631237,11.97688934
AT1G04290,,263661_at,7.409967575,7.041285822,7.467004876,7.455906814,7.228867659,7.547746398
AT1G04300,,263654_at,7.845248958,8.115683952,7.642224006,8.047964324,7.746621916,7.770053779
AT1G04310,ERS2,263653_at,7.774124789,7.675874057,7.621161623,5.578983919,6.963996924,5.361390089
AT1G04330,,263652_at,4.295436363,3.801019468,3.679907707,4.451367301,4.587291752,4.388546048
AT1G04340,,263651_at,8.791667272,8.734883848,8.775200661,8.906944718,8.86562817,8.59683076
AT1G04350,,263668_at,7.235210252,7.297739831,8.094147575,7.687080637,6.959567776,8.685211448
AT1G04360,ATL1,263650_at,5.29155184,5.34707378,5.160721444,5.279522637,5.716776952,4.933008377
AT1G04380,,263649_at,3.057893384,3.057893384,3.372670944,3.057893384,3.023497091,3.057893384
AT1G04390,,263648_at,5.603214693,5.603214693,5.711700348,5.4692694,5.716181513,5.633167973
AT1G04400,CRY2,263669_at,9.602120268,9.175308028,9.225834748,9.057093318,9.520189504,9.354494507
AT1G04410,MDH1,263663_at,12.47782357,12.63828762,12.2189274,12.69090009,12.54092431,12.42126045
AT1G04420,,263678_at,8.861083656,8.858853687,8.909560043,8.808616395,9.003913208,8.888043419
AT1G04430,,263662_at,10.89944554,10.51061522,10.94333115,10.64137554,10.74442304,10.64232193
AT1G04440,CKL13,263657_at,7.730259653,7.484243698,7.552877198,7.575513641,7.575513641,7.561381238
AT1G04470,,263659_at,3.167256086,3.108694595,3.00430813,3.212704475,3.375884738,3.129065764
AT1G04480,RPL23B,263665_at,11.79283994,11.53866337,11.40723181,11.61396578,11.62229154,11.39753169
AT1G04490,,263658_at,3.180928204,3.212723783,3.212723783,3.2934077,3.229861935,3.196956329
AT1G04500,,263655_at,3.310125343,3.454880333,3.417189796,3.459145552,3.513286329,3.530615339
AT1G04510,PRP19A,263666_at,8.065416309,8.397192466,8.394587726,8.391579965,8.067046571,8.320371429
AT1G04520,CRRSP3,263677_at,7.012204367,7.308931721,7.48026884,7.610535696,6.910014569,7.147273601
AT1G04530,TPR4,264609_at,7.469859649,8.060981878,8.805978217,8.380549935,7.436768046,8.744042313
AT1G04540,,264601_at,4.492988878,4.636282074,4.636282074,4.777503471,4.612028468,4.671072215
AT1G04550,IAA12,264605_at,7.36889754,7.10994661,7.325283364,6.47710375,6.930468055,6.768909183
AT1G04560,,264612_at,4.068711252,4.336019422,4.500936266,4.207197851,4.273262679,4.477293248
AT1G04590,,264615_at,8.109405093,7.892499095,8.125104644,7.953845512,7.837518697,8.119166288
AT1G04600,XI-A,264599_at,3.217992527,3.073586051,3.295695088,3.14425361,3.217992527,3.217992527
AT1G04610,YUC3,264598_at,5.131141858,5.129064807,5.580916515,4.79587641,5.045492651,4.808894117
AT1G04620,HCAR,264597_at,7.713324741,6.43228689,5.321370173,6.117517823,7.59419533,6.200342641
AT1G04625,,264596_at,2.891952685,3.221839237,3.261590302,3.093255302,3.196935755,3.093255302
AT1G04640,LIP2,264613_at,7.876240086,7.821198058,7.825060641,7.876799191,8.007401572,7.919247707
AT1G04645,SPH5,264610_at,3.22238562,2.876035033,3.135825202,3.089918976,3.182087365,2.970901003
AT1G04650,,264604_at,3.990367925,4.123693313,4.590809637,4.230676854,4.123693313,4.287604931
AT1G04660,,264606_at,5.93691276,5.722698479,5.890997049,5.863721219,6.055182282,5.867218899
AT1G04670,,264603_at,2.866562645,2.866562645,2.833706453,2.817927179,2.866562645,2.786956833
AT1G04680,,264611_at,9.265253193,9.400773713,10.01031639,9.559826964,9.094344921,9.825643199
AT1G04690,KAB1,264607_at,10.6024394,10.56139528,10.64148671,10.79872052,10.56855726,10.63131223
AT1G04700,,264602_at,4.058063634,3.833940494,3.944833844,3.963770528,4.036413284,3.822153095
AT1G04710,KAT1,264608_at,7.833192999,7.459558692,7.659856022,7.530014333,7.787932741,7.886809559
AT1G04730,CTF18,264600_at,5.402154852,5.402154852,5.779360692,5.435992806,5.267095972,5.333708385
AT1G04750,VAMP721,264595_at,10.24333338,9.980503666,9.8615835,9.847695383,10.23878282,9.731803724
AT1G04760,VAMP726,261178_at,5.195146153,5.230582465,5.429833246,5.233967977,4.881976127,5.233967977
AT1G04770,,261177_at,7.553277219,7.328260798,8.772663548,7.519681744,7.299315293,8.782358739
AT1G04780,,261176_at,6.851873684,7.289571352,7.264801376,7.201861004,6.949598222,7.289424587
AT1G04790,,261127_at,6.538287236,6.564448157,6.495811862,6.374079122,6.443047789,6.467925085
AT1G04800,,261175_at,9.005078282,9.053778013,8.666854679,9.121022011,9.291579765,8.689268232
AT1G04810,RPN2B,261174_at,8.343679685,8.357891207,8.261647525,8.359717565,8.3199615,8.291095255
AT1G04820,TUBA4,261129_at,11.3876478,10.81514414,11.51058805,11.00035418,11.32685193,11.23919381
AT1G04830,,261173_at,7.508317861,7.228025475,7.526756577,7.404757601,7.426971331,7.345748307
AT1G04840,PCMP-H64,261172_at,4.06670502,3.723865226,3.763140768,3.763140768,3.685282224,3.867479126
AT1G04850,,261153_at,8.576937563,9.023798047,8.642570867,9.021902668,8.601562048,8.758053679
AT1G04860,UBP2,261128_at,7.482793973,7.675434843,7.445308886,7.532910845,7.331321235,7.519805833
AT1G04870,PRMT10,261130_at,8.964797114,9.249133059,8.880714534,9.279531678,8.806302745,8.530026099
AT1G04880,HMGB15,261171_at,3.717500786,4.077975102,3.97970326,3.76239868,3.872210477,4.017660872
AT1G04900,,261124_at,6.893094899,6.730755775,6.819319277,6.511877816,6.877671727,6.654878384
AT1G04910,,261170_at,8.044752949,7.919761691,8.128042228,8.053913553,7.908352891,8.011428849
AT1G04920,SPS3,261169_at,3.353526496,3.740707769,3.843598856,3.707642555,3.452354619,3.956107325
AT1G04930,,261152_at,6.024311703,6.452389213,6.338405576,6.30241588,6.357939364,6.000427726
AT1G04945,,261168_at,7.275166307,7.711774379,7.066492683,7.310253411,7.162828285,6.746572885
AT1G04950,TAF6,261126_at,7.254670266,6.716829645,6.888475187,6.950006434,7.145779301,6.747850799
AT1G04960,,261155_at,8.130767405,8.198308946,8.130767405,8.130767405,7.954080102,8.261895983
AT1G04970,,261154_at,8.25218927,8.277615292,8.186017497,8.411555316,8.192568364,8.25218927
AT1G04980,PDIL2-2,261167_at,7.340082168,7.006490235,7.560047603,7.340082168,7.265024608,7.627563451
AT1G04985,,261179_at,8.065542496,8.448540174,8.025557795,8.174997561,8.070867745,8.086103271
AT1G04990,,261125_at,7.186262004,6.530003146,6.323942596,6.456977663,6.996105185,6.428465879
AT1G05000,,265214_at,8.088619913,7.042967783,7.014346621,7.307774799,8.082688116,7.17263235
AT1G05010,ACO4,265194_at,12.23631619,12.30966367,11.61326839,11.62529165,12.08349388,11.50813524
AT1G05020,AP180,265213_at,6.072145392,5.978249344,5.723718214,5.504754404,5.690540849,5.138089172
AT1G05030,,265212_at,6.750716917,6.665064198,6.715932269,6.525195607,6.891917961,6.665064198
AT1G05040,,265215_at,3.315868898,3.315868898,3.387940227,3.313776694,3.27237518,3.315868898
AT1G05055,GTF2H2,265218_at,7.377156665,7.52432631,7.49550512,7.599984581,7.357381825,7.503690308
AT1G05060,,265192_at,7.2432282,7.154811529,6.957072974,6.853094456,7.020088518,7.39697971
AT1G05070,,265193_at,7.648744284,7.700969802,8.057173055,7.610527946,7.41913209,7.872881739
AT1G05100,MAPKKK18,265216_at,4.883911977,4.996274906,4.996274906,5.143449571,4.993969483,4.996274906
AT1G05120,,265191_at,6.300460017,6.467481878,6.241863938,6.195114528,6.74793662,6.372908232
AT1G05140,ARASP2,264584_at,7.924082823,7.76471985,8.735805513,8.092160658,8.38183303,8.79574268
AT1G05150,,264568_at,8.04976454,8.054676137,8.247999917,8.1144902,8.019302678,8.118420199
AT1G05160,KAO1,264586_at,6.035446155,5.824789144,5.777743797,5.608132544,6.101034302,5.829668232
AT1G05170,B3GALT2,264583_at,7.016741683,7.055465535,7.155296025,7.17528642,7.083774063,7.145104705
AT1G05180,AXR1,264585_at,8.404919514,8.551205987,8.327700757,8.490506475,8.395364733,8.346181889
AT1G05190,RPL6,264575_at,10.89295665,10.98524854,10.53677688,10.80618034,11.00802277,10.52381344
AT1G05200,GLR3.4,264587_at,6.266195808,6.374457427,7.275739103,7.09411819,6.457600374,7.402832796
AT1G05205,,264579_at,8.708411198,8.729461554,8.21105794,9.014590968,8.617181737,8.335961785
AT1G05210,,264581_at,7.902806634,7.844227309,7.9497905,8.208101922,7.9497905,7.949327494
AT1G05230,HDG2,264582_at,7.085432404,6.395745253,6.965095077,6.664713073,7.209122139,7.222278792
AT1G05260,PER3,264577_at,8.012402286,8.066324931,7.558508367,8.874741341,8.460782132,8.162483615
AT1G05270,,264566_at,6.947972732,7.104399089,6.8880242,7.14200215,6.940308129,6.942376567
AT1G05280,,264565_at,3.877619036,4.780413959,4.246774123,5.958886046,4.39850341,4.942797097
AT1G05290,,264564_at,2.829129224,3.253042887,3.155325997,3.252044009,2.981571378,3.093255302
AT1G05300,ZIP5,264574_at,7.397455174,6.936007596,6.615619886,7.1365603,7.593056722,6.794578962
AT1G05310,PME8,264573_at,5.49524245,5.49524245,5.49524245,5.577194738,5.485716348,5.49524245
AT1G05320,,264572_at,7.05415006,7.229773933,7.247285001,7.391312759,7.159354113,7.598454862
AT1G05330,,264571_at,3.153257548,3.273034907,3.212723783,2.999199538,3.132989704,3.305902803
AT1G05340,,264580_at,7.086054926,6.305201579,6.560991284,6.268789564,7.111302816,8.473645267
AT1G05350,,264570_at,7.868921404,7.713315432,7.642636689,7.70804689,7.636666221,7.547028127
AT1G05360,KMS2,264576_at,6.867476665,6.728214069,7.290159516,7.353533206,7.060987752,7.27175808
AT1G05370,,264578_at,5.580362506,5.19286131,5.19286131,5.061368899,5.212458506,4.811880145
AT1G05380,,261383_at,7.998507164,7.811519286,7.661688678,7.776375586,7.838079266,7.901590518
AT1G05385,PSB27-2,261388_at,7.044130853,6.713770421,7.916694199,7.168430562,6.880777236,7.865581434
AT1G05400,,261380_at,4.894663804,4.4646097,4.660619552,4.598058915,4.733988275,4.825355219
AT1G05410,,261387_at,6.805198097,6.603574723,6.467585864,7.004216971,6.571477123,6.208732669
AT1G05430,,261386_at,7.356796284,7.545564711,7.652305597,7.532935212,7.451386267,7.720616937
AT1G05440,,261384_at,4.259373296,4.582063073,4.604359558,4.467555089,4.236633722,4.448737685
AT1G05450,,261385_at,3.560368418,3.297780821,3.610412353,3.59084031,3.560368418,3.560368418
AT1G05460,SDE3,261381_at,5.36002271,5.521048651,5.416989222,5.416989222,5.416989222,5.575886956
AT1G05470,IP5P6,261382_at,5.505273112,5.575004807,5.289877199,5.309844662,5.654409479,4.95339683
AT1G05490,CLSY3,263203_at,3.142891154,3.11419706,3.116983985,3.284052429,3.11419706,3.048774112
AT1G05490,CLSY3,263204_at,3.408763965,3.071031621,3.240634907,3.147056674,3.452018214,3.16380095
AT1G05500,SYT5,263205_at,7.87304171,7.694893337,8.037365532,7.835434541,7.834572281,8.108348278
AT1G05510,OBAP1A,263175_at,4.491219716,4.277926994,4.28263933,4.468713376,4.28263933,4.28263933
AT1G05520,,263185_at,8.665158202,8.566082073,8.510739622,8.498821727,8.339847101,8.35438568
AT1G05530,UGT75B2,263176_at,3.203801818,3.37713747,3.265257416,3.700408535,3.705838992,3.484312026
AT1G05540,,263177_at,5.320616525,5.394446138,5.546601297,5.513929574,5.416573512,5.551796197
AT1G05550,,263178_at,3.449458771,3.162381726,3.340693666,3.340693666,3.102047507,3.261590302
AT1G05560,UGT1,263184_at,7.802476261,7.637719787,6.735229944,6.740205808,7.630970166,7.111453093
AT1G05570,CALS1,263183_at,7.536874012,7.450414294,7.200843813,7.725212863,7.848410222,7.581249812
AT1G05575,,263182_at,6.355508749,6.964854152,5.871464448,5.719123586,6.874228649,5.999423054
AT1G05577,,263233_at,3.678318856,3.588309443,3.774674205,3.418883983,3.556349749,3.398853093
AT1G05590,HEXO2,263199_at,5.708401955,5.65297728,6.047870498,5.533739334,5.773825119,5.892274044
AT1G05600,,263200_at,6.898649655,6.727310498,6.777957723,6.744854416,7.12227486,6.928355615
AT1G05610,APS2,263201_at,3.460152883,3.366849424,3.426804679,3.303148463,3.384405072,3.339040124
AT1G05620,URH2,263180_at,8.515923628,7.857666,8.241688802,8.459819651,8.723335379,8.281162542
AT1G05630,AT5PTASE13,263202_at,5.758818869,5.694725728,6.09097912,5.975375289,5.588916823,5.849639177
AT1G05670,,263230_at,4.432472329,3.989673205,4.179205217,3.870415448,4.315994203,3.921063368
AT1G05680,UGT74E2,263231_at,6.349505102,9.599842877,7.133815995,7.006988832,5.202605565,8.992894931
AT1G05690,BT3,257451_at,4.32354076,4.481728557,4.832364312,4.633558993,4.898217869,5.226715512
AT1G05700,,263232_at,6.733076663,6.352404156,6.311269075,6.890447647,6.668269385,6.072949015
AT1G05710,,263179_at,7.287455441,6.723434615,6.723434615,6.695612683,6.895400963,6.539433393
AT1G05720,,263181_at,8.998339494,8.772402897,8.529111249,8.658179825,8.807084676,8.558857139
AT1G05740,,257452_at,3.739148757,3.91691017,4.088795075,3.96330234,3.96330234,3.96330234
AT1G05750,PDE247,261310_at,5.841548409,5.165760526,5.175676934,5.430987483,5.940457435,5.384053524
AT1G05760,RTM1,261256_at,5.937233853,6.034665212,5.931632849,5.937233853,5.850615571,6.067928227
AT1G05770,JAL2,261311_at,4.219595298,3.99070017,4.075895068,4.117276342,4.358819281,4.075895068
AT1G05790,,261312_at,7.186216192,6.603340263,6.888393966,6.734756395,7.071097818,6.866719799
AT1G05800,DGL,261278_at,3.690925494,3.662904276,3.822388193,3.773500276,3.609077649,3.713536227
AT1G05805,BHLH128,261254_at,7.029494808,6.679676032,6.880864148,6.918897783,7.151567479,7.088452255
AT1G05810,ARA,261252_at,7.572454954,6.72291252,7.238317946,7.136471872,7.564102184,7.019971656
AT1G05840,,261253_at,7.311765028,7.031211581,6.966382475,6.935759747,7.355482946,7.091809566
AT1G05850,CTL1,261279_at,11.38288059,11.40258837,11.60045063,11.32853421,11.56780618,11.49921872
AT1G05860,,261280_at,5.640784508,6.030624217,6.197531584,5.95903683,5.560888308,5.760870253
AT1G05880,ARI12,261249_at,3.706047646,4.037749989,3.982823782,4.207197851,4.007949924,3.912741943
AT1G05890,ARI5,261250_at,7.77961269,7.292493672,7.17180768,7.176426245,7.796917842,6.840874644
AT1G05900,NTH2,261255_at,5.18044518,5.452178991,6.057590933,5.486404289,5.07080445,6.196703769
AT1G05910,,261257_at,7.37247086,7.343895508,7.21586196,7.348911947,7.326373344,7.262975768
AT1G05920,,261251_at,3.614215972,3.541868279,4.084269192,3.402661212,3.608762381,3.701670478
AT1G05940,CAT9,260927_at,8.351766553,7.806955491,8.137406573,7.720733692,8.264720003,8.256466602
AT1G05950,,260945_at,5.149329325,5.165360089,5.217927699,4.960294481,4.856078704,5.198109586
AT1G05960,,260961_at,7.529947204,7.140698869,7.184868902,6.914007452,7.404004133,6.996105185
AT1G05990,CML7,260960_at,3.482840838,3.36794217,3.554737873,3.613019001,3.482840838,3.626425462
AT1G06000,UGT89C1,260955_at,7.986610051,8.036624752,8.953450902,8.998150694,8.262765956,9.094903042
AT1G06010,,260946_at,7.920315542,7.66602129,7.518669546,7.806244792,7.802207564,7.517077546
AT1G06020,,260947_at,3.658937951,3.754885057,3.813237829,3.764064461,3.804413624,3.779458749
AT1G06040,BBX24,260956_at,7.381543462,10.51707817,11.12312026,10.77385147,7.568204865,11.10219366
AT1G06050,,260959_at,5.978058871,6.342355954,6.580373037,6.524913756,6.26991278,6.622693302
AT1G06060,,260958_at,7.473384808,7.31612184,7.426793485,7.626677729,7.446480506,7.565372203
AT1G06070,,260953_at,7.036960133,7.330715434,7.070460843,7.081128761,6.941689168,6.916031403
AT1G06080,ADS1,260957_at,7.959556095,7.741895295,8.928626003,6.472839856,7.075050352,6.728245555
AT1G06100,,260948_at,5.549680701,5.289159889,5.334792219,5.18375462,5.679810659,5.521213399
AT1G06110,SKIP16,260949_at,8.312635225,7.890902055,7.865514435,7.749363021,8.304300089,8.128405573
AT1G06130,GLX2-4,260954_at,7.71699687,7.572608674,7.318238236,7.561727648,7.405341879,7.646654027
AT1G06140,PCMP-E61,260952_at,4.210224235,4.194809656,4.280098683,4.250295891,4.358850877,4.182993503
AT1G06150,EMB1444,260951_at,5.022277894,5.1890753,5.100830962,5.022277894,5.091398215,5.022277894
AT1G06160,ERF094,260783_at,7.194978145,6.840717433,5.571387843,7.306410264,7.682200091,6.393655233
AT1G06170,BHLH89,257491_at,2.992792709,2.968600759,2.941110341,2.795804422,3.135204486,3.01816137
AT1G06180,ATMYB13,260784_at,6.930861052,6.545575815,6.202882054,6.480698871,6.711256452,6.095347453
AT1G06190,,260793_at,8.450559284,8.831657053,8.703764081,8.739088802,8.422502888,8.980303568
AT1G06200,,260785_at,8.988046439,9.5975801,9.348210324,9.629852525,9.230593033,9.346096785
AT1G06210,TOL2,260794_at,7.777848615,7.936672497,7.859523374,8.107898979,7.456526666,7.796867495
AT1G06225,CLE3,260795_at,2.942938292,2.868535464,2.805030195,2.893223562,2.825004661,2.73982812
AT1G06230,GTE4,260787_at,7.319816757,7.722006104,7.395468806,7.449003486,7.27391391,7.313784141
AT1G06240,,260790_at,6.534633172,6.203836908,6.549796558,6.359974288,6.529350601,6.482075475
AT1G06250,,260791_at,2.99308481,3.120419629,3.226965112,3.292969133,2.865637379,3.420798844
AT1G06260,,260788_at,3.159248027,3.256363727,3.404554157,3.401330811,3.320880959,3.347734043
AT1G06270,,260792_at,5.686231778,5.715505471,5.853810212,5.969056202,5.757449139,5.496824063
AT1G06310,ACX3.2,259419_at,3.865646903,3.973335628,3.903380884,3.96330234,3.607054499,3.82830544
AT1G06320,,259389_at,4.090710748,4.035549537,4.039295686,4.382884008,4.161682284,4.028855333
AT1G06340,,259390_at,3.410990545,3.459714518,3.457780022,3.420012436,3.457780022,3.402628605
AT1G06380,,259392_at,7.712619358,8.158623857,7.992623916,8.112625286,7.602616469,7.817494718
AT1G06390,ASK9,259396_at,8.304042458,8.430532904,8.35393135,8.110552401,8.259191206,8.25218927
AT1G06400,RABA1A,259395_at,8.843557384,8.803949605,8.885931116,9.037223424,8.814289491,8.875677668
AT1G06410,TPS7,259393_at,9.20524386,9.262380474,9.462823475,9.3004909,9.317526083,9.523877139
AT1G06420,,259394_at,3.98659162,3.859858746,3.812206116,3.956561671,4.06803302,3.606856931
AT1G06430,FTSH8,262626_at,7.777415449,8.580025747,8.84220087,8.580025747,7.559690759,9.574050718
AT1G06440,,262625_at,4.122543883,4.099228008,3.837499506,3.96330234,4.226965489,3.475386901
AT1G06450,CAF1-1,262624_at,6.228970925,6.414842302,6.223271843,6.277479212,5.728036875,6.148239286
AT1G06460,ACD32.1,262629_at,9.508777849,8.481458368,8.410754792,8.539124393,9.647004742,8.681511224
AT1G06470,,262623_at,7.806276889,7.315003392,7.709493856,7.583113296,7.992054894,7.647773513
AT1G06490,CALS7,262628_at,4.219076416,4.322351044,4.299827588,4.219076416,4.151979691,4.144670718
AT1G06500,,262631_at,6.243016917,6.074551308,6.285927015,6.028569621,6.103056602,6.361989239
AT1G06510,,262622_at,6.708421904,6.766354814,6.619762294,6.603824189,6.730344899,6.830446007
AT1G06520,GPAT1,262630_at,4.068401087,4.170448668,3.741571772,4.132413683,4.462613089,3.947864864
AT1G06530,PMD2,262621_at,9.385139958,9.496874301,9.436620045,9.632366934,9.566609913,9.117916192
