#devolpment stage,radicle emergence,,,,,,,,,,,,,
#ecotype,Ler-0,,,,,,,,,,,,,
#dose,20 (micromolar,,,,,,,,,,,,,
Gene ID,Gene Name,DesignElementAccession,Penfield_1-10_embryo-control_Rep1_ATH1,Penfield_1-4_endosperm-ABA_Rep1_ATH1,Penfield_1-12_embryo-control_Rep3_ATH1,Penfield_1-1_endosperm-control_Rep1_ATH1,Penfield_1-15_embryo-ABA_Rep3_ATH1,Penfield_1-13_embryo-ABA_Rep1_ATH1,Penfield_1-3_endosperm-control_Rep3_ATH1,Penfield_1-11_embryo-control_Rep2_ATH1,Penfield_1-5_endosperm-ABA_Rep2_ATH1,Penfield_1-2_endosperm-control_Rep2_ATH1,Penfield_1-14_embryo-ABA_Rep2_ATH1,Penfield_1-6_endosperm-ABA_Rep3_ATH1
AT5G09830,BOLA2,250454_at,8.419638647,7.959060161,8.493070535,8.133905108,8.299991535,8.557852519,8.417893716,8.529110146,8.577506565,8.750501864,8.230607551,8.788619675
AT5G09840,,250504_at,3.944992659,4.691854028,3.969576433,3.440982854,4.811239479,4.827164951,3.05321282,3.747781737,4.451953034,3.776217816,4.388269772,4.273830787
AT5G09850,MED26C,250460_at,7.407636034,7.497846766,7.305305555,8.085603451,6.77532129,6.884302658,8.410483366,7.42074707,7.470329968,8.078920999,6.620935173,7.970227298
AT5G09860,THO1,250459_at,6.565545517,6.615534712,6.419550775,6.562038956,6.576079674,6.663760424,6.609812005,6.680308569,6.90812908,6.821099122,6.861902633,7.133516299
AT5G09870,CESA5,250505_at,7.428418377,5.563427228,7.433321511,6.086681851,5.698137126,5.515629853,5.83931641,7.558856101,5.620625608,6.316962728,6.068787138,5.145711833
AT5G09880,,250457_at,6.5866658,7.394424235,7.093067126,7.00755616,7.615303481,7.541710387,6.948104598,6.793518532,7.297204218,6.929541615,7.65672235,7.325529176
AT5G09890,,250513_at,4.608602682,4.946107939,4.824997384,5.296641618,4.347043171,4.465508962,4.978828824,4.855179384,4.985066548,4.779913093,4.551663236,4.732129488
AT5G09900,EMB2107,250456_at,9.377409304,9.996339921,9.573878328,9.878110336,10.41229042,10.29927149,9.879200902,9.492702172,10.1073913,9.93208299,10.20158416,10.29323784
AT5G09920,NRPB4,250510_at,9.258996281,8.843540483,9.599788657,9.149807876,9.486879653,9.04253678,9.738578065,9.31559504,9.363028739,9.457460419,9.47531254,9.577080695
AT5G09930,ABCF2,250506_at,3.158806762,3.084185242,3.129866081,3.222009816,3.255687823,3.373283572,3.503770899,3.326250186,3.18553128,3.223385351,3.249455542,3.114064273
AT5G09940,,250507_at,3.45862119,3.600419333,3.822774039,3.691101241,3.524841609,3.719306754,3.819690508,3.681453688,3.775427378,3.68620137,3.895638354,4.070186828
AT5G09950,PCMP-H35,250508_at,3.940332598,4.186961269,4.063518499,3.729836011,4.687144285,4.49289561,3.565664184,3.549278149,3.791885383,3.565065325,4.273493442,3.926206854
AT5G09960,,250511_at,8.036759902,6.885013852,7.55854728,7.85618134,6.561621055,6.656898043,8.110765456,8.230230017,7.183580786,8.144904387,6.503472929,7.099153329
AT5G09970,CYP78A7,250509_at,5.881584109,6.85409117,6.023726165,6.138924224,7.184880709,7.148488675,5.14864456,5.636980444,6.297554437,5.788313395,7.006472298,7.201846379
AT5G09980,PEP4,250455_at,8.960032716,7.421296969,8.532484448,5.728117088,7.838317664,8.027313199,4.612704655,8.906634165,7.485084418,5.94642153,8.007693085,6.658257419
AT5G09990,PEP5,250485_at,2.735864047,4.56239745,2.908588278,3.881294545,4.655565879,4.384286874,4.303347386,3.044635635,4.584783792,4.22645112,4.285399135,4.318459078
AT5G09995,,250512_at,6.212629078,4.872204697,5.725754545,5.019432807,5.002318585,5.040995751,5.190636303,6.049977586,4.808740568,5.183145946,4.576982071,4.547830502
AT5G10010,,250461_at,8.251679652,7.936925257,8.591203326,7.657449717,8.581163715,8.550596894,7.19792851,8.285525035,8.133854813,7.848486018,8.401746099,7.526748062
AT5G10020,,250462_at,5.230521875,5.271824876,5.448550524,5.098515644,5.129753593,5.472705628,4.416399378,5.368018235,5.106639541,4.99001833,5.280595629,5.094256028
AT5G10030,TGA4,250463_at,5.85906513,6.193828402,6.031532986,6.534550866,6.365856141,6.218082417,6.576795704,5.893530618,6.3864921,6.497465351,6.2337951,6.25388532
AT5G10040,,250464_at,3.334819511,3.066507386,3.10141273,3.164797372,3.113255633,3.119317369,3.150534063,3.285819187,3.070171464,3.253364749,3.094607721,3.308434724
AT5G10070,,250465_at,7.854817567,8.188309078,8.17916898,7.71944051,8.716952351,8.281641697,7.517596524,7.571774494,8.092103174,7.510993912,8.355391362,8.615983602
AT5G10090,TPR13,250466_at,3.510684057,3.228510435,3.271025407,3.382921726,3.489973862,3.401918361,3.265773586,3.472623246,3.441395834,3.505277598,3.749860463,3.50516941
AT5G10100,TPPI,250467_at,3.330768414,3.414979643,3.328449673,3.618256044,3.656628725,3.565407493,3.564522198,3.728524605,3.468872462,3.624912904,3.814817176,3.563075964
AT5G10120,EIL4,250468_at,5.475275948,11.88501586,5.342123238,10.93550874,7.725684835,8.017617736,11.16781325,5.17111157,12.24183152,11.41244774,7.661848695,12.08256639
AT5G10130,DFC,250469_at,7.595977696,6.263086276,7.895913115,5.680999835,6.153312454,6.132087977,4.895368984,7.365246206,6.257377035,5.433522377,5.479944864,5.716012118
AT5G10140,FLC,250476_at,4.197999631,4.199581437,4.261024884,4.007653801,5.105946088,5.060345301,4.372280323,4.398798298,4.257463325,4.119731597,5.256774222,4.25679124
AT5G10160,,250470_at,7.847441884,6.42138438,7.979905758,5.948742445,7.409132589,7.052143742,5.460991828,7.818702662,6.859026366,6.106003916,7.184269257,5.737693258
AT5G10170,IPS3,250471_at,3.753915081,3.641002324,3.632883819,5.986643733,3.537792073,3.525038028,8.870898187,4.305843944,3.651455031,6.41079495,3.528755932,3.640781
AT5G10180,SULTR2;1,250475_at,3.823700456,3.928229109,3.732816403,3.821610284,3.93117787,3.695940031,3.91832882,3.711393559,3.801439397,3.585716327,4.039588532,3.751116248
AT5G10190,,250477_at,3.546691248,4.15594127,3.646736114,4.115507128,3.966819895,4.036692721,4.561254729,3.556909645,4.352188809,4.149034192,3.835823087,5.277975491
AT5G10210,,250472_at,3.386264696,3.348482483,3.45576413,3.569428525,3.395743771,3.438393037,3.848861825,3.376491086,3.525225333,3.430728895,3.994761879,3.543500004
AT5G10220,ANN6,250473_at,3.012390336,3.134878124,3.059409883,3.147228542,3.068981485,3.300154436,3.314392817,3.079332775,3.236198112,3.401441112,3.378806884,3.216017124
AT5G10230,ANNAT7,250474_at,2.748074608,2.816001496,2.877040025,2.815885167,2.697115488,2.837940977,2.922259452,3.053246315,2.849526949,2.945664973,2.848335939,2.848971494
AT5G10240,ASN3,250484_at,6.002392518,6.1089098,6.348368941,5.738661943,6.164086277,5.703372361,5.215810892,6.226884252,5.811494588,5.196231758,5.311182809,5.429174071
AT5G10250,DOT3,250478_at,3.184186018,3.195137389,3.286390932,3.303325619,3.056285447,3.059383459,3.316326922,3.095212402,3.072082023,3.329843187,3.309184592,3.108809729
AT5G10260,RABH1E,250479_at,3.832224597,2.879658345,3.58527321,2.992109417,3.185192437,2.794711713,3.124769312,3.502139549,2.885907632,3.148338188,2.95689376,2.896482386
AT5G10270,CDKC-1,250451_at,6.517771428,7.211205159,6.515078842,7.632089214,6.925687298,6.960339954,7.69917119,6.555356981,7.095975028,7.620166651,6.927957349,7.299720293
AT5G10280,MYB92,250450_at,4.301271995,4.407109152,4.279214137,4.298488156,4.088491822,4.469328937,3.728356058,4.576094583,4.178339752,4.041711362,4.148286441,4.279430582
AT5G10290,,250480_at,6.918232936,6.459495471,6.697159819,6.722800511,6.052120059,5.911412852,6.841457367,6.812067472,6.453775921,7.009821146,5.391375225,6.327743777
AT5G10300,HNL,250483_at,5.249497935,9.555910995,4.802592944,9.65321003,7.282323919,7.599741317,9.981737271,5.649657115,9.688058832,9.535557376,7.732336167,10.05345212
AT5G10310,,250481_at,3.710750463,3.493674743,3.475623167,3.464093517,3.364101222,3.330345734,3.438262231,3.538361612,3.493104681,3.411233976,3.179257804,3.467350802
AT5G10320,,250482_at,6.042410683,4.796381855,6.106216646,4.228064876,5.669689226,5.453683256,3.444205967,5.772206678,4.728374145,4.34555762,5.390574862,4.523669919
AT5G10350,PABN3,250436_at,8.180446153,8.215406027,8.117576269,7.747620876,8.361917516,8.519735615,7.8885179,8.151862407,8.442605391,8.202384597,8.607831052,8.432325321
AT5G10360,RPS6B,250440_at,11.74018853,11.69916142,11.6596833,10.95841984,11.92556836,11.81960402,10.28277786,11.60366114,11.74191795,11.14699413,11.64907634,11.14775386
AT5G10380,ATL55,250435_at,3.075632745,3.834932848,3.231278205,3.303396995,3.673946178,3.561959522,3.34807752,3.529891208,4.77665022,3.375513179,3.471554344,3.680647548
AT5G10390,HTR1,250434_at,9.10038509,7.85687618,9.346119413,6.725005924,7.75159484,8.304033771,6.592291031,9.299504836,7.856590335,6.589878457,8.489953127,7.376385652
AT5G10400,HTR1,250433_at,9.010007004,6.897310594,8.833116424,5.454890683,6.389222066,6.978940219,5.201151402,9.063957143,7.189737298,5.873601364,6.249891858,5.732688974
AT5G10420,DTX26,250432_at,3.041682565,2.963688577,3.289892097,3.26003285,3.225088506,3.313900445,3.476932641,3.035378133,3.084688863,3.280466058,3.261144842,3.206122911
AT5G10430,AGP4,250437_at,6.800803861,4.298306845,6.527075108,5.059342242,4.817298606,4.827164951,3.87383495,6.398746442,4.180757789,4.324198941,4.829753711,3.785819647
AT5G10440,CYCD4-2,250431_at,4.652100831,4.039495496,4.567253407,4.020150191,3.719888724,4.05309686,4.378285877,4.442679485,4.228329539,4.198065202,3.996681149,3.97356506
AT5G10450,GRF6,250439_at,10.28088494,9.664651494,10.10172808,10.00127051,9.468374878,9.606542338,10.67806659,10.13429253,9.809561106,10.28698348,9.693048442,10.24091016
AT5G10460,,250430_at,7.118132012,6.640966586,6.995253603,6.446849448,6.085530453,5.837937156,6.823318658,6.903243702,6.489824349,6.554497914,5.131910486,6.611558824
AT5G10470,KCA1,250429_at,6.617644786,6.30321711,6.600335657,6.387205279,6.276229,6.423064854,6.797479408,6.523521773,6.462687455,6.730481037,6.444757131,6.478869797
AT5G10480,PAS2,250428_at,9.557645978,8.009814797,9.451995958,8.21926702,7.816286073,7.619892927,8.171582029,9.77804949,8.160126373,8.582382756,7.921849339,8.543257943
AT5G10490,MSL2,250442_at,5.943332407,5.981354738,6.080644722,6.285943535,5.950546379,6.034043005,6.459920934,5.996666506,6.238415554,6.153915791,5.824452943,6.087122611
AT5G10500,NET2C,250427_at,2.900843312,2.962812055,2.96942947,2.94391896,2.985274984,2.847643094,2.88443066,2.955341425,2.911660314,2.830766578,2.92267909,2.913180492
AT5G10510,AIL6,250426_at,4.384658409,7.38939389,4.949069592,6.145314461,7.87490155,7.645525795,6.178329679,4.458056928,7.651608238,6.691202045,7.85621119,7.902729772
AT5G10520,RBK1,250443_at,3.883010662,4.17995325,3.715143985,4.080167771,4.66428569,4.708419526,4.19927954,3.856988642,3.851881637,3.809910236,5.036407283,4.0576979
AT5G10530,LECRK91,250425_at,3.663015991,3.584370932,3.971716573,3.173148765,3.686968,3.693800142,3.21724814,3.511361057,3.535026898,3.413893756,3.766564989,3.445995492
AT5G10540,CYOP,250441_at,7.243818365,8.212300825,7.132729277,7.573300109,7.886627254,7.512557805,6.959356529,7.030155658,8.265886343,7.654356636,7.825565735,8.129472287
AT5G10550,GTE2,250424_at,6.282501584,6.075854345,6.514457071,6.521321253,6.09732629,6.053401213,6.243288108,6.312187692,5.7394181,6.021438885,6.090880604,6.263631328
AT5G10560,BXL6,250444_at,9.416917547,7.601123789,9.37749286,6.944711145,8.314428242,8.408209032,6.13983952,9.480753161,7.867650224,7.443883138,7.938157072,6.830171559
AT5G10580,,250438_at,3.669914901,3.592838422,3.464648293,3.737392183,4.331974332,4.298773769,3.546417459,3.735317185,3.808565233,3.463204896,4.413815906,3.809614257
AT5G10620,,250453_at,5.87386237,5.295016557,5.822810162,5.049781758,5.628829282,5.64171554,4.596659889,5.872291328,5.245259654,4.5332241,5.430670942,4.969461343
AT5G10630,,250452_at,7.05602331,7.4708436,6.978146085,7.721629993,7.809159155,7.943003003,7.32582896,6.983127744,7.623294651,7.92496241,7.810326148,7.803488205
AT5G10650,,246012_at,4.709575555,6.269851676,5.095741003,5.953212676,6.112112027,6.406141928,6.768005154,4.564586296,5.994393038,5.967739413,6.281915737,6.099622846
AT5G10660,,246013_at,3.09679788,2.889542578,2.952795695,2.998013945,2.849589262,2.803908713,2.58599914,2.814147223,2.935709925,2.781824278,2.925549151,3.334971001
AT5G10680,,246014_at,3.261022998,3.190284815,3.165179161,3.37888982,3.290708437,3.23411462,3.368743457,3.292985495,3.228661762,3.231165637,3.374595656,3.290385094
AT5G10690,CBSPPR1,246019_at,8.750385271,7.258332113,8.917989558,6.691233166,7.879658704,7.705113287,6.939251195,8.766343317,7.262747305,6.831035654,7.322535239,6.157713635
AT5G10695,,246018_at,5.052060178,8.5168844,4.713797372,7.868778595,8.852037042,9.441794878,7.652351772,5.206934913,8.87156915,8.324592465,9.613477766,9.030183157
AT5G10700,,246015_at,5.139541129,4.783461306,4.998181928,5.00607883,5.1395904,5.224497169,5.090464315,5.139976253,5.044137914,5.42535183,5.182168068,5.010748245
AT5G10710,,246020_at,7.359531478,8.362847733,7.775264008,7.857455375,8.647737749,8.493806384,7.762325794,7.560161979,8.580671634,8.030201236,8.766300952,8.406438445
AT5G10720,AHK5,246016_at,4.129517568,4.305935818,4.302849187,3.622203755,3.743531602,3.460804193,3.782543557,4.240120309,4.966141903,3.818993615,3.838356482,4.32364981
AT5G10730,,246017_at,6.896686102,8.59437145,7.184705787,7.598525467,8.490660722,8.174327416,7.590758344,7.00638862,8.821969841,7.563787697,8.091111086,8.385502403
AT5G10740,,250400_at,5.952094237,8.098693286,6.064853928,7.998970447,7.805321942,7.830496782,8.393401822,5.907650676,8.039268634,8.062978032,7.544303206,8.067056889
AT5G10750,,250399_at,6.245878413,6.102000038,5.527135442,7.14840741,5.537015552,5.513561012,7.528018914,5.895186651,6.701326768,7.731204979,5.461288123,6.91603508
AT5G10760,AED1,250445_at,3.345999404,3.688622915,3.121383414,3.31730014,3.30683005,3.439517505,3.316925494,3.203119361,4.035769581,3.385724305,3.437812251,3.366685553
AT5G10770,,250446_at,3.352264746,3.414146525,3.418157163,3.510029548,3.361677984,3.459313079,3.463556488,3.42183829,3.499985578,3.628493235,3.844854393,3.450233001
AT5G10780,,250401_at,9.644075518,9.257028778,9.530859148,9.622030671,9.268057281,9.399855266,10.06019703,9.526151173,9.586002177,10.08359254,9.949773381,10.31339634
AT5G10790,UBP22,250405_at,6.705942096,6.822644245,6.645292018,6.866929238,6.441697106,6.470427886,6.950381102,6.641287598,6.754373968,7.143920378,6.406718395,7.042948809
AT5G10800,,250447_at,3.06024998,3.140291535,2.917998098,3.096191791,3.076213507,2.944205763,2.910254395,3.070837693,3.136572219,2.985152813,3.239223713,2.891959753
AT5G10810,ATER,250406_at,7.496461848,7.761691412,7.274297083,7.526579735,7.782337496,7.583984281,7.327809287,7.21510209,7.637821938,7.676560677,7.434955265,7.476258554
AT5G10820,,250448_at,6.468107469,6.790909339,6.386725433,7.637925411,6.465975834,6.490231609,8.359859796,6.212816729,7.053249674,7.96382599,6.608924313,7.536691662
AT5G10830,,250449_at,8.067045304,6.356136295,7.429098744,7.725405844,5.688798961,6.080677938,8.270372775,7.990672935,6.755735062,7.760317429,5.841057687,7.00008831
AT5G10840,TMN8,250422_at,9.33947475,9.108605129,9.262152027,9.520404377,8.456732544,8.661773289,9.165437109,9.37343831,9.130913375,9.775409449,8.640259211,9.224388451
AT5G10860,CBSX3,250409_at,9.28755075,9.583040513,9.53319828,8.554076663,10.0305445,9.93265067,8.979826144,9.359013688,9.967552647,8.928100425,9.862298415,9.742103381
AT5G10870,CM2,250407_at,6.993533568,7.052882801,6.950082907,6.715531018,6.940661823,6.934068275,7.536128468,6.694597061,7.141311109,6.941013474,7.032932039,6.996977189
AT5G10880,,250392_at,3.12836674,3.335642938,3.236402431,3.379965641,3.490806199,3.30467051,3.416455943,3.185982089,3.338964754,3.371607342,3.602477533,3.459315779
AT5G10900,,250393_at,4.447065531,4.580859541,4.202940617,4.69389826,4.78843071,4.560560769,4.178097079,4.23813702,4.935403574,4.740570638,4.552369326,4.72611928
AT5G10910,,250394_at,8.784867732,7.303880298,8.78762116,6.671179499,8.27645987,8.069190375,6.625024085,8.975690267,7.378265395,7.067200393,7.676174504,6.802569102
AT5G10920,,250403_at,8.205678955,7.928162716,8.432951446,7.9346782,8.273348704,7.89386729,7.409003669,8.38397293,8.006675269,7.977292198,8.03244328,7.401852868
AT5G10930,CIPK5,250408_at,5.584430824,4.402657646,5.467027169,5.217552892,4.049219521,4.383223927,4.949760573,5.217837085,4.297930486,5.135240611,3.867409202,4.349612364
AT5G10940,,250402_at,5.70333237,6.720018087,6.040933678,6.020313929,6.972697339,6.84843778,6.226649128,6.132485236,6.686321597,6.058763147,6.662135935,6.393667045
AT5G10950,,250395_at,5.215391159,5.357252986,5.288537071,4.989760873,5.584340746,5.392431712,5.040743505,4.971487411,5.218478104,5.130788847,5.205376734,5.635330264
AT5G10960,CAF1-10,250404_at,8.513553314,8.852762076,8.337367958,9.92810948,7.710200068,7.650381813,10.30410204,8.212123593,8.914514496,9.99704969,7.409131785,9.16170914
AT5G10970,,250396_at,3.78812769,3.261273329,3.751233863,3.631158567,3.663741831,3.85616338,3.327053124,3.474349877,3.456689079,3.541752275,3.503775446,3.476407146
AT5G10980,HTR8,250397_at,11.72625004,11.48930436,11.55097022,11.57448251,11.78049946,12.02292833,11.76482664,11.7413862,11.6014192,11.78735533,12.03812146,11.92520579
AT5G11000,,250398_at,7.047982308,7.04434722,6.675494958,7.922756306,5.722156582,6.141840609,7.792177009,6.885207911,7.000859901,7.922954518,6.149058812,7.49050081
AT5G11010,,250410_at,6.892458023,7.530373635,7.234538621,7.2971748,8.13884122,7.900699185,6.586057213,7.018370558,7.455882665,7.222782434,7.85875574,7.287770623
AT5G11020,,245898_at,6.36657081,5.488782052,6.566034874,5.148001546,6.70403106,6.535361398,4.22274254,6.309102791,5.453242203,5.358760499,6.494333361,5.29338129
AT5G11030,ALF4,245899_at,6.733390645,7.103504581,6.567926246,7.005786503,7.245816269,7.079838938,7.049065667,6.262649865,6.951568451,6.646629187,6.871209591,7.381336306
AT5G11040,TRS120,245900_at,6.491809023,6.77191817,6.354603592,6.898480839,6.469013147,6.527253146,6.662865465,6.550218867,6.91560114,6.985126813,6.338676816,6.390857467
AT5G11050,MYB64,245847_at,3.943849371,3.921365125,4.125228342,4.408277648,3.989450548,4.162495784,4.341518344,4.222339685,4.188803373,4.104931852,4.144527756,4.524462631
AT5G11060,KNAT4,245901_at,4.115517337,4.251795819,4.098769167,4.526718444,4.116912138,4.056815825,3.996134122,4.362790949,4.175508414,4.140830968,4.318302973,4.049270429
AT5G11070,,245906_at,6.393659723,5.418629452,5.944653545,7.409389833,4.321947389,3.943579303,8.141487895,6.229792785,5.407415362,7.70477339,4.138335283,5.922518574
AT5G11080,,245902_at,4.921828962,4.998130575,4.802419002,4.975340777,4.984227933,4.893047466,5.146675801,4.906268401,5.043906242,4.741705388,4.93579464,5.063157135
AT5G11090,,245905_at,6.560351453,8.089466597,6.415732172,8.154819098,8.258532833,6.991148643,8.899789556,6.372583242,8.23247359,8.554810773,6.74600011,8.582060544
AT5G11100,SYTD,245903_at,5.239344797,6.846742403,5.416994633,6.675905602,5.796060907,5.765845867,6.326940898,4.893329319,6.307771718,6.376415855,5.897752958,6.210843399
AT5G11110,SPS2,245904_at,5.059726123,4.727711269,4.982768086,5.480529813,4.200439049,4.372274737,5.673104287,5.169369785,4.838534905,5.594166324,4.729807408,4.869069962
AT5G11130,,250411_at,3.259332748,3.275046843,3.281982264,3.147343044,3.178694544,3.321705047,3.305517647,3.336908707,3.146567438,3.247607531,3.472970154,3.351050193
AT5G11150,ATVAMP713,250412_at,7.500298341,7.073545163,7.87742402,6.610046868,7.768338241,7.672305339,6.856930808,7.268726572,6.684240473,6.625788359,7.481022867,7.156727861
AT5G11160,APT5,250413_at,9.838983533,7.80724971,10.04920801,8.476014216,7.793709583,7.074877683,8.69508289,9.861375521,7.756813783,8.653574434,6.99608752,8.545275474
AT5G11180,GLR2.6,250414_at,3.56650434,3.582630818,3.518209969,3.898638282,3.425645382,3.53979646,4.001662489,3.836362911,3.927995513,3.43491911,4.189526616,4.35109334
AT5G11210,GLR2.5,250415_at,3.019240718,3.25482139,3.042653073,3.422845798,3.224268952,3.153417443,3.238430905,3.246129896,3.269769024,3.246646612,3.400961963,3.244385908
AT5G11220,,250416_at,2.907553689,2.76810986,2.692242604,2.930450941,2.937022655,2.873051729,2.799645187,2.791384455,2.870116211,2.842723943,3.035380187,2.947482702
AT5G11230,,250417_at,4.968591328,5.271616066,5.203360408,5.364278456,4.799869992,4.759913856,5.269627417,5.23437808,5.327503022,5.322173519,4.783962125,4.984259178
AT5G11240,,250418_at,5.950215438,6.219902801,6.255015161,5.097674909,6.749180728,6.844740008,4.34363225,6.057172103,6.521582324,5.386821496,6.69363902,5.958715865
AT5G11250,,250419_at,3.654809498,3.702092726,3.761491104,3.356621705,3.83343522,3.739052528,3.807208987,3.703052349,3.609915932,3.541752275,3.314777559,3.947591266
AT5G11260,HY5,250420_at,6.350638098,5.808482436,6.266967227,5.863751197,6.040685623,6.06385954,5.890182675,6.396734723,5.936395006,6.062618373,5.958504191,5.385070123
AT5G11270,OCP3,250421_at,8.578401232,7.056903329,8.678845138,6.317632444,8.557014665,7.960782024,5.597584411,8.562559948,7.107702175,6.186546442,7.661646228,6.42249322
AT5G11280,,250368_at,9.000260181,8.388136347,8.731590152,8.081763819,8.472126163,8.430739028,7.848174241,8.740066433,8.289527931,7.736078951,8.489074647,8.333129717
AT5G11290,,250387_at,3.031146467,3.171799156,3.076266265,3.278216959,2.944175581,3.107006223,3.237223739,2.966240448,2.977239357,3.11250763,3.16091884,3.546751083
AT5G11300,CYCA2-2,250369_at,3.943849371,3.839966028,3.836476243,4.065744907,4.152418704,4.055327672,3.94100376,4.195691106,4.202528785,3.918821098,4.261747691,4.093676357
AT5G11310,,250388_at,4.797530539,5.433939723,4.612791306,5.023623394,5.559776444,5.71643512,4.353134236,4.486602831,5.591710251,5.167910365,5.585615118,5.2437488
AT5G11320,YUC4,250389_at,3.650147057,3.401236015,3.878697269,3.593733529,3.907831001,3.719491761,3.555115215,3.720120657,3.478140549,3.240488817,3.650527087,3.714736186
AT5G11340,,250390_at,9.641205472,9.40452634,9.516114351,9.229738796,9.523921026,9.471560924,8.822876931,9.633792203,9.037280017,9.301775309,9.297621073,8.740377052
AT5G11350,,250359_at,5.318250431,6.229292107,5.45462185,5.791692913,6.096316671,6.275486134,5.933588979,5.194079899,6.269003487,5.743533388,6.259271214,6.079541281
AT5G11360,,250360_at,3.624519301,3.612164547,3.730502184,4.111974028,3.363045631,3.860316054,3.695679264,3.531224034,3.598605466,4.013522521,3.734153614,3.427805041
AT5G11370,,250361_at,3.784008022,3.965951849,3.815977821,3.813600616,3.8242971,3.858480591,3.766038588,3.803384254,3.677007366,3.777138135,3.823689841,3.63111515
AT5G11380,DXPS3,250362_at,6.104679303,5.805202982,5.918418415,5.869295615,5.930158502,5.907965491,6.227842247,5.454461892,5.701989055,5.714959204,5.887106629,5.706686592
AT5G11390,WIT1,250363_at,6.334412577,7.36941652,6.250707755,6.820341706,7.283950181,7.349472105,7.049761294,6.313626411,7.567255107,7.221602927,7.142657478,7.611853978
AT5G11400,,250364_at,3.107193771,3.059626741,3.017820022,3.205809936,3.131269197,3.192635954,3.017462462,2.973472246,3.047286826,3.056451721,3.01571288,3.432737986
AT5G11410,,250365_at,2.779636851,2.803116995,2.671629103,2.745694709,2.756702048,2.628634016,2.808441375,2.729353292,2.799912236,3.044019291,2.721503666,2.774033441
AT5G11420,,250366_at,9.541922321,11.39663889,9.315809863,9.066762362,10.22583542,10.45618253,7.426682877,9.618593264,11.70560095,9.609543197,10.4914957,11.816415
AT5G11430,,250370_at,5.675654614,6.007712542,5.966045575,6.083562102,6.317264674,6.455210094,6.462012181,6.195191015,6.511292814,6.598657235,6.614802262,6.874246264
AT5G11450,,250371_at,9.958014139,7.93358247,9.77174711,7.616136098,9.112189945,9.046480904,7.481952081,10.09655395,8.163678394,7.966961412,9.265990797,7.681237498
AT5G11460,,250372_at,4.105573544,4.598212343,4.051253126,4.008172202,4.930136377,4.610677932,3.949435765,4.294305741,4.728006069,4.302399135,4.645542305,4.366886005
AT5G11470,,250373_at,4.07261668,4.024232125,4.175952896,4.032224515,4.323864618,4.12183266,4.451505592,4.183196934,4.090083546,4.123835089,4.413973229,4.235773997
AT5G11480,,250383_at,9.595016834,8.036384635,9.853465321,7.908441879,9.165829378,8.953426238,7.683620012,9.786175633,8.336358479,8.052431275,9.032272558,7.684074925
AT5G11490,,250352_at,7.575706016,8.196631309,7.706572475,8.146962599,8.021505888,8.261615163,8.049813642,7.759210676,8.488902199,8.235428603,8.113512447,8.532117274
AT5G11500,,250384_at,8.925571493,9.583587561,8.813504536,9.355942818,9.391886952,9.284738583,9.796041727,8.934157322,9.620609987,9.413101871,9.415710971,9.607237042
AT5G11510,MYB3R4,250386_at,4.455896676,4.519086736,4.386681898,4.230939925,4.170591911,4.618940601,3.754322894,4.625966531,4.55058538,4.274000186,4.622537352,4.38057008
AT5G11520,ASP3,250385_at,12.29080347,12.94504197,12.32954754,13.13704628,12.41089943,12.41536763,13.28463052,12.27500791,12.98196953,13.41116076,12.51004692,13.27926098
AT5G11530,EMF1,250374_at,3.430138366,3.92403857,4.03240006,3.854256226,4.113395583,3.692314995,3.66889399,3.61958566,3.538893978,3.82728908,4.036134504,3.569703537
AT5G11540,GULLO3,250375_at,3.635952855,4.067689818,3.805009732,4.666334737,3.757182189,3.651319941,4.228243399,3.845009677,3.792261689,4.331030443,3.714919889,3.721801735
AT5G11550,,250376_at,4.991313058,5.162483954,5.070288201,5.108312971,5.262330445,5.620677227,4.901083898,5.039098396,4.788264771,4.487890503,5.276998361,5.1324556
AT5G11560,,250377_at,9.243603801,9.014084621,9.227013881,9.49819303,8.490087612,8.834524355,9.133150271,9.38379027,9.091376266,9.368738974,8.808887253,9.044500386
AT5G11570,NPF1.3,250378_at,2.979982502,3.150333198,3.143276698,3.062948178,3.408612162,2.854564159,2.997039979,3.180083385,2.987546828,3.129176865,3.397925599,3.183482606
AT5G11580,,250382_at,8.417442155,8.14263565,8.615160815,7.575891673,8.474516631,8.211337231,7.189173941,8.245826294,7.850654871,7.384992793,7.822553282,7.108399458
AT5G11590,DREB3,250379_at,3.254789908,3.148447632,3.091357696,3.314109302,3.213939117,3.383211755,3.414542933,3.298898175,3.249587879,3.129176865,3.713162414,3.283025201
AT5G11600,,250380_at,4.466457893,5.56096711,4.525600083,5.653300695,5.514096898,5.601825231,6.212866495,4.401047344,5.792619019,5.93535771,5.560272595,7.075818158
AT5G11610,,250381_at,3.281989243,3.376313438,3.206953999,3.094182377,3.537747714,3.355140394,3.564892457,3.325248434,3.526184316,3.340238048,3.399253161,3.341545975
AT5G11630,,250353_at,8.437402253,7.608907599,8.383444573,7.563227042,8.086991011,8.207676028,6.766395913,8.283818102,7.580083735,7.606618955,8.07561055,7.675115278
AT5G11640,,250354_at,7.829920852,7.666731026,7.971674025,7.485991205,7.717754745,7.920516452,7.521929088,7.839790522,7.904097133,7.800150394,8.21391364,8.025756255
