#development stage,seedling,,,,,,,
#organism part,aerial tissue,,,,,,,
#ecotype,Col-0,,,,,,,
#,,,,,,,,
Gene ID,Gene Name,DesignElementAccession,Sakakibara_1-2_TZ-treatment-wild_Rep2_ATH1,Sakakibara_1-9_DMSO-treatment-wild_Rep3_ATH1,Sakakibara_1-7_DMSO-treatment-wild_Rep1_ATH1,Sakakibara_1-1_TZ-treatment-wild_Rep1_ATH1,Sakakibara_1-8_DMSO-treatment-wild_Rep2_ATH1,Sakakibara_1-3_TZ-treatment-wild_Rep3_ATH1
AT1G04050,SUVR1,265089_at,3.977629892,4.273956756,4.070866631,3.959909537,3.975559123,3.79262061
AT1G04070,TOM9-1,265041_at,6.1349409,5.754862576,6.033148866,6.25287565,5.630407548,6.514363871
AT1G04080,PRP39,265036_at,9.318118323,9.616112304,9.325506906,9.356876833,9.530005839,9.210029302
AT1G04090,,264320_at,4.303677044,4.577393353,4.344052788,4.56416922,4.378367836,4.36156044
AT1G04100,IAA10,264328_at,5.611319203,6.359083764,6.556542196,5.872104881,6.35593192,5.699317493
AT1G04110,SBT1.2,264319_at,8.227880831,8.171253188,7.908191372,8.464031577,7.847248917,8.388512048
AT1G04120,ABCC5,264330_at,7.627999285,8.201476606,8.174162651,7.470319862,8.173319497,7.607598962
AT1G04130,TPR2,264331_at,5.664656895,6.225114485,6.717959062,5.279453893,6.323790335,5.440277399
AT1G04140,,264329_at,8.825290146,8.78428873,8.468090738,8.842280118,8.704395132,8.978269478
AT1G04150,,264325_at,3.986624322,4.290633151,4.197992017,4.463484626,4.429325911,4.290320564
AT1G04160,XI-B,264324_at,6.050965244,6.432618503,6.344019266,5.89317082,6.472218554,6.297858011
AT1G04170,EIF2 GAMMA,264327_at,10.31402806,10.52226105,10.13524428,10.25029975,10.14024505,10.29547831
AT1G04180,YUC9,264323_at,4.126410144,4.389627148,4.120564995,4.083707823,4.059928092,4.036055246
AT1G04190,TPR3,264322_at,8.386217053,9.05010455,9.123740832,8.290255424,9.081247328,8.439104985
AT1G04200,,264321_at,7.706076503,8.518936099,8.692838885,7.67487711,8.528785824,7.79392215
AT1G04220,KCS2,264318_at,5.361488175,5.347650237,5.291817822,5.372764342,5.521977703,5.360082799
AT1G04230,,264326_at,6.740221314,6.772354955,6.932259355,6.747139251,6.601765187,6.826747263
AT1G04240,SHY2,263656_at,8.951651291,8.081150562,8.383083672,8.828664195,7.964958666,8.823596656
AT1G04250,IAA17,263664_at,8.507818113,8.447162083,8.623119626,8.794106616,8.237600913,8.791261614
AT1G04260,PRA1D,263660_at,8.046343036,6.697933681,6.721567629,8.150937837,6.601837168,7.822785541
AT1G04270,RPS15A,263667_at,12.38932144,11.64371827,11.53802366,12.4551437,11.58273702,12.45494779
AT1G04290,,263661_at,7.781101343,7.043073844,7.33205816,7.831973824,7.364103265,7.587976435
AT1G04300,,263654_at,7.669252009,8.29447582,8.367838724,7.740349169,8.209946824,7.812867173
AT1G04310,ERS2,263653_at,4.977205107,4.858907827,4.791428644,5.051792423,4.793224727,5.03683505
AT1G04330,,263652_at,3.922425415,3.88924722,4.076507387,3.9444872,4.007192994,4.078021718
AT1G04340,,263651_at,8.468498099,8.090071157,7.906068186,8.531553309,7.843839903,8.455457538
AT1G04350,,263668_at,9.24937083,9.317851258,9.462329475,9.271620773,9.350511967,9.275200548
AT1G04360,ATL1,263650_at,5.697762194,5.284797547,5.41086471,5.667279907,5.411538827,5.571311096
AT1G04380,,263649_at,3.379619676,3.482998975,3.427573887,3.58006153,3.459638725,3.611388983
AT1G04390,,263648_at,5.973286325,6.410231248,6.157752533,5.928447276,6.388857617,5.727823257
AT1G04400,CRY2,263669_at,10.09126228,9.799886131,9.798550869,9.796476208,9.925821151,10.00674158
AT1G04410,MDH1,263663_at,12.92860167,12.92963568,12.79320493,12.84777107,12.91716678,12.94743702
AT1G04420,,263678_at,10.18272515,9.462847796,9.48529113,10.07403607,9.307239646,10.17355314
AT1G04430,,263662_at,11.17038919,10.92896752,11.17047524,10.85600357,10.99977648,11.16504998
AT1G04440,CKL13,263657_at,8.215025958,9.128425078,9.239273534,8.076726687,9.227280779,8.058543099
AT1G04470,,263659_at,3.601989867,3.667173332,4.011190043,3.913245089,3.93998881,3.645166156
AT1G04480,RPL23B,263665_at,11.42189417,10.83725033,10.82169595,11.43862466,10.74934466,11.78072406
AT1G04490,,263658_at,3.801714104,3.801135737,3.851111468,3.810652713,3.969281151,3.707509831
AT1G04500,,263655_at,3.79504497,3.870277111,3.935080472,3.84680523,3.735132025,3.886674856
AT1G04510,PRP19A,263666_at,8.69189729,8.254370783,8.122798244,8.70500265,8.186316405,8.756268599
AT1G04520,CRRSP3,263677_at,7.786408987,6.394467462,6.419438934,7.957757086,5.969953483,7.918132219
AT1G04530,TPR4,264609_at,9.038596473,9.14617533,9.321981617,9.211978821,9.130045792,9.117670975
AT1G04540,,264601_at,4.753118087,5.255471351,4.966337034,4.928396116,4.791786216,4.737624141
AT1G04550,IAA12,264605_at,7.432105232,6.920158386,7.486193324,7.687043804,6.907943368,7.468896603
AT1G04560,,264612_at,4.820532398,4.748575265,4.577702692,4.781532055,4.662306241,4.497148337
AT1G04590,,264615_at,8.783679921,8.065456397,8.065576348,8.947767899,8.088974263,8.974342216
AT1G04600,XI-A,264599_at,3.777822557,3.950869811,4.016731953,4.029554171,4.016912947,4.052887283
AT1G04610,YUC3,264598_at,5.07043725,5.295853699,5.235822027,5.167992667,5.268345858,5.138590892
AT1G04620,HCAR,264597_at,8.401245366,8.115527767,8.110669872,8.259680604,8.0032517,8.340719276
AT1G04625,,264596_at,3.508206627,3.530018369,3.578646296,3.644307701,3.641291401,3.547304459
AT1G04640,LIP2,264613_at,9.141396622,8.767293792,8.548638568,9.232001015,8.705971437,9.233915623
AT1G04645,SPH5,264610_at,3.641441224,3.726405282,3.67477442,3.620686251,4.024328371,3.645577471
AT1G04650,,264604_at,4.449737839,4.901175578,4.693783029,4.590168159,4.605837262,4.687562218
AT1G04660,,264606_at,6.892403282,7.030426451,6.842679409,7.124379644,6.765800746,7.103222257
AT1G04670,,264603_at,3.714880737,3.873136942,3.949651608,3.748339873,3.765156003,3.654459582
AT1G04680,,264611_at,10.39452565,9.263295057,9.065417862,10.24867846,9.187253922,10.39656623
AT1G04690,KAB1,264607_at,10.38427822,11.28657205,11.07143548,10.3529368,11.26247315,10.34423003
AT1G04700,,264602_at,3.925876467,4.507494114,4.511158832,4.108813782,4.601530722,4.199902834
AT1G04710,KAT1,264608_at,8.647683411,8.540535487,8.282844016,8.903141526,8.185448584,8.752572255
AT1G04730,CTF18,264600_at,6.159663775,6.417605833,6.624574193,5.996875134,6.604990955,6.057086598
AT1G04750,VAMP721,264595_at,10.08310577,10.38834726,10.83361237,9.73772212,10.56202139,9.756299252
AT1G04760,VAMP726,261178_at,5.288317182,5.629135628,5.55053289,5.598504436,5.389590355,5.541839826
AT1G04770,,261177_at,9.582082205,8.645919988,9.24975014,9.420223938,9.030492813,9.669199483
AT1G04780,,261176_at,7.132857226,7.367024159,7.253630241,7.037811749,7.494112952,7.17888093
AT1G04790,,261127_at,6.873794863,7.361745664,7.106941977,6.956534157,7.161133689,7.084333009
AT1G04800,,261175_at,10.24031566,8.434071967,8.367170872,10.27610927,8.67760864,10.24817074
AT1G04810,RPN2B,261174_at,8.608744525,8.854013416,8.630271664,8.704309733,8.657538094,8.522914124
AT1G04820,TUBA4,261129_at,11.38186754,10.02823127,9.967895467,11.45567196,10.16239274,11.38111921
AT1G04830,,261173_at,7.279035042,7.35793033,7.341873822,7.188981991,7.32519683,7.260031426
AT1G04840,PCMP-H64,261172_at,4.390567574,4.485761922,4.369253773,4.280648216,4.430319804,4.444240776
AT1G04850,,261153_at,9.172585944,8.783414127,8.835314051,9.130014561,8.761181144,9.162575681
AT1G04860,UBP2,261128_at,8.143493625,8.267032566,8.119873482,8.160188853,8.239678331,8.121761821
AT1G04870,PRMT10,261130_at,8.776079404,9.692280998,9.374140307,8.746537064,9.470836861,8.889294628
AT1G04880,HMGB15,261171_at,4.58103299,4.731991087,4.670909564,4.715006746,4.64386051,4.610508122
AT1G04900,,261124_at,6.292363147,6.854246788,6.825943831,6.259020578,6.608099291,6.34941684
AT1G04910,,261170_at,8.308706131,8.092795239,8.29885918,8.207671623,8.195843539,8.126653048
AT1G04920,SPS3,261169_at,4.78937089,5.5520711,5.527282036,4.832153008,5.371062225,4.884125832
AT1G04930,,261152_at,5.87809814,6.281675451,6.112017602,6.089502304,6.148700602,6.052956159
AT1G04945,,261168_at,6.639570192,6.159852616,6.077890564,6.736833481,6.201570176,6.919925281
AT1G04950,TAF6,261126_at,7.175338801,7.256860582,7.199595977,7.38325085,7.11252386,7.126860906
AT1G04960,,261155_at,7.600321224,7.699762657,7.692981034,7.755523143,7.501662828,7.723242621
AT1G04970,,261154_at,8.342175,8.362401187,8.370759537,8.498853334,8.480257471,8.271761594
AT1G04980,PDIL2-2,261167_at,7.396863493,7.240443849,7.555002114,7.351494735,7.567988,7.478037053
AT1G04985,,261179_at,8.791288866,7.981137614,8.042067173,8.707889135,7.955097152,8.759716956
AT1G04990,,261125_at,6.459513812,6.068782391,6.050298608,6.300638508,6.184569597,6.386764323
AT1G05000,,265214_at,5.77956494,5.543767939,5.22390542,5.548824629,5.552912454,5.60816277
AT1G05010,ACO4,265194_at,11.9118094,11.37727485,11.40869811,11.82313234,11.54987001,11.84689083
AT1G05020,AP180,265213_at,5.821070343,5.95574622,6.089848613,5.683460911,6.155148566,5.746506711
AT1G05030,,265212_at,7.52603914,8.26593346,8.222839397,7.323022947,8.278091716,7.516065709
AT1G05040,,265215_at,3.884889327,4.100179686,4.11335287,3.930917376,4.197235311,3.645418961
AT1G05055,GTF2H2,265218_at,7.736503608,8.315683157,7.966106392,7.588892004,8.064901878,7.726276855
AT1G05060,,265192_at,7.051053669,5.988557803,6.078753869,7.190061355,6.117983153,7.031504369
AT1G05070,,265193_at,7.731824336,6.961018408,6.806014869,7.866470268,7.087113042,7.918723319
AT1G05100,MAPKKK18,265216_at,4.547302541,4.864776463,4.67392491,5.041606714,4.515663669,4.600214631
AT1G05120,,265191_at,6.505291577,6.302868756,6.166166349,6.378959537,6.153894806,6.409667877
AT1G05140,ARASP2,264584_at,9.88742763,9.841106461,10.11136844,9.901796173,9.81009377,9.92566116
AT1G05150,,264568_at,8.643618445,9.94662279,10.06936554,8.814438378,10.02059256,8.856560421
AT1G05160,KAO1,264586_at,6.145758744,6.901265162,6.844388566,6.232335286,7.049843478,5.995308372
AT1G05170,B3GALT2,264583_at,6.38350678,6.999094689,6.897969659,6.579174589,6.588847676,6.330410984
AT1G05180,AXR1,264585_at,8.815758538,9.281652679,9.126051404,8.73097526,9.255950425,8.874854396
AT1G05190,RPL6,264575_at,11.81140247,10.64024442,11.06039025,11.79756937,10.65633945,11.84039541
AT1G05200,GLR3.4,264587_at,7.189848841,7.58467166,7.330956144,7.351336269,7.535238161,7.371724227
AT1G05205,,264579_at,8.691987768,7.858714451,7.785722718,8.788161091,7.978877867,8.863548394
AT1G05210,,264581_at,7.805062291,7.891816429,8.137643938,7.823754093,8.178154701,7.660823525
AT1G05230,HDG2,264582_at,7.398455672,8.644643685,8.454699782,7.514624241,8.426414644,7.348880599
AT1G05260,PER3,264577_at,4.765284453,4.559623954,4.716159829,4.764054147,4.720403518,4.609233118
AT1G05270,,264566_at,6.259269996,5.03183803,5.523146058,6.19669018,5.153281318,6.688915538
AT1G05280,,264565_at,3.664961833,3.840545447,3.790177506,3.831235803,3.796747134,3.703390595
AT1G05290,,264564_at,3.531587353,3.674945348,3.604217452,3.778549631,3.727969235,3.624732176
AT1G05300,ZIP5,264574_at,5.439174151,6.15383799,5.72128929,5.394445179,6.188892613,5.571038932
AT1G05310,PME8,264573_at,5.772571086,6.284419706,6.267784877,5.89774598,6.125060862,5.80728451
AT1G05320,,264572_at,7.02754849,8.240318481,7.978914877,7.280574929,8.03972954,7.273041084
AT1G05330,,264571_at,3.921963865,4.112756025,4.001060658,4.153111222,4.034440115,3.972664329
AT1G05340,,264580_at,4.519941966,3.707966123,4.103666522,4.324692262,4.19454682,4.355125369
AT1G05350,,264570_at,8.162013602,8.777026155,8.754080039,8.115532892,8.903906732,8.276141694
AT1G05360,KMS2,264576_at,7.279323504,8.755629708,8.846297534,7.557698781,8.702387734,7.577761709
AT1G05370,,264578_at,5.547511523,6.303329847,6.355314446,5.462077411,6.105453953,5.394665554
AT1G05380,,261383_at,7.47462509,8.666770772,8.46445269,7.492112614,8.600720536,7.579100071
AT1G05385,PSB27-2,261388_at,8.245942805,7.659584068,7.407461141,8.33720443,7.530573223,8.581489251
AT1G05400,,261380_at,5.17565066,5.11407862,4.963645325,5.145933197,5.201358082,5.327006848
AT1G05410,,261387_at,7.194247462,6.088954144,6.651323596,6.910333504,6.678240846,7.276475088
AT1G05430,,261386_at,8.037552628,8.054502155,7.922975628,8.070215812,7.841381463,7.922628705
AT1G05440,,261384_at,5.047682435,5.149356039,5.265024497,5.181221187,5.245535349,5.323113088
AT1G05450,,261385_at,3.918122118,4.065114604,3.907044678,3.947440305,3.826582753,3.960623121
AT1G05460,SDE3,261381_at,5.769758552,6.093375228,6.183434688,5.923464671,6.237246909,5.719216092
AT1G05470,IP5P6,261382_at,5.149869202,4.946737561,4.438980305,5.143690934,4.6237725,5.324538888
AT1G05490,CLSY3,263203_at,3.913318884,3.8550201,3.954739753,3.840674969,3.978739482,3.871279857
AT1G05490,CLSY3,263204_at,3.701531132,3.798116513,3.727446569,3.491211638,3.646160589,3.467215614
AT1G05500,SYT5,263205_at,8.233014086,8.591699505,8.566015463,8.160052333,8.626925992,8.148408317
AT1G05510,OBAP1A,263175_at,4.656545611,5.342460147,5.208445903,4.770138098,4.839373898,4.804360297
AT1G05520,,263185_at,8.218706764,8.013729734,7.992624534,8.115427445,8.12424813,8.220987672
AT1G05530,UGT75B2,263176_at,3.84015214,3.895695067,4.080870162,3.828059443,3.791754335,3.886226224
AT1G05540,,263177_at,7.276546653,7.645978617,7.068359324,7.583116035,7.135716361,7.216081822
AT1G05550,,263178_at,3.968380393,4.3515454,4.097471368,4.024244929,4.117088512,3.943567145
AT1G05560,UGT1,263184_at,7.390704792,8.081765911,8.027021718,7.856445525,7.961940484,7.680058284
AT1G05570,CALS1,263183_at,7.761792496,8.163465628,8.221400611,7.792372182,8.065776721,7.608492758
AT1G05575,,263182_at,6.406263454,4.624827543,4.703456919,5.160532239,4.693108575,5.932198837
AT1G05577,,263233_at,4.031012193,4.166593064,3.950402803,4.27754566,4.105430243,4.358591093
AT1G05590,HEXO2,263199_at,6.649245497,7.733031657,7.732402345,6.701588639,7.684736285,6.696993483
AT1G05600,,263200_at,7.299705334,8.382140862,8.496073363,7.396644918,8.413559945,7.435635183
AT1G05610,APS2,263201_at,4.203964168,4.461810977,4.313282059,4.391998834,4.4285863,4.276040045
AT1G05620,URH2,263180_at,8.17942828,9.191894914,9.119470621,7.969880003,9.220027925,7.963536207
AT1G05630,AT5PTASE13,263202_at,7.175447015,7.142586982,7.565438524,6.970891825,7.46557165,7.158250114
AT1G05670,,263230_at,4.089253919,4.205943733,4.102018332,4.055327095,4.00110402,4.136327618
AT1G05680,UGT74E2,263231_at,4.091603487,4.540958237,4.193123733,4.390919059,4.144052313,4.511528539
AT1G05690,BT3,257451_at,5.096114192,5.537021557,5.554245242,5.4418804,5.419446812,5.251980538
AT1G05700,,263232_at,4.161222098,4.157159155,4.136484024,4.126058524,4.232754982,4.369326393
AT1G05710,,263179_at,7.300828383,7.274231979,7.303037661,7.161744639,7.314145407,7.256254984
AT1G05720,,263181_at,8.827690039,8.489897938,8.532351972,8.380695186,8.442817675,8.542934061
AT1G05740,,257452_at,3.97892736,4.37945188,4.332209402,4.044801493,4.278694273,3.996218164
AT1G05750,PDE247,261310_at,5.265732772,5.017874313,5.037098843,5.22999348,5.263148412,5.353390594
AT1G05760,RTM1,261256_at,6.692758473,5.598268938,5.704337943,6.4129019,5.831393824,6.667375287
AT1G05770,JAL2,261311_at,5.053902501,5.016546794,5.036930806,4.860764896,4.892389707,4.665393027
AT1G05790,,261312_at,7.502587277,7.496472689,7.358292976,7.445217017,7.547182599,7.506822547
AT1G05800,DGL,261278_at,4.584889097,4.353902023,4.483812618,4.382138197,4.453456677,4.292005564
AT1G05805,BHLH128,261254_at,7.923534629,7.862925812,8.31972342,7.692545941,8.226663648,7.921436857
AT1G05810,ARA,261252_at,6.533092719,5.710778204,6.019764337,6.474829243,5.843452175,6.691289651
AT1G05840,,261253_at,7.093235691,6.899581041,6.999192874,7.135722178,6.671893926,6.982092278
AT1G05850,CTL1,261279_at,11.83625234,10.76932236,10.65879118,11.76905428,10.84831044,11.90683153
AT1G05860,,261280_at,5.574495851,4.670909564,4.900500653,5.646113608,5.021597348,5.554938687
AT1G05880,ARI12,261249_at,4.12514865,4.202530344,4.197941995,4.131650209,4.335809543,4.11599353
AT1G05890,ARI5,261250_at,6.798460418,6.187350703,6.362921169,6.598626198,6.363906211,6.686731835
AT1G05900,NTH2,261255_at,6.430407336,6.725474192,6.793430767,6.568811504,6.707812697,6.510441005
AT1G05910,,261257_at,7.38094807,7.534951514,7.577572894,7.242085749,7.579345916,7.379748054
AT1G05920,,261251_at,4.410149596,4.719505902,4.263862314,4.618527616,4.651629246,4.544871594
AT1G05940,CAT9,260927_at,9.273032477,9.188867243,9.060074425,9.297304599,9.088183438,9.067967474
AT1G05950,,260945_at,5.11062871,5.439646148,5.634122177,5.649562033,5.404518047,5.367244579
AT1G05960,,260961_at,7.42571401,7.508804245,7.734713329,7.414144154,7.672012505,7.373332243
AT1G05990,CML7,260960_at,3.559685094,3.558379639,3.68646955,3.756448426,3.737853819,3.517435848
AT1G06000,UGT89C1,260955_at,9.828664819,8.555493097,8.313536439,10.34292924,8.304420576,9.76069626
AT1G06010,,260946_at,8.024299197,6.55431042,6.277907867,8.083868056,6.6422737,7.852331517
AT1G06020,,260947_at,4.145875074,4.408211984,4.339924453,4.279217341,4.344819482,4.261067545
AT1G06040,BBX24,260956_at,10.33177454,9.237546756,9.141434618,10.65505826,9.141930719,10.49057715
AT1G06050,,260959_at,6.771822384,7.39341114,7.436480994,6.557513478,7.161321109,6.519494782
AT1G06060,,260958_at,7.172617604,5.783119502,6.046561302,7.214821955,5.998755676,7.321612483
AT1G06070,,260953_at,6.982236921,7.207989137,7.453445058,7.119808291,7.300789352,7.011948403
AT1G06080,ADS1,260957_at,6.918870712,7.480843394,7.375566644,7.154306408,7.217470751,7.247842114
AT1G06100,,260948_at,7.700927873,6.409597562,6.510562145,8.079018626,6.186289061,7.941694893
AT1G06110,SKIP16,260949_at,7.987852704,8.283063622,8.047729014,8.259067838,8.226484512,7.945287219
AT1G06130,GLX2-4,260954_at,7.328155565,7.094262024,6.912264113,7.415219799,6.924711348,7.299902286
AT1G06140,PCMP-E61,260952_at,4.778497797,5.334826533,5.293947767,4.967371213,5.219622667,5.013321933
AT1G06150,EMB1444,260951_at,4.990063408,5.130151953,4.910829827,4.773046535,5.139014712,4.831473636
AT1G06160,ERF094,260783_at,4.912804393,5.590881344,5.641923535,4.798218975,5.68999922,4.980759915
AT1G06170,BHLH89,257491_at,3.792793284,3.764457709,4.055073127,3.848305121,4.143663952,3.996268949
AT1G06180,ATMYB13,260784_at,5.885627628,5.153010168,5.230777444,6.306157668,5.03990481,6.264932342
AT1G06190,,260793_at,9.460664088,9.019628842,9.067921301,9.581211566,8.986461881,9.696649295
AT1G06200,,260785_at,9.445035079,8.642027283,8.460173726,9.42207107,8.656066083,9.55800596
AT1G06210,TOL2,260794_at,7.658662526,7.153715875,7.137106767,7.715825127,6.900390314,7.629479992
AT1G06225,CLE3,260795_at,3.422400311,3.453721106,3.280590526,3.625721273,3.330992191,3.311997633
AT1G06230,GTE4,260787_at,7.763769237,7.360373719,7.254395813,7.88831719,7.395298606,7.840855095
AT1G06240,,260790_at,6.989368011,6.502999782,6.342024175,7.203359369,6.361256413,7.24680444
AT1G06250,,260791_at,3.666707115,4.399751833,4.086500106,3.996198924,4.228279695,3.848171075
AT1G06260,,260788_at,4.146016186,4.410728135,4.102817868,4.381984197,4.476104711,4.3697781
AT1G06270,,260792_at,6.074385048,6.43537944,5.891294644,6.125358702,6.363518868,5.96008
AT1G06310,ACX3.2,259419_at,3.804110217,3.901635142,3.966025303,4.040666124,3.961267498,3.939625881
AT1G06320,,259389_at,4.26720215,4.292234175,4.036051735,4.243980513,3.947164791,4.129057861
AT1G06340,,259390_at,4.453705287,4.466392837,4.584952254,4.47721172,4.373234042,4.467424176
AT1G06380,,259392_at,8.0974523,7.872689708,8.15698006,7.874483927,7.982959774,7.942919544
AT1G06390,ASK9,259396_at,8.780694557,8.534144547,8.493079602,8.77131139,8.476074529,8.544329825
AT1G06400,RABA1A,259395_at,8.749204522,8.251345838,8.412234583,8.46576305,8.084041323,8.661952315
AT1G06410,TPS7,259393_at,9.157770522,10.04964725,10.07371036,9.256335202,10.27662142,9.334957008
AT1G06420,,259394_at,5.11751437,5.195454943,5.689792675,4.964363162,5.267109449,5.045216037
AT1G06430,FTSH8,262626_at,9.377569405,8.677287681,8.878265887,9.614349994,8.581272438,9.389824017
AT1G06440,,262625_at,4.34638911,4.886868602,4.885610439,4.454691002,4.704183119,4.558689244
AT1G06450,CAF1-1,262624_at,6.681677093,6.806792961,6.91488594,6.737530021,6.756393786,6.606403108
AT1G06460,ACD32.1,262629_at,10.2165977,9.348362526,9.528167468,10.02281221,9.721529743,10.05460249
AT1G06470,,262623_at,7.994249735,7.988509017,8.175668291,7.908874829,8.174834664,7.940814894
AT1G06490,CALS7,262628_at,5.216637335,5.591414434,5.419049218,4.965021054,5.622896994,5.026670845
AT1G06500,,262631_at,6.885576214,6.837854469,6.956924103,6.839047187,6.716903243,6.421491516
AT1G06510,,262622_at,7.504326672,7.777884134,7.879154432,7.383028155,7.645426441,7.494626432
AT1G06520,GPAT1,262630_at,4.852211454,4.721660193,4.699999705,4.631810153,5.036075632,4.598151141
AT1G06530,PMD2,262621_at,9.939212104,10.95847095,10.86143924,9.876712502,11.01836409,9.922810173
AT1G06540,,262620_at,5.270760298,5.858352605,5.638991291,5.516349487,5.683630178,5.124193742
AT1G06550,,262619_at,8.263691994,8.076180862,7.988645592,8.569351107,8.077483324,8.220750022
AT1G06560,,262618_at,7.530976503,8.403087111,7.967242768,7.697285866,8.290558527,7.822143529
AT1G06570,HPD,262635_at,8.108169083,6.932335944,7.290384651,8.100464258,6.9657351,8.089465977
