#development stage,seedling,,,,,,,
#organism part,aerial tissue,,,,,,,
#ecotype,Col-0,,,,,,,
#,,,,,,,,
Gene ID,Gene Name,DesignElementAccession,Sakakibara_1-2_TZ-treatment-wild_Rep2_ATH1,Sakakibara_1-9_DMSO-treatment-wild_Rep3_ATH1,Sakakibara_1-7_DMSO-treatment-wild_Rep1_ATH1,Sakakibara_1-1_TZ-treatment-wild_Rep1_ATH1,Sakakibara_1-8_DMSO-treatment-wild_Rep2_ATH1,Sakakibara_1-3_TZ-treatment-wild_Rep3_ATH1
AT3G09060,,259208_at,4.325633993,4.383220213,4.192827282,4.354695998,4.552929011,4.297073155
AT3G09070,,259200_at,4.957353505,4.971092735,4.992019876,5.223892878,5.024391684,5.146758267
AT3G09080,,259201_at,5.083234621,5.318605991,5.247938048,5.073399537,5.211460202,4.949059121
AT3G09085,,259214_at,8.112381221,6.98639583,7.0616928,8.139219517,6.647024984,8.138026848
AT3G09090,DEX1,259215_at,8.338975046,8.337744126,7.667249907,8.351192216,7.91522327,8.276755982
AT3G09100,,259202_at,6.882075673,6.384809618,6.507537569,7.017432641,6.559391466,7.086495171
AT3G09130,,259203_at,4.538977698,4.730237756,4.618877245,4.68529983,4.640057593,4.420607927
AT3G09140,,257521_at,3.481805254,3.679929955,3.783404553,3.680487465,3.884208807,3.367391394
AT3G09150,HY2,259210_at,7.448557602,7.499060637,7.486934126,7.647603674,7.763386439,7.585602177
AT3G09160,,259209_at,4.286121614,4.181692293,3.918519898,4.194928335,4.296863638,4.090641775
AT3G09180,MED27,259212_at,7.253658228,7.645067568,7.406934085,7.332832272,7.571980409,7.234622255
AT3G09200,RPP0B,259006_at,13.08320361,12.36102658,11.86141536,13.09294331,12.0988,12.96135575
AT3G09210,PTAC13,259038_at,9.949732981,10.3947795,10.69071064,9.836886045,10.44335631,9.822212191
AT3G09220,LAC7,259036_at,4.967149234,4.967149234,4.604764867,4.916501328,4.908856216,4.79143304
AT3G09240,,259026_at,3.992773661,3.938602168,3.671796742,4.017310642,3.925058424,3.910930346
AT3G09250,,259039_at,8.76279199,7.52810553,7.657321352,8.719515719,7.764109041,8.706615739
AT3G09260,BGLU23,259009_at,9.930217755,10.62974726,10.26829714,10.23662536,11.08940773,10.2757929
AT3G09270,GSTU8,259040_at,4.928877057,4.875517438,4.541677846,4.892638542,4.857269247,4.818139072
AT3G09280,,259027_at,3.776584349,4.065895522,3.843908057,3.911204419,3.936639653,3.866437566
AT3G09290,TAC1,259028_at,3.907588255,4.55794226,4.178759309,4.062087924,4.22825664,4.197331656
AT3G09300,ORP3B,259029_at,9.437668011,9.300438941,9.513992129,9.370834937,9.297580323,9.466200364
AT3G09310,,259030_at,6.105509355,6.820033896,7.016516248,6.083139926,6.799831696,5.986992781
AT3G09320,PAT16,258978_at,6.889160779,6.793972564,6.729523574,6.840798022,6.652518935,6.868351649
AT3G09350,Fes1A,259037_at,6.994285409,7.71397534,7.855089749,7.237729563,8.347690293,7.303504105
AT3G09360,,259031_at,4.239912596,4.506151786,4.51944513,4.1267515,4.448224075,4.404200715
AT3G09370,MYB3R-3,259007_at,5.688131694,5.99700733,5.868110127,5.889881188,6.011064928,5.762829457
AT3G09380,AEL2,259032_at,3.662689302,3.664822174,3.64673175,3.815828923,3.67280491,3.650888626
AT3G09390,MT2A,259008_at,12.26454082,12.08876716,12.01346374,12.24892634,12.46966316,12.23637544
AT3G09405,PAE4,259033_at,5.965321722,6.194151136,7.072837143,5.013094257,6.819575525,5.584991722
AT3G09410,PAE5,259034_at,7.364680697,6.6992035,6.618111293,7.408538839,6.567685268,7.249805183
AT3G09430,,259035_at,5.022624832,4.820363484,4.650811075,4.754936213,4.636203862,4.977008804
AT3G09440,HSP70-3,258979_at,11.65248436,10.64044802,11.01585714,11.78758459,11.21987374,11.78207361
AT3G09470,,258705_at,7.662716745,7.271566458,7.074852854,7.761891241,7.20787485,7.549028866
AT3G09480,,258707_at,6.832914986,6.686645535,6.525890896,7.012117251,6.489328226,6.960375747
AT3G09490,,257535_at,4.852864146,4.670909564,4.84364928,4.565137165,4.827567892,4.619954105
AT3G09500,RPL35A,258709_at,12.00606823,11.52270105,11.53697482,12.02284951,11.61556209,12.04609023
AT3G09510,,265606_s_at,3.573781944,3.821837503,3.725689164,3.758212295,3.675603761,3.786480136
AT3G09520,ATEXO70H4,258752_at,6.207831944,6.242800144,6.311642989,6.279143202,6.365682192,6.267271377
AT3G09530,ATEXO70H3,258753_at,3.734203528,4.022635614,3.749432095,3.774010163,3.900728983,3.703245494
AT3G09540,,258719_at,6.412421934,5.867630628,6.166019984,6.484630692,6.157846934,6.431358921
AT3G09550,,258720_at,4.883199645,5.156436718,5.123131328,4.953816744,5.198054748,5.260736445
AT3G09560,PAH1,258721_at,6.732037602,7.909983723,7.815769197,6.879049962,8.042572731,6.69248713
AT3G09570,,258706_at,9.198396378,7.997671155,7.906704509,9.183875811,7.876904906,9.102903507
AT3G09580,,258708_at,8.881939218,9.765473675,9.488548951,8.757771909,9.471203039,8.908253292
AT3G09590,,258722_at,4.139870157,4.523396508,4.219443628,4.255579843,4.443036456,3.991766036
AT3G09600,RVE8,258723_at,5.536992796,4.001639744,4.152473534,5.967470546,3.874649452,5.539987905
AT3G09600,RVE8,258724_at,4.710048595,3.932567352,4.243490111,4.907612276,3.874649452,4.615849524
AT3G09620,,258725_at,5.005233497,5.144606242,5.102412641,5.043960307,5.197320144,5.003527162
AT3G09630,RPL4A,258715_at,12.1139076,12.13638716,11.98238895,12.10871611,11.94548129,12.13122378
AT3G09640,APX2,258695_at,4.287286072,4.194299426,4.038460911,3.950481347,4.277910411,4.238493895
AT3G09650,HCF152,258696_at,7.650773068,8.000887514,7.830452448,7.750095649,7.811176051,7.553828562
AT3G09660,MCM8,258697_at,5.534860371,6.699336708,6.39051263,5.726131267,6.471454935,5.561263732
AT3G09670,,257534_at,6.135460687,6.385595137,6.386924916,6.320762408,6.405324611,6.155105897
AT3G09690,,258698_at,7.251104975,8.387633129,8.426353081,7.273850675,8.486330209,7.408231313
AT3G09700,TIM14-2,258716_at,6.919725603,6.837186942,6.839446972,6.620918284,6.883933938,7.2139758
AT3G09710,IQD1,258700_at,4.774603764,4.507386465,4.810928474,4.856844855,4.801594063,5.040032683
AT3G09720,RH57,258701_at,6.365043503,6.496073692,6.18658804,6.402370447,6.370158803,6.290505654
AT3G09730,,258702_at,5.284538775,5.154071124,5.296847426,5.202746745,5.363671123,5.246068944
AT3G09735,S1FA3,258713_at,9.623634459,9.212791048,9.347698247,9.639354007,9.112490136,9.781547052
AT3G09740,SYP71,258717_at,9.252820268,8.65695065,8.424141545,9.308868563,8.580931394,9.217345511
AT3G09760,,258718_at,4.907664131,5.384645323,5.328769486,5.232278214,5.394629277,4.963981743
AT3G09770,LOG2,258714_at,7.794701708,7.519407369,7.450002775,7.800818292,7.514785418,7.822370592
AT3G09780,CCR1,258704_at,5.917319621,6.899122091,6.783345786,5.905892979,6.8525172,6.20521263
AT3G09790,UBQ8,258711_at,3.524322887,3.854780702,3.718520689,3.554131699,3.725078047,3.714465335
AT3G09810,IDH6,258655_at,8.605355973,9.425372756,9.487820955,8.461483298,9.425682792,8.605487716
AT3G09820,ADK1,258658_at,11.87691226,11.89723095,11.92619031,11.8757923,11.90394694,11.86364246
AT3G09830,,258650_at,8.504047614,8.251826483,8.698241434,7.96228339,8.642892066,8.284136185
AT3G09840,CDC48A,258649_at,11.76351528,11.41636906,11.12142231,11.7230771,11.35546228,11.65507774
AT3G09850,,258660_at,9.094147776,9.444382061,9.533384065,9.079182286,9.490817982,9.091345841
AT3G09870,,258653_at,3.833083498,3.852919182,4.185361339,3.762398665,3.763448079,3.836674012
AT3G09880,B'BETA,258659_at,7.303624112,6.301468359,6.487793173,7.193571104,6.4594199,7.263840565
AT3G09890,,258657_at,7.964952837,7.885619559,7.776715112,7.973036124,7.875167995,7.709070585
AT3G09900,RABE1E,258656_at,8.820192064,9.564714203,9.556641999,8.905380546,9.618700578,8.895395812
AT3G09910,RABC2B,258652_at,4.393705618,4.485761922,4.718733434,4.296034647,4.524663942,4.468766542
AT3G09920,PIP5K9,258651_at,7.219706927,8.141092675,8.024553316,7.340613426,8.151026069,7.327827696
AT3G09930,,258940_at,3.542454282,3.626322288,3.498477027,3.573901557,3.778618863,3.569147283
AT3G09940,MDAR3,258941_at,4.882719601,4.762906443,4.925471256,4.346506163,5.014652042,4.736320074
AT3G09960,,258942_at,4.322198376,3.918196853,3.962405563,4.133291125,4.104201577,4.109495569
AT3G09970,,258883_at,8.768298889,9.147988245,8.617013559,8.631320636,9.068915314,8.651126004
AT3G09980,,258933_at,8.005076602,7.456305725,7.526322466,8.24397879,7.813922977,8.199211036
AT3G10010,DML2,258931_at,7.046447322,7.419740474,7.345263894,7.103703896,7.425357389,7.096479079
AT3G10020,,258939_at,7.524260993,6.200122313,6.597990101,7.065673776,6.909966201,7.672436854
AT3G10030,,258885_at,7.367058456,7.813624533,8.045780407,7.374590254,7.92018404,7.380867332
AT3G10040,,258930_at,4.795661288,4.827486795,4.506145932,4.482420351,4.466705384,4.412468112
AT3G10050,OMR1,258884_at,8.917609148,8.381582872,8.411418328,8.958636086,8.479440889,8.921079462
AT3G10060,FKBP16-4,258929_at,9.855183718,9.117326886,9.387720827,9.976848008,8.992014118,9.89138868
AT3G10070,TAF12,258928_at,6.178320548,6.567861194,6.234004605,6.084542442,6.299009895,6.511817195
AT3G10080,,258938_at,8.454571471,8.109249681,7.774715285,8.921792354,8.032208604,8.853169237
AT3G10090,RPS28A,258937_at,9.981417282,10.00698687,9.951366751,10.01654119,9.940324189,9.989675352
AT3G10120,,258935_at,6.058147737,5.509589138,6.380523143,6.087334185,5.437046376,5.979562154
AT3G10140,RECA3,258934_at,7.224169394,7.329340444,7.091469708,7.508408139,7.243990492,7.36095846
AT3G10150,ATPAP16,258932_at,4.984531983,4.976127839,5.115311212,4.921894151,4.934152453,4.91213154
AT3G10160,FPGS2,258927_at,8.236305646,9.106879786,8.622746425,8.441028207,8.889216059,8.302231047
AT3G10180,KIN7O,259144_at,3.921963865,4.060741525,4.012938516,3.942330192,3.952675093,3.985706615
AT3G10180,KIN7O,259145_at,5.051692615,5.392068795,5.395016442,4.77154469,5.737363758,4.996338045
AT3G10190,CML36,259143_at,5.373683746,4.32328834,4.122794404,5.775974683,4.124296721,5.311513811
AT3G10200,,259142_at,5.037689515,5.040443469,5.039246339,5.208100861,5.08133894,5.443514582
AT3G10210,,259152_at,7.009779886,6.89992509,6.569325844,7.100821383,6.716223464,6.8330114
AT3G10220,TFCB,259141_at,7.535419085,6.25555591,6.329199341,7.783402688,6.782146271,7.639025752
AT3G10230,LCY1,259140_at,8.855950014,9.214539977,9.395158603,9.030258248,9.201444271,9.232539832
AT3G10240,,259139_at,3.564702068,4.056175824,3.886009029,3.766433121,4.004775298,3.849830214
AT3G10250,,259153_at,6.498032768,5.874205811,6.065601707,6.651378404,5.656627061,6.558302698
AT3G10260,,259154_at,9.784943224,9.671312277,9.523587792,9.776170308,9.543713585,9.50568049
AT3G10300,,259137_at,8.164164319,7.258890622,7.652936687,7.832042034,7.747642207,7.83919649
AT3G10310,,259151_at,5.234605154,6.022507194,5.889154753,5.569034714,6.099992711,5.320044458
AT3G10320,,259150_at,3.610968545,3.656048941,3.763770058,3.600539604,3.861687991,3.551434419
AT3G10330,TFIIB2,259155_at,7.173816833,7.426250258,7.483119735,7.237966826,7.59816449,7.216994401
AT3G10340,PAL4,259149_at,6.425470119,6.332366492,6.88554852,6.487718654,6.479305039,6.43574832
AT3G10350,,259148_at,9.300397572,9.531228192,9.44443314,9.358664239,9.486685292,9.299561434
AT3G10360,APUM4,259147_at,6.060352269,6.686893433,6.63006839,6.265174498,6.707691268,6.178438258
AT3G10370,SDP6,259146_at,8.36807544,8.055723263,7.96699992,8.293978577,8.032369576,8.35064357
AT3G10380,SEC8,259156_at,8.645818851,9.157108661,9.156108188,8.76170879,9.270515274,8.719373965
AT3G10390,FLD,258944_at,5.703347167,5.453426473,5.674762916,5.685969758,5.664059813,5.771367182
AT3G10400,SNRNP31,258943_at,5.427118242,5.261444485,4.844431494,5.46722011,5.097902365,5.734978491
AT3G10410,SCPL49,258970_at,9.989995912,8.830458158,8.95627744,9.818574855,8.861544582,10.07417494
AT3G10420,SPD1,258925_at,8.90235725,9.416403185,9.207179459,9.260113379,9.19883261,9.047262708
AT3G10450,SCPL7,258923_at,6.007712755,6.352067263,6.457599724,6.116942227,6.263475835,5.85318151
AT3G10460,,258968_at,3.701057114,3.883365441,3.611864165,3.82232523,3.966376324,3.677260824
AT3G10470,,258967_at,4.500994822,4.76441689,4.770196765,4.788085919,5.055203315,4.476904986
AT3G10500,NAC053,258921_at,7.540271943,8.472446163,8.545231218,7.418224331,8.579398243,7.547091041
AT3G10520,AHB2,258920_at,9.419112498,10.32381084,10.40441637,9.344341025,10.3347355,9.422344738
AT3G10525,SMR1,258919_at,8.594484614,8.785337787,8.741851963,8.720618624,8.691113218,8.440556297
AT3G10530,,258965_at,7.910093351,7.781969422,7.399599522,7.731819608,7.586808975,8.047885364
AT3G10540,PDPK2,258964_at,6.058027473,5.992390725,6.06164436,6.153319499,6.124819728,6.27290007
AT3G10550,MTM1,258963_at,5.371364462,5.357239611,5.227946469,5.370746391,5.309045002,5.087933005
AT3G10560,UNE9,258918_at,4.264197353,4.457214021,4.377369515,4.269862876,4.830178006,4.404106601
AT3G10570,CYP77A6,258962_at,6.919104148,6.919455591,6.709833557,6.944649331,6.688770147,6.925677529
AT3G10580,,258961_at,4.240740776,4.30902031,4.176794362,4.286400764,4.485234393,4.326126488
AT3G10590,,258960_at,4.355163477,4.767968141,4.777940668,4.654088902,4.734152999,4.571748856
AT3G10600,CAT7,258959_at,4.780707834,5.297817656,5.039234288,4.866789073,4.831364123,4.665380478
AT3G10610,RPS17C,258922_at,10.69007512,10.38955206,10.39383956,10.78990412,10.4329524,10.8020328
AT3G10620,NUDT26,258924_at,8.973695405,7.396768073,7.264100233,8.840203318,7.352971655,8.727852716
AT3G10630,,258917_at,7.549334307,7.271494291,7.480760983,7.349191967,7.09216803,7.413366227
AT3G10640,VPS60.1,258915_at,8.513280126,8.389221459,8.990424499,8.010747249,8.581592382,8.20304163
AT3G10650,NUP1,258946_at,7.678323666,7.877327894,7.640749667,7.69409385,7.862956942,7.681052649
AT3G10660,CPK2,258945_at,5.049802406,5.636488269,5.585886113,4.987823579,5.608185968,5.013532725
AT3G10670,ABCI6,258916_at,9.773362286,10.09673571,10.21989266,9.678908073,9.99645904,9.933433188
AT3G10680,,258969_at,5.095343282,5.193754724,5.347360343,5.077810497,5.225834511,4.972839517
AT3G10690,GYRA,258966_at,9.029391813,8.763619917,8.456322496,9.168690447,8.696874159,9.142937395
AT3G10700,GALAK,258766_at,6.807738193,6.423803609,6.015870265,6.777840892,6.154653865,6.835976239
AT3G10710,PME24,258765_at,4.013522619,4.134830406,4.050285621,4.236197304,3.974071724,4.086133631
AT3G10720,PME25,258764_at,10.47152521,9.899590594,10.43679365,10.22639049,10.19529812,10.46032901
AT3G10730,SUN2,258773_at,7.738315252,7.323363661,7.408031571,7.68778102,7.52100199,7.575736331
AT3G10740,ASD1,258774_at,7.873003385,8.773577434,8.827924083,7.866399256,8.954492106,8.03843369
AT3G10750,,258762_at,4.070019177,4.139360959,4.002696731,3.951602167,4.036112091,3.921377169
AT3G10760,,258761_at,8.076689746,7.262245229,7.290885043,8.103743035,7.270839628,8.115167818
AT3G10770,,258771_at,9.521281506,9.568725183,9.49199695,9.700838394,9.666059334,9.588914984
AT3G10780,,258760_at,3.701147128,3.9493512,3.797145822,3.938117061,3.855511401,3.663685667
AT3G10800,BZIP28,258759_at,8.314741985,8.845288509,9.171601643,8.131459849,9.12555298,8.327801562
AT3G10810,,258758_at,7.921840738,7.976026954,7.90394305,7.786066199,8.001664415,7.910441096
AT3G10820,MED26A,258770_at,3.675398237,4.122951968,3.852192474,4.049001932,4.03444136,3.92949306
AT3G10840,,257533_at,9.152228366,8.416681406,8.305260512,9.33935196,8.172494613,9.077286977
AT3G10850,GLX2-2,258775_at,10.15349171,9.76453008,9.699885311,10.07910821,9.729846572,10.18165043
AT3G10860,,258772_at,11.43204287,11.35164793,11.44326189,11.4301792,11.42302308,11.43507855
AT3G10870,MES17,258769_at,7.176464775,6.456817512,6.510438199,7.037582608,6.233030504,6.933622452
AT3G10880,,258768_at,4.167408456,3.964258018,4.050285621,4.134348694,3.82340918,4.140579413
AT3G10890,MAN3,258767_at,3.669592749,3.74257586,3.63883088,3.671293223,3.837516584,3.897534137
AT3G10910,ATL72,258757_at,4.457674313,4.716130969,4.570967659,4.399466342,4.843035501,4.558644976
AT3G10920,MSD1,256439_at,11.59343895,11.22446052,11.23924443,11.53165881,10.94391472,11.52798718
AT3G10930,,256442_at,4.621451194,4.437762766,4.998078132,3.540313192,4.385011593,4.402999112
AT3G10940,LSF2,256441_at,9.625653498,9.140736934,9.481265711,9.774651967,9.126368319,9.488268283
AT3G10950,RPL37AB,256434_at,3.514794394,3.561503511,3.481051681,3.527354319,3.60944442,3.659331892
AT3G10960,AZG1,256443_at,6.391853961,5.169946299,5.482880356,6.803040586,5.749047668,5.99026812
AT3G10970,,256440_at,10.32937809,10.25451881,10.23829726,10.24127602,10.21904149,10.40938805
AT3G10985,SAG20,256433_at,9.183273649,7.429966615,7.453071474,8.568974121,7.411487238,9.115018411
AT3G10990,,256432_at,4.118550005,4.579172026,4.277049967,4.213332798,4.365615489,4.334184292
AT3G11000,,257579_at,4.291047036,4.076471938,4.262001789,4.332086184,4.600016755,3.964065468
AT3G11020,DREB2B,256430_at,4.843612885,5.495887692,4.995017755,5.088802281,5.367220289,4.745850951
AT3G11030,TBL32,251349_s_at,6.061818309,5.642619729,5.950983237,5.629008317,5.622180327,5.866020934
AT3G11040,,256429_at,5.18231051,5.709348743,5.967252255,5.55634917,5.889330578,5.347888508
AT3G11050,FER2,256416_at,4.431447228,4.622437742,4.614635681,4.547818591,4.828153689,4.65983092
AT3G11060,,256444_at,4.012058842,4.426484757,4.467732528,4.310244821,4.313390343,4.111793474
AT3G11080,AtRLP35,256428_at,3.55889594,3.533785327,3.810036501,3.574376695,3.555523418,3.517239631
AT3G11090,LBD21,256427_at,8.479099216,7.895057421,7.640838228,8.493807006,7.423523755,8.427216183
AT3G11100,,256413_at,5.914208125,5.084457395,5.157960677,5.93757446,5.1954419,6.259700733
AT3G11110,ATL66,256446_at,6.613533139,6.727714474,7.117658262,6.604841603,6.71022699,6.702129613
AT3G11150,,256436_at,4.576298445,4.706910129,4.632842663,4.45720961,4.612255516,4.572409077
AT3G11160,,256445_at,3.613670102,3.523611753,3.498477027,3.432832707,3.505908302,3.504297414
AT3G11180,,256435_at,3.889324346,4.127653081,3.968009231,3.92034995,3.88813232,3.875567425
AT3G11200,AL2,256414_at,9.120749397,7.785605889,8.283718519,9.285451982,8.188525909,9.312009336
AT3G11210,CPRD49,256415_at,6.691426874,6.509721674,6.301518869,7.162370947,6.46762962,6.892511181
AT3G11220,ELP4,256412_at,5.656252382,5.5188458,5.4360347,5.772730494,5.513148148,5.757420508
AT3G11230,,256256_at,8.497485895,8.601807428,8.94766443,8.255888708,8.681675259,8.253070949
AT3G11240,ATE2,256257_at,5.776041725,6.413972902,6.458352895,5.802754931,6.17212928,5.612903552
AT3G11250,RPP0C,256253_at,9.172746039,8.378469988,8.228910402,9.165951758,8.210374577,9.234272106
AT3G11270,RPN8B,256249_at,7.942058928,8.334458241,8.368626097,7.737939602,8.167053789,7.602103494
AT3G11280,,256255_at,9.688806495,10.35403439,10.84810947,9.514406497,10.46154188,9.73660774
AT3G11290,,256254_at,6.551784699,6.80536179,6.980532002,6.433447778,6.89023145,6.648596136
AT3G11320,,256250_at,7.247275829,8.172507564,8.441886143,7.206009662,8.367313351,7.164655244
AT3G11330,PIRL9,256251_at,7.69343965,7.612219267,7.545405858,7.883750829,7.593492717,7.706324405
AT3G11340,UGT76B1,256252_at,3.827396099,3.949274028,3.915879222,3.816146434,3.963437305,3.943845745
AT3G11350,,259289_at,4.332635114,4.457728922,4.364354849,4.233496624,4.497081855,4.103507018
AT3G11370,,259260_at,3.78294184,3.827404504,3.976050907,3.887350731,3.801948051,3.763885556
AT3G11380,,259233_at,3.461775046,3.548343,3.534771611,3.561472659,3.530431836,3.54058182
AT3G11390,,259261_at,4.29952855,4.391756682,4.442612209,4.510482422,4.567244755,4.441949911
AT3G11400,EIF3G1,259238_at,10.59739531,9.457077224,9.362167525,10.64189307,9.459267361,10.58453892
AT3G11410,PP2CA,259231_at,8.901134626,8.054300823,8.194824315,8.698906719,8.058211364,8.932590982
AT3G11420,,259232_at,7.815309456,6.521237348,7.168282802,7.49443232,6.987719247,7.825762371
AT3G11430,GPAT5,259282_at,4.147017667,4.117219407,4.08959642,3.961462613,4.204789495,3.971913124
AT3G11440,ATMYB65,259283_at,5.664129376,5.68798446,5.94752888,5.655586056,5.924236219,5.418491474
AT3G11450,,259284_at,7.867756918,8.340424131,8.028698529,7.851704015,8.285729244,8.049704408
AT3G11460,PCMP-H52,259285_at,4.45193433,4.62052098,4.530406421,4.572837188,4.359620024,4.510049675
AT3G11480,BSMT1,259286_at,3.706892735,3.871821787,3.82737894,3.895187359,4.027520914,3.737756885
AT3G11490,ROPGAP4,259287_at,8.332032958,7.356208555,7.569241008,8.687489756,7.449716708,8.293470101
AT3G11500,,259288_at,9.161454002,8.82746377,8.872087263,9.254726526,8.741821311,9.422172793
AT3G11510,RPS14B,259239_at,12.05065148,10.52227846,10.51806051,12.0803784,10.59369708,12.19166541
AT3G11520,CYCB1-3,259290_at,7.397206695,7.78430378,7.827511971,7.374987264,7.771191173,7.530967107
AT3G11530,,259236_at,7.998674526,7.104026598,7.312203575,8.002687951,7.234143392,7.944770783
AT3G11540,SPY,259259_at,8.142672489,8.046750579,7.992353252,7.869770999,8.162747791,8.266995202
AT3G11550,CASP2,259291_at,4.019054161,4.063578578,4.098262952,4.073443926,4.050285621,3.780869382
AT3G11560,,259292_at,9.049090786,9.24661608,9.108107148,9.086056706,9.161613516,8.878057633
AT3G11580,,259293_at,4.709209423,4.748624896,4.864102057,4.537966664,4.862271564,4.655463445
AT3G11590,,259240_at,7.653632225,8.302123181,8.128806841,7.686896511,8.197888601,7.657373891
AT3G11600,,259235_at,7.463046577,7.765688821,7.798474143,7.604564285,7.484552683,7.581050386
AT3G11620,,259234_at,7.072595501,7.304098641,7.471368578,7.065815886,7.129718024,7.274015971
AT3G11630,BAS1,259237_at,12.9443846,12.90348013,12.92057186,13.01774687,12.89319567,12.943184
AT3G11640,,259101_at,4.470377101,4.745039364,4.763463326,4.625306426,4.548843483,4.542364403
AT3G11650,NHL2,259071_at,7.501776434,5.552779152,5.795467073,7.28633851,5.7178901,7.483101007
AT3G11660,NHL1,259102_at,7.917369874,6.629467993,6.58091692,8.003406526,6.980829453,7.809613956
AT3G11670,DGD1,259070_at,8.301884677,8.31829006,7.876942385,8.578642159,8.146625919,8.272052058
AT3G11690,,259103_at,6.897517784,6.112643568,7.203013377,7.191539314,6.876528768,7.208680601
AT3G11700,FLA18,259072_at,10.89427141,9.047085025,9.369676657,10.78384057,9.240565407,11.03386437
AT3G11710,ATKRS-1,259069_at,10.29807085,10.17864723,9.80954481,10.27584792,10.14537148,10.25894058
AT3G11730,RABD1,258730_at,8.938413217,9.433535431,9.611336688,8.986358205,9.560936532,9.026282288
AT3G11740,,258781_at,3.921963865,4.369123959,4.015878464,3.838484848,3.988338186,3.8875569
AT3G11745,,258726_at,5.285503575,5.325623415,5.292284895,5.101601527,5.272237832,5.310012141
AT3G11750,FOLB1,258782_at,5.922611382,5.988187135,6.35737159,6.090375807,6.063336338,5.994174452
AT3G11760,,258783_at,7.314349711,8.317031088,8.564337105,7.292815711,8.431488237,7.313064894
AT3G11770,,258784_at,8.373310681,7.675926614,7.786957967,8.32122493,7.610331645,8.458934528
AT3G11780,,258788_at,9.253263872,6.317293764,6.599932888,9.072504899,6.400082175,9.173002841
AT3G11800,,258728_at,9.273415356,8.011887848,8.255403825,9.147026589,8.35525158,9.242872536
AT3G11820,SYP121,258786_at,10.12537269,9.102411248,9.564707886,9.581864163,9.452108896,9.888475367
AT3G11830,CCT7,258776_at,9.876386889,10.06691998,10.16238632,9.795515067,10.22414309,9.578812836
AT3G11840,PUB24,258787_at,5.431112083,5.649478536,6.359317478,5.402131991,5.980760842,5.501633212
AT3G11850,,258777_at,6.516375737,7.198255256,7.194195376,6.646181455,7.191034451,6.589695744
AT3G11870,,258779_at,3.938298164,4.207339609,3.978521217,4.115658234,3.821572318,4.050285621
AT3G11880,,258731_at,7.438604002,8.358065705,8.827108615,7.374016868,8.510272365,7.384365936
AT3G11900,ANT1,258729_at,8.270492231,8.291914052,8.299088952,8.378042266,7.950500011,8.300902009
AT3G11910,UBP13,258780_at,8.911413268,9.202044996,9.149065671,8.958272682,9.267865213,9.206433765
AT3G11920,,258754_at,4.054977149,4.227726899,4.374240477,4.26923273,4.356407287,4.26923273
AT3G11930,,258727_at,10.69065164,10.28733045,10.09632997,11.02754382,10.19001737,10.90298707
AT3G11945,PDS2,258755_at,10.95558497,11.47987428,11.41838324,11.01550385,11.40270146,10.92358622
AT3G11960,,258756_at,7.010816032,7.381302401,7.028710178,7.054640755,7.330990807,7.018805695
AT3G11964,RRP5,256661_at,8.563895061,8.860771897,8.506187803,8.4642903,8.749517271,8.38475259
AT3G11980,FAR2,256662_at,4.033527071,4.09318934,3.897003944,3.995243891,3.988272407,3.887668782
AT3G12000,,256636_at,3.692462911,3.95387375,3.571254979,3.586151461,3.92404016,3.795607874
AT3G12010,,256658_at,8.479579725,8.503908278,8.465834036,8.441936403,8.457919051,8.36540615
AT3G12020,,256659_at,6.016837395,6.672243208,6.452395693,5.922932752,6.605811249,5.949865606
AT3G12030,,256637_at,8.235785965,6.526766377,6.510639951,8.062772039,6.567685268,8.135906397
AT3G12040,MAG,256664_at,5.298372527,5.360923528,5.045263649,5.232316472,5.576938282,5.332040778
AT3G12050,,256663_at,9.992160224,10.61757268,10.58511768,10.02635963,10.90610973,9.927497131
AT3G12060,TBL1,256660_at,3.86523014,4.198201518,3.854641649,4.083934515,3.90688998,3.769612145
AT3G12070,RGTB2,256276_at,5.481742064,5.854250397,5.760187971,5.450564238,5.775831805,5.510646907
AT3G12080,emb2738,256274_at,9.65857009,10.16569519,9.980039652,9.4757668,10.14532646,9.580457427
AT3G12090,TET6,256273_at,5.474556326,5.515395158,5.426483537,5.530501168,5.456810557,5.475182478
AT3G12100,MTPC2,256272_at,7.719470069,7.893489714,8.133091068,7.539880107,7.940914983,7.662608971
AT3G12110,ACT11,256275_at,8.280883208,8.034150707,8.145563416,8.401512665,8.081029771,8.389144944
AT3G12120,FAD2,256277_at,12.27439497,11.90984506,11.72480828,12.32325134,11.95297786,12.28738978
AT3G12130,,256278_at,8.282584317,7.896369312,7.651417097,8.27235551,7.849708715,8.253626702
AT3G12140,,256271_at,7.926735866,8.579464439,8.73082729,8.018683088,8.681794356,7.998415962
AT3G12150,,256262_at,6.777676642,6.639729597,6.807222996,6.951615816,6.777267852,6.727947179
AT3G12160,RABA4D,256261_at,3.970333375,3.960001736,3.754024567,3.940862447,3.666273267,4.008133078
AT3G12170,,256320_at,6.347243316,7.267304098,7.35654939,6.633856463,7.128879643,6.6836294
AT3G12180,,256286_at,7.419841618,7.131601497,7.001316691,7.391509806,7.130309586,7.373278734
AT3G12190,,256287_at,3.504858889,3.72657644,3.599981909,3.541836982,3.63362113,3.589334242
AT3G12200,Nek7,256291_at,8.406491448,8.850126042,8.89894117,8.356204463,8.653547819,8.455697912
