#development stage,vegetative stage,,,,,,,
#age,21 (day),,,,,,,
#genotype,Col-0,,,,,,,
#organism part,whole organism,,,,,,,
#compound,,,t-zeatin,t-zeatin,none,none,t-zeatin,none
Gene ID,Gene Name,DesignElementAccession,NO.20-2,NO.19-2,NO.11,NO.10,NO.21-2,NO.12
AT3G02140,AFP4,259076_at,6.042835528,6.069747991,8.08921632,7.944983175,6.09838195,8.127497986
AT3G02150,TCP13,259129_at,7.149961827,7.214659675,7.607845118,7.547478229,7.027325641,7.563881992
AT3G02170,LNG2,259104_at,7.007222766,7.250124629,8.182987265,8.368963293,7.247086404,8.344631852
AT3G02180,SP1L3,259131_at,10.4595382,10.43681336,10.53660092,10.42151052,10.38439326,10.58900898
AT3G02190,RPL39B,259130_at,10.0459179,9.997868871,9.174731415,9.344282227,10.03394226,9.34343075
AT3G02200,,259123_at,10.52023484,10.56490527,9.947761849,10.15680484,10.5199826,10.09119826
AT3G02210,COBL1,259122_at,7.082858601,7.063753805,7.070288521,7.168049955,7.054289255,7.072631347
AT3G02220,,259121_at,9.917482836,9.944110577,9.222020256,9.140950225,10.0073892,9.199919892
AT3G02240,RGF7,259120_at,4.258736906,4.138791583,4.40433393,4.450501702,4.0236252,4.632720431
AT3G02250,,259132_at,8.046238089,8.085690385,8.29123693,8.279638468,8.03736294,8.072669099
AT3G02260,BIG,259128_at,8.125517494,8.171426136,7.747619953,7.900554434,8.510113594,7.745442089
AT3G02270,,259127_at,4.816307371,4.667407961,4.726771131,4.780761865,4.62762699,4.633306283
AT3G02280,ATR3,259126_at,7.111883589,7.242068113,6.676085963,6.629835637,7.158318619,6.749568716
AT3G02290,,259073_at,7.54705924,7.451153755,7.872086495,7.786801115,7.481676768,7.726449083
AT3G02300,,259125_at,8.03149478,8.167104989,8.282181878,8.25097285,8.076586955,8.099462857
AT3G02310,02-Sep,259124_at,5.103359676,4.891085957,5.061244435,5.063467429,5.206023509,5.078679742
AT3G02320,,259075_at,8.281476203,7.991913718,7.257658921,7.290505579,8.047816301,7.185204568
AT3G02330,PCMP-E90,256325_at,5.217061718,5.248011216,5.151337127,5.04514035,5.206183816,5.047777333
AT3G02340,,256326_at,7.561293926,7.608887615,8.528981103,8.381374999,7.497097452,8.548976585
AT3G02350,GAUT9,256327_at,10.28846804,10.24420028,9.450296549,9.594139128,10.31132756,9.62468752
AT3G02360,,256328_at,10.91154267,10.89365133,11.02840341,10.92339278,10.89255936,10.96231449
AT3G02380,COL2,258497_at,9.001822246,8.981270137,9.573161771,9.564749244,8.995446713,9.681062103
AT3G02390,,258492_at,3.69734177,3.753464954,3.727328846,3.728145277,3.753430384,3.77191849
AT3G02400,,258476_at,4.297821565,4.343454222,4.31821971,4.241974221,4.543692998,4.395373187
AT3G02420,,258488_at,9.160326485,9.156937765,9.026416397,8.992706559,9.231727714,9.048208546
AT3G02440,TBL20,258479_at,4.499214034,4.681095477,4.673284577,4.64040999,4.489223101,4.650749311
AT3G02450,FTSHI3,258494_at,8.264427585,8.387613255,7.852144716,7.948016456,8.557845893,7.792843352
AT3G02460,,258496_at,7.976992621,7.878999959,8.197284057,8.192171872,7.9797327,8.436747399
AT3G02470,SAMDC1,258500_at,12.77332791,12.85352712,12.67421815,12.72799272,12.9091696,12.68874217
AT3G02480,,258498_at,4.457353951,4.380316496,4.529513948,4.60237953,4.388681428,4.29330402
AT3G02490,,258502_at,8.165680804,8.006373181,6.978895515,7.194759253,8.082725103,7.078236868
AT3G02500,,258503_at,6.180964674,6.089095147,6.232841452,6.359954484,5.836462292,6.142108429
AT3G02520,GRF7,258489_at,10.73116178,10.55786356,10.38979065,10.37090913,10.66060675,10.4210173
AT3G02530,CCT6A,258482_at,10.3723936,10.45149558,9.555021749,9.608703998,10.50184947,9.692599548
AT3G02540,RAD23C,258499_at,9.020646385,8.977222429,9.122319318,9.048517753,8.936914292,9.115292091
AT3G02550,LBD41,258487_at,9.986155454,10.02977198,10.84768271,10.8638312,9.894094853,10.97013697
AT3G02555,,258493_at,7.795910204,7.787416865,7.231270412,7.265825669,7.717204844,7.133416242
AT3G02560,RPS7B,258486_at,12.28676462,12.31991067,11.76020563,11.85319702,12.25178064,11.84122935
AT3G02570,PMI1,258483_at,9.720446406,9.739955756,9.725485218,9.682871727,9.771736767,9.73379185
AT3G02580,STE1,258484_at,8.923859028,8.84911613,8.881800339,8.909260876,8.822444529,8.857151071
AT3G02590,HDF7,258504_at,4.930711957,5.101246103,5.256760071,5.345934599,5.060379968,5.236256806
AT3G02600,LPP3,258481_at,9.391700072,9.447731255,9.08194198,9.087375655,9.380684556,9.044287419
AT3G02630,S-ACP-DES5,258485_at,9.631476372,9.693079563,9.047757868,9.130180311,9.639462323,9.207058888
AT3G02640,,258480_at,8.513538315,8.586428619,8.731415538,8.796723675,8.563079972,8.707755346
AT3G02650,,258474_at,8.363255752,8.340444991,6.927651202,7.187415406,8.327855981,7.233046547
AT3G02660,EMB2768,258475_at,7.60749423,7.67667731,7.382392551,7.576522715,7.737004459,7.409134008
AT3G02670,,258490_at,5.163884133,5.171355029,5.152745239,5.26346487,5.010666647,5.161829989
AT3G02680,NBS1,258477_at,4.776888476,4.805059102,4.749987955,4.646187885,4.614829169,4.71544333
AT3G02690,,258495_at,9.168005185,9.131749352,9.458598911,9.465361614,9.100200347,9.428509375
AT3G02700,,258491_at,9.541548026,9.462240344,9.56733639,9.637945271,9.46925422,9.557399538
AT3G02710,,258478_at,7.880277185,7.901083735,7.502225275,7.530954527,7.99073465,7.608060492
AT3G02720,DJ1D,258622_at,9.393159772,9.310720077,9.435680666,9.369179814,9.270691614,9.507518932
AT3G02730,TRXF1,258607_at,10.92480589,10.94491323,11.55632112,11.56967293,10.870335,11.59174621
AT3G02740,,258615_at,9.367855399,9.417229622,9.406379719,9.405324846,9.352671634,9.310766873
AT3G02750,,258602_at,8.990752859,8.94420663,8.882485224,8.925642977,9.069764769,8.85615513
AT3G02760,,258601_at,8.6004412,8.535453211,7.219278963,7.340279285,8.709074031,7.302487382
AT3G02770,,258614_at,9.245759838,9.291494357,9.807381505,9.714111629,9.223600163,9.899862822
AT3G02780,IPP2,258619_at,10.41995233,10.33572515,10.4186018,10.37651244,10.30061589,10.40118149
AT3G02790,,258623_at,10.82825065,10.80052755,8.948583158,8.991582904,10.56112084,9.153485242
AT3G02800,,257536_at,6.243167753,6.647217736,7.231063519,7.128803527,6.506336266,7.426040876
AT3G02810,LIP2,258600_at,3.826565882,3.861798404,3.956598691,3.973797102,4.00440696,3.943375349
AT3G02820,,258630_at,6.989776345,7.033020159,6.862687331,6.915740717,6.901455289,6.942766267
AT3G02830,ZFN1,258621_at,8.389695921,8.635536112,8.682027575,8.716704551,8.536792361,8.690296435
AT3G02840,,258606_at,5.473962855,5.527331535,5.731259781,5.785821753,5.491490021,5.787563985
AT3G02850,SKOR,258629_at,4.887138951,4.892464838,4.892840882,5.041826994,4.882453675,4.896315258
AT3G02860,,258611_at,6.545418843,6.515598609,6.506420222,6.489500602,6.554837884,6.618255215
AT3G02870,VTC4,258613_at,9.211436086,9.353942478,9.326887511,9.179972906,9.167962586,9.326287903
AT3G02875,ILR1,258610_at,6.940335423,6.87973986,6.71389481,6.601411509,6.964035274,6.788864744
AT3G02880,,258616_at,9.740613071,9.718592121,9.975136532,10.05660402,9.800284347,9.869225601
AT3G02885,GASA5,258618_at,8.703908856,8.719720858,7.9794133,7.982122939,8.74605161,7.959776855
AT3G02890,,258628_at,6.127525905,6.283869793,5.952031779,5.726851515,6.07996653,5.909709041
AT3G02900,,258662_at,9.300792593,9.432613647,9.308218708,9.196016384,9.340290409,9.395867907
AT3G02910,,258609_at,9.245216634,9.134321821,9.397839509,9.263265106,9.200347987,9.449143954
AT3G02920,RPA2B,258612_at,7.970346805,7.815894866,7.382801526,7.634600727,8.029483986,7.617516009
AT3G02930,,258661_at,4.63665031,4.444044359,4.34288657,4.544949429,4.750325557,4.382741432
AT3G02940,MYB107,258620_at,5.327461413,5.264906086,5.520285672,5.260345394,5.368054959,5.340152322
AT3G02950,THO7B,258624_at,7.854904171,7.894308724,7.162539724,7.267075599,8.011998127,7.266529162
AT3G02970,EXL6,258605_at,4.401730195,4.377822585,4.411001282,4.371123049,4.46016859,4.315002704
AT3G02980,MCC1,258604_at,6.0403598,6.176166929,6.152316963,6.196484561,5.883820074,6.078167424
AT3G02990,HSFA1E,258603_at,5.328224277,5.320412354,5.500393933,5.466093504,5.217128208,5.604984132
AT3G03000,CML18,258617_at,6.7735528,6.85395038,6.919614638,6.983695249,6.827576812,7.270876555
AT3G03020,,258608_at,6.812257341,7.126081916,7.365459433,7.36048082,6.930967546,7.382191632
AT3G03040,,257530_at,7.827433548,7.965189595,7.648564885,7.812229655,8.022672502,7.722261455
AT3G03050,CSLD3,258850_at,8.592733695,8.485571625,8.383898777,8.439704759,8.740008772,8.168503295
AT3G03060,,258871_at,8.117557032,8.250700606,6.654270396,6.530461019,8.236576692,6.807649404
AT3G03070,,258846_at,10.95871074,10.92205915,10.97830518,10.95387405,10.92490815,10.99018452
AT3G03080,,258870_at,4.895737824,4.955971942,4.791126199,4.962668365,4.815851387,4.820912744
AT3G03090,AtVGT1,258869_at,8.233362986,8.345421381,8.126045935,8.081585332,8.335307877,8.01076316
AT3G03100,,258847_at,10.62920284,10.68866157,10.51388369,10.64458604,10.63060861,10.801859
AT3G03110,XPO1B,258868_at,7.653836085,7.688724125,7.598485506,7.510717639,7.650562555,7.43100511
AT3G03120,ATARFB1C,258876_at,7.487570789,7.57655061,7.678762137,7.679189516,7.3971804,7.735261241
AT3G03130,,258867_at,5.284670391,5.40608274,5.375003181,5.279280296,5.269697616,5.47348116
AT3G03150,,258845_at,11.17849179,11.15840535,11.58175105,11.59693732,11.2036823,11.63631336
AT3G03160,,258875_at,10.33030068,10.25469877,10.2489105,10.21967808,10.29645724,10.25042376
AT3G03170,,258878_at,6.519607261,6.455605957,6.562387051,6.751255725,6.49346953,6.478624704
AT3G03180,,258866_at,7.342474324,7.473956854,7.712067181,7.719692015,7.335452228,7.605454899
AT3G03190,GSTF11,258851_at,7.119021211,7.023862313,6.733577048,6.669183691,6.902559152,6.884642999
AT3G03200,NAC045,258865_at,3.847520145,3.898055663,3.790126654,3.870370836,3.797587395,3.772787087
AT3G03210,,258864_at,7.814963612,8.148161375,8.009893326,8.057810298,8.033559683,8.044349555
AT3G03220,EXPA13,258877_at,9.309482403,9.306784225,8.497139828,8.446172467,9.247688712,8.367743638
AT3G03230,,258874_at,6.277588337,6.640708169,6.642670815,6.582822111,6.537164808,6.327421719
AT3G03240,,258873_at,4.485678381,4.548872357,4.579666219,4.582951782,4.52609822,4.387811502
AT3G03250,UGP,258849_at,10.44075735,10.54458914,10.13402209,10.16101665,10.48375585,10.2259007
AT3G03260,HDG8,258872_at,4.644875106,4.553168029,4.772947146,4.734669449,4.746740832,4.876794454
AT3G03270,,258879_at,10.34099969,10.4336844,10.44528886,10.42068208,10.49116502,10.4882505
AT3G03290,,257529_at,4.117349304,3.9187095,3.773429358,3.847992355,3.979693375,3.840499094
AT3G03300,DCL2,258863_at,6.063321444,6.304501866,6.269712415,6.351754592,6.30190366,6.212727706
AT3G03310,LCAT3,259057_at,7.990859332,8.016975897,8.480304085,8.496981905,7.968480557,8.522344584
AT3G03320,,259053_at,7.265722229,7.308235946,7.151961715,7.070354624,7.154683161,7.289021104
AT3G03330,,259051_at,8.885017329,9.007569557,9.108316473,9.139849294,8.864242051,9.131492143
AT3G03340,UNE6,259055_at,7.800548336,7.775013701,7.683867886,7.673543384,7.859638975,7.837453357
AT3G03360,,259050_at,7.076408243,7.062374909,7.04763074,6.967157568,7.149074294,6.722961356
AT3G03370,,259049_at,5.269190694,5.352968712,5.394300096,5.326759681,5.28218412,5.54822752
AT3G03380,DEGP7,259047_at,9.580148402,9.562280647,9.631718038,9.625936138,9.700501096,9.532830254
AT3G03380,DEGP7,259048_at,8.359101746,8.415907653,8.33091182,8.20308937,8.322584141,8.117043895
AT3G03400,CML33,259046_at,4.395117584,4.416046681,4.31193565,4.327646334,4.340784353,4.332924581
AT3G03410,CML34,259045_at,4.325846211,4.322910198,4.138971132,3.881438179,4.149347074,4.112113353
AT3G03420,,259056_at,8.263888592,8.319300792,7.938456956,7.683497446,8.133514115,8.16449584
AT3G03430,CML28,259044_at,4.161333739,4.010188283,4.259373601,4.063535742,4.14074143,4.174811939
AT3G03440,,259043_at,5.308477629,5.165109121,5.29138213,5.136764621,5.318174196,5.180938433
AT3G03450,RGL2,259042_at,5.503467354,5.486959015,5.145833537,4.937663989,5.500499352,5.090439896
AT3G03470,CYP89A9,259058_at,8.09595284,8.141883472,9.046250244,8.994305789,8.009915314,9.015736011
AT3G03480,CHAT,259054_at,4.331149712,4.136375608,4.355476047,4.292231958,4.202671794,4.316885951
AT3G03490,PEX19-1,259052_at,8.546903234,8.566055101,8.315798595,8.308927054,8.508699375,8.527518304
AT3G03510,,259170_at,5.123995731,5.020408148,5.274628243,5.095685369,5.074892728,5.09142401
AT3G03520,NPC3,259169_at,8.018543038,7.868505011,7.904597885,7.918010079,7.961255743,7.919805805
AT3G03550,ATL51,259220_at,7.411752954,7.335619858,7.25294398,7.121732719,7.324421122,7.354494515
AT3G03560,,259219_at,6.771420138,6.733144584,6.8243052,6.896408931,6.60307313,6.876453854
AT3G03570,,259168_at,8.157207845,8.182199678,8.168334622,8.041979483,8.106903408,7.816632086
AT3G03580,PCMP-H23,259218_at,5.765974234,6.070492105,5.567774732,5.798155278,6.02005432,5.761434676
AT3G03590,,259171_at,6.259997696,6.430401243,6.385232128,6.307559237,6.448809138,6.547739542
AT3G03600,RPS2,259196_at,9.532036602,9.482152142,8.980234406,8.964003349,9.576499767,9.05773804
AT3G03610,,259198_at,8.022206028,7.947497966,8.004409675,7.935253034,8.02903217,8.145524794
AT3G03620,DTX24,259217_at,4.483474806,4.770935362,4.855935314,4.872521189,4.735886574,4.814832076
AT3G03630,CS26,259172_at,7.191067986,7.491707845,6.553481556,6.490399466,7.427060323,6.735105862
AT3G03640,BGLU25,259173_at,8.777604672,8.856244673,8.652099912,8.796231756,8.837521186,8.756899534
AT3G03660,WOX11,259223_at,4.763111893,4.576449644,4.760654029,4.690531392,4.601220188,4.641800253
AT3G03670,PER28,259197_at,5.990718973,5.821726504,6.022248705,6.112486082,5.846023521,6.01314136
AT3G03680,,259222_at,6.411155084,6.411155084,6.61054185,6.717892662,6.437019528,6.346219655
AT3G03690,UNE7,259174_at,6.79803401,6.518105648,6.831261708,6.638319975,6.609855466,6.719844695
AT3G03710,PNP1,259344_at,6.926614352,7.061085979,7.088941638,6.95917393,7.135764813,7.181824881
AT3G03720,CAT4,259337_at,8.031124163,8.048976472,8.27688456,8.294424711,7.977885193,8.28497656
AT3G03740,BPM4,259341_at,8.249452827,8.202246659,8.227764303,8.156318431,8.21571985,8.066277815
AT3G03750,SUVR3,259336_at,6.479099854,6.610323751,6.94161135,6.841804614,6.578048663,6.989932733
AT3G03770,,259348_at,6.541731958,6.635053813,6.643767594,6.740587501,6.772060634,6.714108461
AT3G03790,,259334_at,7.855989612,7.905736931,7.897657941,7.893663315,7.9567083,7.866507582
AT3G03800,SYP131,259338_at,5.766318491,5.897347028,6.097016332,5.877334069,5.664357324,5.915446919
AT3G03810,EDA30,259333_at,6.536022551,6.653488179,6.623148926,6.694451068,6.552738624,6.448733295
AT3G03830,,259332_at,4.551502991,4.662086066,4.894306122,4.914895673,4.757128177,4.967034135
AT3G03840,,259331_at,5.608053033,5.725123489,5.538768515,5.819586659,5.335256663,5.798837129
AT3G03860,APRL5,259349_at,8.454538479,8.37465196,8.442511809,8.501463853,8.415020007,8.513507684
AT3G03870,,259340_at,7.110196551,7.220867442,8.166009059,8.258594639,6.968440224,8.327472453
AT3G03880,,257518_at,6.570390234,6.542498653,6.783873141,6.771344256,6.43699336,6.766790349
AT3G03890,,259342_at,8.514844825,8.543285787,8.913104305,8.843089103,8.562973089,9.008587924
AT3G03900,APK3,259339_at,7.717446731,7.382397698,7.444730322,7.201396352,7.361086671,7.278256259
AT3G03910,GSH3,259346_at,5.083317189,5.013691613,4.872121195,5.084940865,5.088742477,4.935524307
AT3G03920,,259347_at,11.34289042,11.35106649,10.11242744,10.01226107,11.34071635,10.20524832
AT3G03950,ECT1,258812_at,8.620177233,8.445334963,8.109808737,8.12728419,8.535381205,8.160202805
AT3G03960,CCT8,258816_at,10.41329221,10.36657504,9.244498495,9.288768689,10.40316406,9.274221584
AT3G03970,,258810_at,6.91015455,6.962738258,6.950832384,7.036901399,7.059019475,6.813181137
AT3G03980,,258814_at,7.97450919,7.982331793,7.997220671,8.143483609,7.947441091,8.124495191
AT3G03990,D14,258811_at,10.36413163,10.36579982,10.53230537,10.57150144,10.37942334,10.57729545
AT3G04000,ChlADR2,258815_at,7.24009436,7.198291947,6.893292083,7.035150621,6.905821249,7.024681086
AT3G04010,,258805_at,6.615956896,6.416179516,7.070164354,7.027693063,6.465830777,7.155675883
AT3G04020,,258806_at,5.239965592,5.269002128,5.351925252,5.405469541,5.372210279,5.105266902
AT3G04030,MYR2,258807_at,4.811081079,4.700891723,4.855190485,4.681051096,4.950946431,4.894657853
AT3G04050,,258808_at,5.31761427,5.291307353,5.253773313,5.403392301,5.217302768,5.257667003
AT3G04060,anac046,258813_at,6.02722678,6.223844864,6.547549959,6.52100875,5.947816874,6.841098693
AT3G04070,NAC047,258809_at,8.470085792,8.420359905,8.64118431,8.640436344,8.325573687,8.608989931
AT3G04080,APY1,258567_at,8.178079427,8.239231803,7.884151697,8.044177413,8.315240729,7.9133245
AT3G04090,SIP1-1,258584_at,10.49009606,10.41866673,10.43399374,10.43282926,10.36708137,10.31201497
AT3G04100,AGL57,258583_at,5.233101534,5.153231325,5.410598682,5.242266796,5.229092119,5.20680708
AT3G04110,GLR1.1,258566_at,6.939451758,7.001974509,7.300352263,7.392986537,7.056955727,7.328411925
AT3G04120,GAPC1,258588_s_at,12.69326321,12.59332899,12.66461941,12.6692338,12.70908328,12.66435985
AT3G04120,GAPC1,AFFX-Athal-GAPDH_3_s_at,11.46226984,11.39812042,11.21390877,11.397772,11.49182301,11.33255517
AT3G04120,GAPC1,AFFX-Athal-GAPDH_5_s_at,11.16015621,11.08524741,10.9359603,11.11503851,11.16126855,10.99636909
AT3G04120,GAPC1,AFFX-Athal-GAPDH_M_s_at,12.30135747,12.2814536,12.20146986,12.27777526,12.29645273,12.20232494
AT3G04120,GAPC1,AFFX-r2-At-GAPDH-3_s_at,12.49047776,12.44649245,12.50203753,12.41798251,12.5283044,12.38297822
AT3G04120,GAPC1,AFFX-r2-At-GAPDH-5_s_at,12.67335503,12.67452135,12.54455721,12.69283891,12.74138218,12.60478556
AT3G04130,,258592_at,6.567512829,6.571103804,5.789677321,5.915126039,6.721290887,5.983175865
AT3G04150,,258582_at,6.296756837,6.251580382,6.185341508,6.277722956,6.238963802,6.119795316
AT3G04160,,258581_at,4.18298202,4.056296824,4.216550896,4.386952899,4.239313623,4.202845954
AT3G04170,,258580_at,5.575268006,5.541096318,5.520051214,5.58607184,5.345879336,5.4606483
AT3G04200,,258578_at,6.081200677,5.784097043,6.03171945,6.12878959,5.70634182,5.744182298
AT3G04210,,258537_at,8.653551655,8.507633809,9.633844327,9.92325887,8.645897924,9.654425596
AT3G04220,,258577_at,6.373601471,6.358610949,6.279875573,6.335882662,6.088926489,6.446672116
AT3G04230,RPS16B,258576_at,9.169940329,9.045939185,8.224846436,8.121313202,9.003747424,8.302028763
AT3G04240,SEC,258575_at,8.668641237,8.52715045,8.846663196,8.918714898,8.677798079,8.792845716
AT3G04250,,258574_at,4.530579705,4.585397305,4.514717513,4.427975744,4.435317486,4.47687366
AT3G04260,PTAC3,258573_at,7.909899817,8.017581976,8.01354775,8.057390803,8.094326417,8.056445894
AT3G04270,,258572_at,4.368948032,4.50772048,4.320099957,4.34439994,4.326806888,4.379032831
AT3G04280,ARR22,258590_at,4.494529032,4.363312431,4.412640252,4.505686392,4.148447787,4.445502368
AT3G04290,LTL1,258589_at,9.893195313,9.826135321,10.40759577,10.4359538,9.938689786,10.34261061
AT3G04310,,258587_at,6.87825287,6.695423716,6.743668889,6.370443365,6.865039119,6.55180164
AT3G04340,FTSHI5,258585_at,7.317355417,7.221825076,7.373057015,7.411758097,7.331623883,7.158479038
AT3G04350,,258565_at,8.425549672,8.404205862,8.544255425,8.606451706,8.455068613,8.514131887
AT3G04360,,258591_at,4.360191609,4.351138457,4.39375401,4.465129237,4.40793218,4.495417831
AT3G04370,CRRSP39,258625_at,5.144540956,5.255161353,5.382701691,5.376369067,5.242067164,5.315262134
AT3G04390,,258597_x_at,4.687943382,4.650605164,4.836965181,4.761104561,4.697184829,4.726102592
AT3G04400,RPL23B,258569_at,13.38679496,13.38277367,13.21209043,13.1852458,13.32062308,13.19442171
AT3G04420,anac048,258571_at,5.029222342,5.292977879,5.104120564,5.055891425,5.253773313,5.240642087
AT3G04450,PHL13,258626_at,5.53951946,5.538319532,5.351180386,5.308987833,5.691675694,5.403141253
AT3G04460,PEX12,258627_at,7.731151589,7.856364931,7.649581053,7.657094416,7.704698579,7.663913444
AT3G04470,,258568_at,9.065572577,9.146016577,9.095026307,9.267118786,9.056011226,9.075311425
AT3G04480,,258593_at,8.845774853,8.699512177,8.75429258,8.702821793,8.759358392,8.633115675
AT3G04500,,258595_at,8.389474284,8.462947851,7.798176079,7.808917154,8.260928012,7.971693651
AT3G04510,LSH2,258596_at,6.199656863,6.299861431,6.125984292,6.083922006,6.395733186,6.222295779
AT3G04520,THA2,258599_at,8.474464344,8.579818079,8.643942235,8.52580487,8.36773211,8.722755403
AT3G04530,PPCK2,258570_at,6.276102291,6.180592469,7.016672052,6.911353359,6.05359878,6.92511435
AT3G04540,,258798_at,4.653811575,4.679604893,4.551826612,4.889691368,4.45212047,4.814987323
AT3G04550,RAF1.2,258800_at,8.573754863,8.619411386,8.315402696,8.428966976,8.556281954,8.266327067
AT3G04560,,258801_at,8.368796133,8.394888926,8.673809,8.55322034,8.317168816,8.856502523
AT3G04570,AHL19,258795_at,6.802631082,6.602928728,7.312505343,7.215164882,6.465164449,7.288096411
AT3G04580,EIN4,258818_at,6.970104737,7.129365534,6.796627578,6.739956776,7.1863668,6.785595206
AT3G04590,AHL14,258819_at,8.340795556,8.336877652,8.017757095,8.113477943,8.391041718,8.056460785
AT3G04600,,258820_at,8.540823911,8.605389293,8.351969055,8.372879916,8.549284264,8.394205454
AT3G04610,FLK,258790_at,9.32620604,9.293470918,8.887057525,8.894856036,9.30050897,8.941482228
AT3G04620,,258840_at,4.849961448,4.725854524,4.601348155,4.736662707,4.888437336,4.738425966
AT3G04630,WDL1,258796_at,7.572812476,7.553883938,7.28941998,7.333906695,7.474233172,7.364631716
AT3G04640,,258792_at,8.911364351,8.789032326,10.26234632,10.27919444,8.892663885,10.37020096
AT3G04650,,258802_at,7.605020805,7.66508348,7.30719027,7.618311072,7.670803244,7.592295366
AT3G04660,,258841_at,4.503611399,4.312329694,4.355887949,4.484375585,4.42401346,4.347652465
AT3G04670,WRKY39,258803_at,8.951212835,8.918101598,9.198079695,9.203790223,9.078536241,9.092571815
AT3G04680,CLPS3,258842_at,8.469612317,8.476407979,8.316753829,8.363099465,8.530245136,8.13977684
AT3G04690,ANX1,258843_at,4.419310739,4.357482823,4.378906483,4.412940942,4.333931674,4.356248481
AT3G04710,TPR10,258794_at,8.514844825,8.353042021,6.941619121,6.950723008,8.450751413,6.780735344
AT3G04720,HEL,258791_at,12.38783387,12.44434345,12.68787798,12.64133428,12.34612908,12.75730761
AT3G04730,IAA16,258797_at,10.66256439,10.59847473,11.10903684,11.02977687,10.59419561,11.08897341
AT3G04740,MED14,258844_at,7.837395724,7.777827886,7.578838172,7.635659798,8.014249188,7.48624064
AT3G04750,PCMP-E81,258817_at,5.331245235,5.403212205,5.341799229,5.324186711,5.324445076,5.533755337
AT3G04760,,258804_at,8.91385333,8.989317638,8.532047735,8.557532946,9.111096041,8.528225507
AT3G04770,RPSAb,258799_at,10.05075765,10.03816034,8.585945084,8.774607636,10.05409377,8.462664224
AT3G04780,,258793_at,9.157653125,9.191275313,8.838150094,8.797173526,9.147956653,8.946358211
AT3G04790,RPI3,259098_at,11.60371969,11.58449336,11.66718744,11.624654,11.6065853,11.57944365
AT3G04800,TIM23-3,259084_at,5.678961395,5.574466061,5.648428492,5.602226312,5.595364095,5.587563469
AT3G04810,NEK2,259083_at,7.157987855,7.125535995,7.089166668,7.129928301,7.259600233,7.191557297
AT3G04820,,259082_at,6.604469352,6.424545612,5.830432288,5.883820074,6.748601284,5.819835713
AT3G04830,,259097_at,9.191964297,9.234319555,9.142713575,9.067835839,9.143993286,9.221796807
AT3G04840,RPS3AA,259096_at,12.31297416,12.27412795,11.71345482,11.78710667,12.22191957,11.85875802
AT3G04860,,259093_at,7.91673317,7.775005991,7.638313957,7.358112618,7.741241051,7.479441724
AT3G04870,ZDS1,259092_at,9.612449092,9.679148851,10.13571937,10.10335207,9.702144595,10.03630851
AT3G04880,DRT102,259100_at,9.291224259,9.235847902,9.152517028,9.03607463,9.147769689,9.18305131
AT3G04890,,259091_at,7.634629535,7.697093326,8.019716683,8.000349426,7.817060846,8.036130427
AT3G04900,HIPP42,257525_at,4.782631245,4.862651215,4.812627324,4.877448852,4.85709104,4.657120747
AT3G04910,WNK1,259080_at,9.237926433,9.094625773,9.281858293,9.398725498,9.285826301,9.097357918
AT3G04920,RPS24A,259090_at,11.34438422,11.32247509,10.67082231,10.76580188,11.22603715,10.73219248
AT3G04940,CYSD1,259094_at,8.861521771,8.8528577,8.557080189,8.45561425,8.714531134,8.60047367
AT3G04950,,259079_at,5.305775332,5.534529553,5.090671648,5.232201425,5.926531611,5.372933236
AT3G04960,,259089_at,4.805174789,4.728516846,4.876884026,4.843219871,4.577899688,4.909362556
AT3G04970,PAT17,259088_at,6.529362751,6.773521029,6.964499716,6.909777103,6.752963266,7.018448314
AT3G04980,,259087_at,5.204321429,5.213308392,4.877091911,4.807257918,5.444047564,4.761137286
AT3G04990,,259086_at,3.680695358,3.695454709,3.713995484,3.670429832,3.698961837,3.795468121
AT3G05000,,259085_at,10.03276979,10.0094538,9.876820341,9.874686585,9.880041036,10.01641819
AT3G05010,,259099_at,8.965114664,9.055104898,9.292617208,9.211027252,9.01102392,9.282111516
AT3G05020,ACP1,259095_at,9.558924011,9.432135858,9.198570732,9.278902485,9.460375054,9.38331813
AT3G05030,NHX2,259081_at,6.467428608,6.458390931,6.590700631,6.615916473,6.584095216,6.431189001
AT3G05040,HST,259078_at,6.812388118,6.888434821,6.617619397,6.609184483,6.845249113,6.693604956
AT3G05050,,259309_at,7.280717352,7.235794258,6.999715849,6.967341045,7.316885237,6.924000221
AT3G05060,NOP5-2,259311_at,9.811061619,9.82224796,7.860857713,8.153631332,9.837094662,8.105210372
AT3G05070,,259305_at,8.616139776,8.493585822,8.328541226,8.275467096,8.434654616,8.516378931
AT3G05080,,259299_at,5.84224784,5.832746747,6.012265973,5.95157638,5.811696374,5.829979681
AT3G05090,LRS1,259313_at,8.667203869,8.559010703,8.624249394,8.759756096,8.652271674,8.663071549
AT3G05100,,259300_at,8.461779602,8.469379218,8.301215449,8.426407909,8.360636618,8.457186338
AT3G05110,,259301_at,4.42436789,4.626825849,4.592940449,4.770914545,4.610810148,4.582058111
AT3G05120,GID1A,259302_at,8.51503573,8.648502449,8.744496911,8.709234921,8.660122445,8.721757226
AT3G05130,,259303_at,5.703158799,5.625765981,4.510420547,4.461109154,5.64774209,4.581927612
AT3G05140,RBK2,259350_at,5.462706741,5.519584074,5.57000051,5.564074153,5.354679524,5.606458841
