#development stage,vegetative stage,,,,,,,
#age,21 (day),,,,,,,
#genotype,Col-0,,,,,,,
#organism part,whole organism,,,,,,,
#compound,,,t-zeatin,t-zeatin,none,none,t-zeatin,none
Gene ID,Gene Name,DesignElementAccession,NO.20-2,NO.19-2,NO.11,NO.10,NO.21-2,NO.12
AT1G10840,TIF3H1,262790_at,10.50963693,10.46609231,10.04255903,10.0483045,10.47753137,10.00201397
AT1G10850,,262783_at,7.182320586,7.019538564,6.691803101,7.010935452,7.160962482,6.718073529
AT1G10870,AGD4,260469_at,7.342376681,7.378972125,7.291628041,7.113464914,7.492799697,7.422344072
AT1G10880,,260473_at,4.491576053,4.45301606,4.568046978,4.429994587,4.563929029,4.58678248
AT1G10900,PIP5K7,260466_at,7.02818309,7.026729522,6.664237953,6.893051639,7.174271102,6.826073582
AT1G10910,,260465_at,8.211552553,8.195267584,8.003662661,8.091936101,8.257978564,7.938914206
AT1G10920,LOV1,260464_at,5.557641707,5.567829238,5.882235178,5.750110441,5.397891325,5.704957113
AT1G10930,RECQL4A,260463_at,6.297774803,6.321380091,6.452708705,6.521834643,6.41842814,6.379720567
AT1G10940,ASK1,260480_at,8.888921516,8.9162024,8.84074453,8.885637831,8.965223075,8.805105846
AT1G10950,TMN1,260482_at,10.13804109,10.19160051,9.664713183,9.802682809,10.27057745,9.652244644
AT1G10960,FD1,260481_at,12.35076306,12.3145646,11.77787286,11.86274613,12.30083767,11.87332693
AT1G10970,ZIP4,260462_at,6.701364393,6.825785259,6.892700541,7.020401786,6.683881595,7.085011462
AT1G10980,,260461_at,6.383558156,6.571009968,6.521401537,6.642228537,6.344998501,6.506728618
AT1G10990,,260472_at,8.221346102,8.052858628,8.231340105,8.305539963,7.996120068,8.360574868
AT1G11000,MLO4,260483_at,6.689577892,6.751632888,7.132875956,7.095746153,6.77373516,7.079015844
AT1G11020,,260479_at,8.299330415,8.391056562,8.496456869,8.495809263,8.286531953,8.421015004
AT1G11040,,260478_at,4.890707551,4.812850317,4.684601169,4.644463062,4.797752304,4.706859358
AT1G11050,,260477_at,7.393858727,7.487103383,7.972883066,7.92787567,7.468896632,7.916365728
AT1G11060,,260476_at,7.069742321,7.035253363,7.17993542,7.117002337,7.062360434,7.034309653
AT1G11070,,260471_at,4.252890622,4.241037323,4.331417204,4.267982706,4.179336255,4.340851873
AT1G11080,scpl31,260475_at,4.999714642,5.236391813,5.451770748,5.586117449,5.297058287,5.592244988
AT1G11090,,260474_at,7.533580446,7.44902354,7.365641163,7.431496461,7.436293944,7.545321231
AT1G11100,,260468_at,5.681392916,5.636662715,5.647169065,5.61861152,5.624998133,5.63291231
AT1G11125,,260470_at,6.346377303,6.377084018,6.604768822,6.520620351,6.27892211,6.433847
AT1G11130,SUB,262451_at,7.615092363,7.375635368,7.06340972,7.110527723,7.336124574,6.939111976
AT1G11130,SUB,262479_at,6.018476037,6.115729188,5.894656517,5.915350485,6.209239261,5.791901582
AT1G11160,,262449_at,4.498415538,4.44247149,4.437952815,4.635222861,4.365183625,4.408933307
AT1G11170,,262478_at,5.266301939,5.255475593,5.264798509,5.319804487,5.175265303,5.352789957
AT1G11190,ENDO1,262454_at,5.963571439,6.08544695,6.170890079,6.239408148,5.845373943,6.116038756
AT1G11200,,262457_at,8.907834885,8.914960522,8.953893827,8.880310066,8.779175175,8.83965888
AT1G11210,,262452_at,7.035318238,6.885309178,7.646754841,7.7060918,6.874899507,7.713323686
AT1G11220,,262477_at,5.587699836,5.429579729,5.495668047,5.320495391,5.462348173,5.426469838
AT1G11240,,262453_at,8.918419673,8.89682341,8.338270444,8.176459983,8.794585072,8.348634528
AT1G11250,SYP125,262511_at,5.875731873,5.936016703,5.933768006,5.827547084,5.750825249,5.824402823
AT1G11260,STP1,262456_at,11.10928194,11.10988211,12.19645189,12.16331174,11.19805867,12.16459006
AT1G11270,,262510_at,7.108291652,6.914813132,6.955613379,7.059799451,6.990898402,6.733960203
AT1G11280,,262458_at,8.157132284,8.068477017,7.314213309,7.334893096,8.123446343,7.199810903
AT1G11290,PCMP-H40,262509_at,6.777502005,6.773548424,6.661540378,6.680014765,6.763937776,6.667871638
AT1G11300,,262508_at,6.188903054,6.352354611,6.308524249,6.36585447,6.194086652,6.362459001
AT1G11310,MLO2,262455_at,9.067379494,9.236103874,10.27417104,10.42846183,9.145856192,10.35875302
AT1G11320,,262450_at,6.567245337,6.483060358,6.66245053,6.509832029,6.65633886,6.406270409
AT1G11330,,262507_at,7.786932751,7.740644967,8.140956646,7.978947292,7.683489141,8.153282581
AT1G11340,RKS1,262480_at,4.949528565,5.020154158,5.116990351,5.268875595,5.325429697,5.070733469
AT1G11350,SD113,261873_at,7.324305774,7.263960175,7.475586599,7.527025704,7.397325142,7.352267774
AT1G11360,,261828_at,8.478178228,8.570739949,8.725102139,8.785109231,8.591455787,9.022613081
AT1G11370,PME56,261849_at,4.25923671,4.169334097,4.194012516,4.226348602,4.150987405,4.034730488
AT1G11380,,261822_at,8.103788378,8.203457744,9.424832388,9.565877666,8.068891078,9.577113747
AT1G11390,,261818_at,6.571088101,6.735275098,6.449931552,6.215944702,6.571131567,6.24168307
AT1G11400,PYM,261823_at,7.843919947,7.929859017,7.923929036,7.893806434,7.82128689,7.932656625
AT1G11410,,261819_at,6.621612472,6.654368832,6.794866248,6.814003185,6.70987105,6.960906774
AT1G11420,DUF2,261820_at,5.280773039,5.219524962,5.169283385,5.001165519,5.103875212,4.989834048
AT1G11430,MORF9,261824_at,10.82128557,10.79255044,10.68103137,10.70573076,10.82598533,10.73062862
AT1G11440,,261871_at,8.03874069,8.157458234,8.088178466,8.183985599,7.896183064,8.212067618
AT1G11470,,261869_at,5.83694498,5.73377749,5.845742686,5.7825336,5.756786667,5.861052537
AT1G11480,,261827_at,8.521602397,8.463550694,8.686251363,8.445482467,8.323837419,8.551334168
AT1G11530,CXXS1,261821_at,10.00478205,9.97436059,10.27233014,10.36164437,9.924705103,10.36778965
AT1G11540,,261846_at,7.72598886,7.723045373,7.782757163,7.745461965,7.466678893,7.773713164
AT1G11545,XTH8,261825_at,9.965159259,10.00862,9.412950025,9.406103126,10.0297011,9.494710416
AT1G11560,OST3A,261847_at,5.290763869,5.357247526,5.500536633,5.543579482,5.324287299,5.441968338
AT1G11570,NTL,261870_at,4.692495771,4.779179677,4.755098648,4.908676704,4.618150859,4.725967788
AT1G11580,ATPMEPCRA,261826_at,11.03564519,11.06468218,10.76367846,10.78211739,11.11408971,10.75813979
AT1G11590,PME19,261848_at,3.765838167,3.765190684,3.884144836,3.854089257,3.834925265,3.703394093
AT1G11600,CYP77B1,262819_at,5.602707259,5.447281429,5.749430747,5.710825724,5.649436639,5.898177433
AT1G11610,CYP71A18,262815_at,4.269579421,4.364302562,4.007651926,4.135824177,4.430470277,3.924022505
AT1G11630,,262822_at,6.730751169,6.725351858,6.195367426,6.233517213,6.713435124,6.414200664
AT1G11650,RBP45B,262824_at,10.96131856,11.0271204,10.8002191,10.80148429,10.97935124,10.92764586
AT1G11660,HSP70-16,262814_at,7.786698112,7.704353593,7.797821095,7.651896867,7.766267168,7.727895401
AT1G11670,DTX36,262813_at,9.2708994,9.275810472,7.910379902,7.888338202,9.445549971,8.03549777
AT1G11680,CYP51G1,262820_at,9.928611432,9.992365454,9.875205573,9.962769183,10.08470856,9.811756032
AT1G11690,,262812_at,4.185470299,4.100090145,4.117387729,4.063856334,4.166130219,4.283511387
AT1G11700,,262811_at,6.942429087,6.926870911,6.71565414,6.878654386,6.866021289,7.073144407
AT1G11710,,262810_at,4.78224344,4.730279503,4.387789148,4.425110168,4.634548305,4.34290699
AT1G11720,ATSS3,262809_at,6.781779935,6.926900857,7.518017413,7.506675119,7.003717883,7.453210462
AT1G11730,B3GALT1,262808_at,5.531896562,5.545408229,5.570393778,5.502564738,5.58928864,5.558478788
AT1G11740,,262807_at,5.071249529,5.004426849,4.987739752,4.930759743,4.713626262,5.065331848
AT1G11750,CLPP6,262823_at,9.985746855,9.990228003,10.20625824,10.17578977,9.892514536,10.15548041
AT1G11755,LEW1,262818_at,8.21517642,8.201510482,7.84182606,7.751346848,8.154125954,7.953184525
AT1G11770,,262817_at,3.94180093,3.945242091,3.994580671,4.072665265,4.05313757,3.998511355
AT1G11780,,262816_at,8.438750459,8.36124852,7.954472811,7.909996601,8.309975732,8.029351414
AT1G11790,ADT1,262825_at,8.831419272,8.972201257,8.789966553,8.712916507,8.85614864,8.707975702
AT1G11800,,262821_at,7.469868841,7.526470361,6.933311165,7.064613924,7.587181282,7.052831385
AT1G11820,,264397_at,9.419085556,9.508662015,8.484230303,8.442355339,9.484194977,8.504072992
AT1G11840,ATGLX1,264372_at,11.71673805,11.75588475,11.99751138,11.92118429,11.71866327,11.97836778
AT1G11850,,264343_at,8.978331751,8.911930512,8.607514614,8.730540591,9.069389027,8.631271583
AT1G11860,,264394_at,11.53017861,11.59737579,11.9560189,11.91321873,11.42695241,11.92289145
AT1G11870,OVA7,264350_at,7.829087322,7.92874681,8.140206828,8.09899612,7.805988755,8.077086199
AT1G11880,,264393_at,5.709705385,5.91567879,5.910031678,6.189372082,5.924578821,5.977024421
AT1G11890,SEC22,264373_at,9.906097267,10.00179797,9.914123946,9.881110351,9.884952675,10.0323139
AT1G11900,,264392_at,5.341803286,5.280646683,5.429104705,5.383946932,5.197135652,5.230353842
AT1G11910,APA1,264344_at,11.95107818,11.90483132,12.06440492,12.06471181,11.90431405,12.08535166
AT1G11915,,264345_at,5.305732319,5.275546198,5.265513771,5.1053312,5.162341453,5.167659689
AT1G11920,,264391_at,4.636666869,4.737863334,4.949798318,4.968990751,4.752271039,4.855993891
AT1G11930,,264349_at,9.190552892,9.184897419,9.744231848,9.614918486,9.08126347,9.80493974
AT1G11940,,257422_at,5.928145437,6.307482301,5.873235567,6.150033466,6.260601432,6.088624526
AT1G11950,,264390_at,4.659338941,4.645723188,4.570618443,4.597579605,4.773652363,4.549818556
AT1G11960,,264389_at,6.573235786,6.578802963,7.383078283,7.349841672,6.434764385,7.348322098
AT1G11970,,264388_at,4.072628609,3.99700366,4.087255332,4.128345064,3.96799484,4.034046244
AT1G11990,,264387_at,4.360191609,4.231035457,4.138249807,4.116378557,4.042387641,4.127653899
AT1G12000,PFP-BETA1,264386_at,9.977414321,9.949277453,9.304564288,9.249947063,9.910157711,9.351563601
AT1G12010,,264346_at,8.20142033,7.93172032,8.333340946,8.245211575,8.119016473,8.472247007
AT1G12020,,264385_at,8.699683618,8.708169922,7.783486224,7.74885821,8.611857045,7.775852305
AT1G12030,,257421_at,6.035346771,5.793852531,5.744773274,5.483566147,6.076514821,5.886404024
AT1G12040,LRX1,264347_at,4.899388736,5.007767629,5.131273066,5.477201143,4.864507031,5.196371923
AT1G12050,,264396_at,8.731808289,8.709332782,8.917939955,8.897238927,8.680711873,8.976081555
AT1G12070,,264395_at,4.252872105,4.258691822,4.40379791,4.340644885,4.191858706,4.324566833
AT1G12080,,264342_at,7.753241863,7.801511107,6.643666577,6.918164292,7.642629946,7.127145751
AT1G12090,ELP,264371_at,12.52281568,12.54036177,12.60113361,12.62654008,12.60178614,12.63360067
AT1G12100,,264370_at,5.27948196,5.066430112,5.217676862,5.137405483,5.035816775,5.117024709
AT1G12110,NPF6.3,264348_at,10.65128687,10.7072259,10.93806632,11.01910867,10.71662982,10.899708
AT1G12120,,260995_at,8.33079108,8.369183952,8.646685929,8.744093859,8.358054005,8.657707762
AT1G12130,,260994_at,4.669007481,4.633669623,4.436728339,4.46013583,4.400972953,4.42168382
AT1G12140,FMOGS-OX5,260993_at,9.327065962,9.356288442,9.081456752,9.082212086,9.312352073,9.076792855
AT1G12150,,260992_at,3.868251592,3.782336675,3.89134316,3.864815481,3.830652848,3.916989352
AT1G12160,,260991_at,7.115340954,7.281236193,7.469564506,7.569494817,7.224874642,7.529877459
AT1G12180,,260990_at,5.571379396,5.530775551,5.443591866,5.409370202,5.315638471,5.442484972
AT1G12190,,261024_at,4.848259407,4.77462751,5.128041907,5.220181264,4.958064113,4.951131809
AT1G12200,,261023_at,7.824711625,7.562748471,8.255584081,8.170167185,7.82094869,8.254800568
AT1G12210,RFL1,260996_at,5.009249078,4.750230609,4.874135618,4.929479992,4.984384412,5.004848459
AT1G12220,RPS5,260966_at,5.970776571,5.745926976,6.303971733,6.321932817,5.795623838,6.020619275
AT1G12230,,260967_at,9.483073076,9.630235496,9.700282628,9.679309494,9.705340871,9.695440433
AT1G12240,BFRUCT4,260969_at,10.50179143,10.43528936,10.3310087,10.38897986,10.41729796,10.18977801
AT1G12250,TL20.3,260968_at,9.155754661,9.150524841,9.448950879,9.389211971,9.02066983,9.552660341
AT1G12260,NAC007,261022_at,5.168471531,5.02502244,5.162539949,5.351198749,5.119322727,5.133165273
AT1G12270,HOP1,259519_at,8.423946871,8.523689006,7.824288532,7.739193001,8.421061225,7.728262387
AT1G12280,,259535_at,6.348689013,6.384122859,6.464373761,6.531076483,6.245177742,6.469577736
AT1G12290,,259534_at,4.64856713,4.674095434,4.753545244,4.972199633,4.799200924,4.945395035
AT1G12310,CML13,259538_at,10.33716267,10.28907621,10.0803093,10.04358577,10.34214206,10.21743457
AT1G12320,,259520_at,6.030247764,5.942412755,5.551518866,5.886936618,5.943012305,5.773817884
AT1G12330,,259528_at,5.959948346,6.139371582,5.45237679,5.687862698,6.267407742,5.686977709
AT1G12360,KEU,259512_at,8.583019494,8.570683096,9.21507112,9.273542678,8.601300202,9.205846628
AT1G12370,PHR1,259537_at,5.481329445,5.146365037,5.133366391,5.27217921,5.712325941,5.142962288
AT1G12400,,259529_at,8.07793101,7.994007058,8.079849547,8.087724697,8.001688667,8.155108763
AT1G12410,CLPR2,259521_at,10.60578122,10.69212174,10.80974377,10.80820917,10.6102281,10.90198724
AT1G12430,ARK3,259513_at,7.50158442,7.51157563,7.375501215,7.527723576,7.617576759,7.396954042
AT1G12450,,259530_at,6.724229716,6.768920642,7.779928661,7.882729689,6.781099918,8.005529993
AT1G12460,,259531_at,6.355077958,6.438597285,5.919777424,5.86970723,6.413975916,5.868451989
AT1G12470,,259532_at,8.326054116,8.280438624,8.051312408,8.260134633,8.365565236,7.848646306
AT1G12480,SLAC1,259514_at,6.261717758,6.185067622,6.612211315,6.497065911,6.312687691,6.572048602
AT1G12490,,259522_at,4.01118961,4.129473513,4.208657266,4.187988128,4.153161666,4.051964074
AT1G12500,,259523_at,9.917539005,9.882765148,9.677580574,9.755214206,9.943695024,9.576609989
AT1G12520,CCS,259511_at,6.931307717,7.152879704,7.331813581,7.16879572,6.866057187,7.289729502
AT1G12530,,259533_at,8.457210637,8.444166273,8.234137978,8.365180096,8.413371732,8.387994597
AT1G12550,HPR3,259524_at,7.438359903,7.435113368,7.428847506,7.505066848,7.275218399,7.566697278
AT1G12560,EXPA7,259525_at,6.60878249,6.510996516,7.100022907,6.914873,6.638067455,6.95487438
AT1G12570,,259526_at,5.879376612,5.805017882,6.181809804,6.293485589,6.113439439,6.007848129
AT1G12580,PEPKR1,259484_at,8.126602153,8.057578098,9.037232163,9.03342908,8.106228804,9.087379483
AT1G12600,UTR4,259527_at,4.905604137,5.017609392,5.138678093,5.359154087,5.197487097,5.251319541
AT1G12610,DREB1F,255937_at,4.184352431,4.352572589,4.378906483,4.294480159,4.202646069,4.464104781
AT1G12620,,255938_at,4.661655292,4.368324688,4.445073559,4.395809257,4.537303831,4.421359533
AT1G12630,ERF027,255927_at,7.1338938,7.221686251,7.215752908,6.916216517,7.148705802,7.146574628
AT1G12640,LPLAT1,255928_at,8.985650844,9.076409547,9.374159176,9.274041699,8.884322634,9.179698635
AT1G12650,,255929_at,8.85136413,8.809897741,7.864030242,8.054882028,8.666268456,8.127701658
AT1G12660,,255930_at,4.530985392,4.397971526,4.56161706,4.623004377,4.455895951,4.741160558
AT1G12680,PEPKR2,255936_at,7.507925426,7.519426357,7.787626154,7.836330456,7.569474587,7.810828692
AT1G12700,,255935_at,4.613009616,4.823737477,4.548007954,4.596400991,4.533894665,4.504217248
AT1G12710,AtPP2-A12,255931_at,7.486607244,7.542551538,8.104423097,8.142129054,7.787831089,8.102849639
AT1G12730,,255939_at,6.318415304,6.319857688,6.428399183,6.41746281,6.196517399,6.525337848
AT1G12740,CYP87A2,255934_at,5.889680011,6.217378583,5.148998291,4.958993735,5.944458136,4.827380414
AT1G12750,RBL6,255933_at,8.329848055,8.487086687,8.326241419,8.33401172,8.366510721,8.291035528
AT1G12775,,261194_at,4.109500886,4.028253681,3.995477991,3.849308863,4.039269604,3.956546249
AT1G12780,UGE1,261211_at,9.895086434,9.891647716,10.68663651,10.70707264,9.848569794,10.8778574
AT1G12790,PTD,261205_at,6.926017883,6.943053066,7.14669142,6.938812439,6.878454637,7.183591826
AT1G12800,,261206_at,8.941660825,8.930642094,9.209842012,9.337323319,9.009719085,9.24533271
AT1G12810,,261209_at,8.288656625,8.429738023,8.609212314,8.61840934,8.518554101,8.616514953
AT1G12820,AFB3,261195_at,8.531526025,8.551048457,8.780051537,8.644633689,8.596624035,8.847343942
AT1G12830,,261207_at,8.392424806,8.283220099,7.456765731,7.512709614,8.418989191,7.479998119
AT1G12840,VHA-C,261210_at,11.29435829,11.30670235,11.28359295,11.30504965,11.30655905,11.21738771
AT1G12845,,261203_at,8.605432559,8.635044141,8.966730376,9.123143188,8.668170388,9.121456075
AT1G12850,,261201_at,9.248409104,9.323868983,9.02426733,9.054511804,9.29022773,9.216235164
AT1G12860,SCRM2,261196_at,8.541729795,8.296092105,8.114397673,8.245483329,8.503118705,8.049792393
AT1G12880,NUDT12,261212_at,4.918576369,4.878523478,6.198707731,6.177286221,5.056980161,6.155699869
AT1G12900,GAPA-2,261197_at,12.13146317,12.1548373,12.68044919,12.67935603,12.17609028,12.70000629
AT1G12910,LWD1,261202_at,10.0265739,10.05618139,10.08560011,10.11118463,10.01004508,10.19898002
AT1G12930,,261208_at,6.904353015,6.816482449,6.629637089,6.849399104,6.872400348,6.77911499
AT1G12940,NRT2.5,261198_at,4.986492211,4.850899873,4.959616399,4.90082657,4.807449506,4.76619327
AT1G12950,DTX31,261199_at,7.587260268,7.892423837,7.208678592,7.337068124,7.701009702,7.203448641
AT1G12960,RPL27AA,261200_at,5.10197568,5.153621821,5.073802928,5.124614496,5.043429702,5.13550726
AT1G12970,PIRL3,261213_at,6.476520985,6.560170444,6.925265338,7.032823371,6.698062582,6.834286204
AT1G12990,,262768_at,7.010208062,6.998140197,8.192600468,8.257627009,6.968401566,8.011586293
AT1G13000,,262775_at,7.769946822,7.819645741,8.069872762,7.909601423,7.718017847,8.001393541
AT1G13020,EIF4B2,262776_at,7.883560163,7.920738681,7.668106897,7.806699943,8.080530281,7.774305969
AT1G13030,COIL,262777_at,8.434175695,8.360685465,6.970162169,7.083422092,8.31897245,7.100776071
AT1G13040,,257465_at,4.560053649,4.841513071,4.59414955,4.631441576,4.670814448,4.4372492
AT1G13050,,262778_at,5.075933621,5.224689821,5.143251092,5.001585557,5.230103337,5.171422145
AT1G13080,CYP71B2,262826_at,7.909078581,7.847337061,8.05895663,8.1041996,7.813353546,8.069569616
AT1G13090,CYP71B28,262780_at,6.676099961,6.754536233,6.996983494,6.963452861,6.768080389,7.130150931
AT1G13100,CYP71B29,262827_at,5.98625961,6.045847695,6.750090629,6.561438185,6.192083971,6.791072172
AT1G13110,CYP71B7,262793_at,9.980385325,9.86873911,10.34445182,10.29072783,9.959896325,10.29444467
AT1G13120,GLE1,262794_at,7.603277193,7.689982201,7.021845374,6.998508369,7.663082409,7.024460266
AT1G13130,,262795_at,6.003605008,6.262789787,6.013847886,6.000271792,5.798735323,6.130235322
AT1G13140,CYP86C3,262764_at,5.560343965,5.525652961,5.805869295,5.821437869,5.635844618,5.598626634
AT1G13150,CYP86C4,262765_at,4.765877117,4.766343107,4.730497168,4.873767779,4.822655265,4.773175145
AT1G13160,,262766_at,8.840929317,8.58406489,7.176155121,7.158017204,8.7092332,7.27174444
AT1G13170,ORP1D,262767_at,7.857201771,7.980687647,7.724913201,7.853345442,8.029684324,7.809941852
AT1G13180,ARP3,262769_at,7.83929267,7.653373717,7.930313038,7.809671646,7.824471484,7.695254532
AT1G13190,,262770_at,8.427853834,8.474346362,8.520141498,8.421257634,8.36113884,8.599592086
AT1G13195,,262782_at,7.330022289,7.277988073,7.446530758,7.408753294,7.140966033,7.558263493
AT1G13200,,262771_at,5.503522979,5.779993852,5.574121473,5.679161074,5.596124961,5.614047295
AT1G13210,ALA11,262772_at,7.798995156,7.93053662,8.849966352,8.952570975,7.81184266,8.780347799
AT1G13220,LINC2,262773_at,6.445676388,6.479859282,6.085518495,6.07092451,6.492593942,6.07616666
AT1G13230,PII-2,262774_at,4.254822113,4.279720551,4.307872481,4.237021282,4.257912907,4.206412435
AT1G13250,GATL3,259358_at,7.99193368,7.980471836,7.681582563,7.71567938,8.036245413,7.677296059
