#ecotype,columbia,,,,,,,
#development stage,seedling,,,,,,,
#age,7 (day),,,,,,,
#compound,,,none,none,indole-3-acetic acid,none,indole-3-acetic acid,indole-3-acetic acid
Gene ID,Gene Name,DesignElementAccession,GSM9571,GSM9573,GSM9574,GSM9572,GSM9575,GSM9576
AT1G02970,WEE1,262106_at,5.93330287,6.369005016,6.58152397,6.724014944,6.35599328,6.40827967
AT1G02980,CUL2,262102_at,3.941261499,3.787236674,3.762511664,3.861163436,3.964142882,3.715588082
AT1G03000,PEX6,263170_at,7.921300388,8.414835029,8.217608569,8.346706248,8.054736377,8.088252622
AT1G03010,,263169_at,4.16544924,4.107382361,4.225272216,3.937736619,4.379584071,4.880350086
AT1G03020,GRXS1,263168_at,3.66960922,3.461983194,3.862317143,3.647566625,3.392990325,3.335363416
AT1G03030,,263167_at,8.223911449,8.392770335,8.25412286,8.088881721,8.221679344,8.32584237
AT1G03040,,263117_at,8.414279217,7.63720148,8.13791416,8.011196669,8.277557741,8.083167848
AT1G03050,,263166_at,3.955592269,3.392164254,3.597709963,3.669827924,3.772534777,3.504228074
AT1G03055,D27,263115_at,4.536604499,4.689286894,4.249214201,4.815015955,4.543847783,4.301718733
AT1G03060,SPI,263165_at,8.011563664,7.340682024,7.822006606,7.970498995,7.892664035,7.930366682
AT1G03070,,263164_at,7.703487509,7.449816603,7.394197005,7.540305211,7.233323949,7.307332389
AT1G03080,NET1D,263112_at,6.732898643,6.93513072,6.115076137,6.053650072,6.059270846,6.372854757
AT1G03090,MCCA,263118_at,7.418143737,7.432846113,7.510673757,7.449551465,7.344425793,7.486852767
AT1G03100,,263143_at,4.236445282,4.281780755,3.992422682,3.89567979,4.11816956,4.285709829
AT1G03110,TRM82,263119_at,7.351170009,7.125028899,7.7323455,7.585732532,7.507080106,7.440124278
AT1G03130,PSAD2,263114_at,10.72567068,10.61598524,10.7700225,10.90300183,10.73976875,10.63075856
AT1G03150,NAA20,263113_at,8.27680185,8.383981026,8.257044293,8.321801776,8.253821869,8.292319675
