#organism part,whole organism,,,,,,,
#developmental stage,seeding,,,,,,,
#ecotype,columbia,,,,,,,
#compound,,,none,1 micromolar brassinolide,1 micromolar brassinolide,1 micromolar brassinolide,none,none
Gene ID,Gene Name,DesignElementAccession,GSM520749,GSM520758,GSM520757,GSM520756,GSM520750,GSM520748
AT1G03130,PSAD2,263114_at,11.65044558,11.58439987,11.47801035,11.43688564,11.57875751,11.50021226
AT1G03150,NAA20,263113_at,8.612383482,8.794500041,8.725136951,8.657720935,8.794669002,8.54377449
AT1G03160,FZL,263163_at,6.027888342,5.570318067,5.610863489,6.222501511,5.288824011,5.954337706
AT1G03170,FAF2,264363_at,3.557685612,3.858724212,4.054658741,3.454271897,3.673827761,3.68103424
AT1G03180,,264358_at,5.463294998,5.330011926,5.297057258,5.178095927,6.020849696,5.297057258
AT1G03190,XPD,264356_at,6.031351267,5.546681353,5.996069613,5.884580205,5.555189287,5.859554136
AT1G03210,,264355_at,8.786384049,8.625871881,8.630242814,8.581240649,8.845151701,9.007334817
AT1G03250,,264366_at,7.151929547,7.506856256,7.454472711,7.517790014,8.092298029,7.63501773
AT1G03260,,264353_at,7.132822999,7.278673846,7.214016505,7.355544669,7.367708062,7.225666565
AT1G03270,CBSDUF4,264352_at,4.0266722,3.904480811,3.867369162,3.918413367,3.655118292,3.88130629
AT1G03280,,264368_at,8.080755555,7.740580387,8.082799135,7.733755507,7.975572828,7.876510706
AT1G03290,,264362_at,7.544662608,7.506800015,7.488982866,7.455780307,8.284771267,7.747731804
AT1G03300,DUF1,264361_at,4.592628185,4.242520542,4.241523621,4.143535974,3.702547788,4.038056195
AT1G03310,ISA2,264360_at,6.462897831,6.119672862,6.574438121,6.677451902,5.349585462,6.079409857
AT1G03320,,264359_at,3.589029131,3.438629789,3.467480973,3.496126358,3.560383746,3.701375273
AT1G03330,LSM2,264364_at,9.632031003,10.07218379,9.780752914,9.861986549,9.772480192,9.854798567
AT1G03350,,264367_at,9.044716831,8.955948707,9.107405941,9.040477439,9.306190161,8.965799314
AT1G03360,RRP4,264357_at,6.781685309,7.004575589,7.210865062,7.285094872,6.961185594,6.896618433
AT1G03370,,264351_at,7.229066298,6.570134011,6.877556307,6.797045399,8.825311762,7.429869238
AT1G03380,ATG18G,264828_at,7.124339286,6.481972019,6.822292355,6.725907339,7.319319451,7.132791574
AT1G03390,,264827_at,3.769335885,3.445874974,4.136168852,3.677399406,3.590754324,3.597742063
AT1G03400,,264843_at,8.061563349,8.174948824,8.166580392,7.843907964,8.65163718,8.264452207
AT1G03410,2A6,264826_at,5.889509532,6.159215582,6.471714085,6.668334912,6.054603075,5.817590275
AT1G03430,AHP5,264838_at,7.653664047,7.93129102,7.707849941,7.880893149,8.021717071,7.931135583
AT1G03440,,264840_at,6.398571486,6.586294512,6.518721334,6.4364758,5.655383912,6.179971048
AT1G03445,BSU1,264823_at,5.13240473,4.941671761,4.789865662,4.875568869,5.207120524,4.746067486
AT1G03457,,264822_at,6.326363673,6.000581116,6.121296431,5.964384172,5.231691912,5.866254942
AT1G03470,NET3A,264821_at,6.619907589,6.439706658,6.438735967,6.425269898,5.667307418,5.959278812
AT1G03475,CPX1,264820_at,9.598071557,9.641759201,9.434245435,9.556087371,8.827791422,9.427328858
AT1G03490,NAC006,264829_at,3.461225546,3.365985859,3.274712573,3.321661373,3.437728757,3.333303239
AT1G03510,PCMP-E3,264819_at,4.126923274,4.321386565,4.691175394,4.724692655,4.339287511,4.260222622
AT1G03520,,264844_at,6.521499605,6.421763035,6.434042653,6.585788036,6.229711899,6.345462519
AT1G03530,ATNAF1,264818_at,5.719669285,5.397380577,5.866787158,5.76778457,5.240363865,5.559150092
AT1G03540,PCMP-E4,264817_at,4.241523754,4.210322903,4.340669156,4.154528386,4.105135882,4.234162781
AT1G03550,SCAMP2,264835_at,6.49830451,6.022031341,6.271778833,6.007235075,5.823513111,6.251714326
AT1G03560,,264816_at,5.254390766,5.582431166,5.570301554,5.735978116,4.962859295,5.697034019
AT1G03590,PPC6-6,264833_at,8.508771871,8.47684899,8.618081743,8.605693565,8.75886629,8.71325564
AT1G03600,PSB27-1,264837_at,12.53661657,12.59744499,12.45039163,12.45582527,11.50656802,12.41125042
AT1G03610,,264836_at,11.26220819,10.98469563,10.97648216,10.68751462,11.15300355,11.36152207
AT1G03620,,264815_at,5.432923662,5.634836121,5.750138634,5.11008516,6.130632607,5.554600333
AT1G03630,PORC,264839_at,8.041560431,7.831134328,7.926664528,8.021488746,6.744571593,7.75985667
AT1G03660,,264832_at,4.701335355,4.636621463,4.490329952,4.57714793,5.921672894,5.4383494
AT1G03680,ATHM1,264845_at,11.03614649,11.17009254,10.90602268,10.96151157,9.93118395,10.93820502
AT1G03687,,264831_at,6.58441252,6.563420309,6.604307149,6.634210107,5.730489976,6.369238506
AT1G03700,,264842_at,3.571031403,4.081171391,3.633809275,3.60567185,3.775969916,3.69804919
AT1G03710,,264830_at,3.634935782,3.64511039,3.695555143,3.377481776,3.996720004,3.582346616
AT1G03720,,264825_at,4.621853531,4.430295505,4.568802367,4.232676049,4.652125519,4.401285488
AT1G03730,,264834_at,7.472286942,7.181487647,6.901669668,7.197718086,7.722455066,7.494732371
AT1G03740,,264841_at,7.512452434,6.686983466,6.947703793,6.843842764,8.82634345,7.952018906
AT1G03750,SWI2,265088_at,5.105733121,4.631883889,5.105733121,4.923624326,5.471567554,5.177105518
